Round Number,Date,Location,Home Team,Away Team,Result
33,18/04/2018 20:45,Stadio Olimpico,Roma,Genoa,2 - 1
33,18/04/2018 20:45,Stadio Luigi Ferraris,Sampdoria,Bologna,1 - 0
33,18/04/2018 20:45,Stadio Paolo Mazza,Spal,Chievo,0 - 0
33,18/04/2018 20:45,Stadio Olimpico Grande Torino,Torino,AC Milan,1 - 1
33,18/04/2018 20:45,Stadio Marc'Antonio Bentegodi,Verona,Sassuolo,0 - 1
34,21/04/2018 15:00,Stadio Paolo Mazza,Spal,Roma,0 - 3
34,21/04/2018 18:00,Mapei Stadium - Città del Tricolore,Sassuolo,Fiorentina,1 - 0
34,21/04/2018 20:45,San Siro Stadium,AC Milan,Benevento,0 - 1
34,22/04/2018 12:30,Stadio Sant'Elia,Cagliari,Bologna,0 - 0
34,22/04/2018 15:00,Stadio Atleti Azzurri d'Italia,Atalanta,Torino,2 - 1
34,22/04/2018 15:00,Stadio Marc'Antonio Bentegodi,Chievo,Inter Milan,1 - 2
34,22/04/2018 15:00,Stadio Olimpico,Lazio,Sampdoria,4 - 0
34,22/04/2018 15:00,Stadio Friuli,Udinese,Crotone,1 - 2
34,22/04/2018 20:45,Juventus Stadium,Juventus,Napoli,0 - 1
34,23/04/2018 20:45,Stadio Luigi Ferraris,Genoa,Verona,3 - 1
35,28/04/2018 18:00,Stadio Olimpico,Roma,Chievo,4 - 1
35,28/04/2018 20:45,San Siro Stadium,Inter Milan,Juventus,2 - 3
35,29/04/2018 12:30,Stadio Ezio Scida,Crotone,Sassuolo,4 - 1
35,29/04/2018 15:00,Stadio Atleti Azzurri d'Italia,Atalanta,Genoa,3 - 1
35,29/04/2018 15:00,Stadio Ciro Vigorito,Benevento,Udinese,3 - 3
35,29/04/2018 15:00,Stadio Renato Dall'Ara,Bologna,AC Milan,1 - 2
35,29/04/2018 15:00,Stadio Luigi Ferraris,Sampdoria,Cagliari,4 - 1
35,29/04/2018 15:00,Stadio Marc'Antonio Bentegodi,Verona,Spal,1 - 3
35,29/04/2018 18:00,Stadio Artemio Franchi,Fiorentina,Napoli,3 - 0
35,29/04/2018 20:45,Stadio Olimpico Grande Torino,Torino,Lazio,0 - 1
36,05/05/2018 18:00,San Siro Stadium,AC Milan,Verona,4 - 1
36,05/05/2018 21:45,Juventus Stadium,Juventus,Bologna,3 - 1
36,06/05/2018 12:30,Stadio Friuli,Udinese,Inter Milan,0 - 4
36,06/05/2018 15:00,Stadio Marc'Antonio Bentegodi,Chievo,Crotone,2 - 1
36,06/05/2018 15:00,Stadio Luigi Ferraris,Genoa,Fiorentina,2 - 3
36,06/05/2018 15:00,Stadio Olimpico,Lazio,Atalanta,1 - 1
36,06/05/2018 15:00,Stadio San Paolo,Napoli,Torino,2 - 2
36,06/05/2018 15:00,Stadio Paolo Mazza,Spal,Benevento,2 - 0
36,06/05/2018 18:00,Mapei Stadium - Città del Tricolore,Sassuolo,Sampdoria,1 - 0
36,06/05/2018 20:45,Stadio Sant'Elia,Cagliari,Roma,0 - 1
37,12/05/2018 18:00,Stadio Ciro Vigorito,Benevento,Genoa,1 - 0
37,12/05/2018 20:45,San Siro Stadium,Inter Milan,Sassuolo,1 - 2
37,13/05/2018 15:00,Stadio Renato Dall'Ara,Bologna,Chievo,1 - 2
37,13/05/2018 15:00,Stadio Ezio Scida,Crotone,Lazio,2 - 2
37,13/05/2018 15:00,Stadio Artemio Franchi,Fiorentina,Cagliari,0 - 1
37,13/05/2018 15:00,Stadio Olimpico Grande Torino,Torino,Spal,2 - 1
37,13/05/2018 15:00,Stadio Marc'Antonio Bentegodi,Verona,Udinese,0 - 1
37,13/05/2018 18:00,Stadio Atleti Azzurri d'Italia,Atalanta,AC Milan,1 - 1
37,13/05/2018 20:45,Stadio Olimpico,Roma,Juventus,0 - 0
37,13/05/2018 20:45,Stadio Luigi Ferraris,Sampdoria,Napoli,0 - 2
38,19/05/2018 15:00,Juventus Stadium,Juventus,Verona,2 - 1
38,20/05/2018 15:00,Stadio Luigi Ferraris,Genoa,Torino,1 - 2
38,20/05/2018 18:00,San Siro Stadium,AC Milan,Fiorentina,5 - 1
38,20/05/2018 18:00,Stadio Sant'Elia,Cagliari,Atalanta,1 - 0
38,20/05/2018 18:00,Stadio Marc'Antonio Bentegodi,Chievo,Benevento,1 - 0
38,20/05/2018 18:00,Stadio San Paolo,Napoli,Crotone,2 - 1
38,20/05/2018 18:00,Stadio Paolo Mazza,Spal,Sampdoria,3 - 1
38,20/05/2018 18:00,Stadio Friuli,Udinese,Bologna,1 - 0
38,20/05/2018 20:45,Stadio Olimpico,Lazio,Inter Milan,2 - 3
38,20/05/2018 20:45,Mapei Stadium - Città del Tricolore,Sassuolo,Roma,0 - 1
