team_name,e_goals,opponent_name,e_goals,win,lose,tie
Sweden,2.9,Cameroon,0.2,0.907,0.015,0.077
Sweden,0.9,Canada,1.0,0.306,0.377,0.317
Sweden,1.3,China PR,0.5,0.582,0.135,0.283
Sweden,2.0,Colombia,0.4,0.746,0.070,0.184
Sweden,3.9,Costa Rica,0.3,0.951,0.009,0.040
Sweden,6.3,Cote d'Ivoire,0.4,0.992,0.002,0.007
Sweden,4.6,Ecuador,0.2,0.978,0.003,0.019
Sweden,1.2,England,1.1,0.376,0.336,0.288
Sweden,0.8,France,1.4,0.202,0.522,0.275
Sweden,0.8,Germany,1.8,0.153,0.625,0.222
Sweden,0.9,Japan,1.2,0.277,0.431,0.292
Sweden,1.5,Korea Republic,0.7,0.565,0.169,0.267
Sweden,2.1,Mexico,0.6,0.723,0.092,0.184
Sweden,1.5,Netherlands,0.9,0.515,0.223,0.262
Sweden,1.5,New Zealand,0.6,0.594,0.148,0.258
Sweden,2.8,Nigeria,0.4,0.864,0.033,0.103
Sweden,1.5,Norway,0.9,0.511,0.225,0.264
Sweden,1.5,Spain,0.7,0.552,0.182,0.266
Sweden,2.4,Switzerland,0.9,0.701,0.126,0.174
Sweden,6.3,Thailand,0.3,0.994,0.001,0.005
Sweden,0.7,USA,1.8,0.154,0.617,0.230
Switzerland,1.3,Australia,2.1,0.229,0.563,0.207
Switzerland,0.7,Brazil,1.6,0.148,0.610,0.242
Switzerland,2.1,Cameroon,0.4,0.765,0.065,0.170
Switzerland,0.6,Canada,1.9,0.114,0.680,0.205
Switzerland,1.0,China PR,0.9,0.352,0.330,0.318
Switzerland,1.4,Colombia,0.8,0.515,0.215,0.271
Switzerland,2.8,Costa Rica,0.6,0.828,0.054,0.118
Switzerland,4.6,Cote d'Ivoire,0.7,0.938,0.019,0.043
Switzerland,3.3,Ecuador,0.4,0.908,0.022,0.070
Switzerland,0.8,England,2.0,0.144,0.654,0.202
Switzerland,0.5,France,2.6,0.054,0.820,0.126
Switzerland,0.6,Germany,3.5,0.029,0.897,0.073
Switzerland,0.7,Japan,2.3,0.090,0.745,0.166
Switzerland,1.1,Korea Republic,1.3,0.310,0.408,0.282
Switzerland,1.5,Mexico,1.1,0.462,0.281,0.258
Switzerland,1.1,Netherlands,1.7,0.244,0.513,0.243
Switzerland,1.1,New Zealand,1.2,0.341,0.371,0.288
Switzerland,2.0,Nigeria,0.7,0.666,0.130,0.203
Switzerland,1.1,Norway,1.7,0.242,0.514,0.244
Switzerland,1.1,Spain,1.3,0.293,0.434,0.273
Switzerland,0.9,Sweden,2.4,0.126,0.701,0.174
Switzerland,4.6,Thailand,0.5,0.959,0.010,0.031
Switzerland,0.5,USA,3.3,0.031,0.890,0.079
Thailand,0.4,Australia,5.7,0.003,0.986,0.011
Thailand,0.2,Brazil,4.4,0.003,0.976,0.021
Thailand,0.6,Cameroon,1.2,0.193,0.493,0.314
Thailand,0.2,Canada,5.1,0.002,0.988,0.011
Thailand,0.3,China PR,2.5,0.028,0.855,0.116
Thailand,0.4,Colombia,2.2,0.057,0.783,0.160
Thailand,0.8,Costa Rica,1.6,0.189,0.561,0.250
Thailand,1.3,Cote d'Ivoire,2.0,0.255,0.527,0.218
Thailand,1.0,Ecuador,1.1,0.316,0.379,0.305
Thailand,0.2,England,5.4,0.002,0.989,0.010
Thailand,0.2,France,7.0,0.000,0.998,0.002
Thailand,0.2,Germany,9.2,0.000,1.000,0.000
Thailand,0.2,Japan,6.1,0.001,0.995,0.005
Thailand,0.3,Korea Republic,3.3,0.015,0.925,0.061
Thailand,0.4,Mexico,2.9,0.032,0.875,0.093
Thailand,0.3,Netherlands,4.4,0.006,0.969,0.025
Thailand,0.3,New Zealand,3.1,0.019,0.905,0.075
Thailand,0.6,Nigeria,2.0,0.098,0.707,0.195
Thailand,0.3,Norway,4.4,0.006,0.969,0.025
Thailand,0.3,Spain,3.6,0.012,0.939,0.049
Thailand,0.3,Sweden,6.3,0.001,0.994,0.005
Thailand,0.5,Switzerland,4.6,0.010,0.959,0.031
Thailand,0.2,USA,8.9,0.000,1.000,0.000
USA,2.5,Australia,0.7,0.777,0.077,0.146
USA,1.3,Brazil,0.5,0.558,0.148,0.294
USA,4.1,Cameroon,0.1,0.973,0.003,0.024
USA,1.2,Canada,0.6,0.517,0.181,0.302
USA,1.9,China PR,0.3,0.766,0.049,0.185
USA,2.8,Colombia,0.3,0.891,0.019,0.089
USA,5.4,Costa Rica,0.2,0.991,0.001,0.008
USA,8.9,Cote d'Ivoire,0.2,0.999,0.000,0.000
USA,6.4,Ecuador,0.1,0.997,0.000,0.003
USA,1.6,England,0.6,0.612,0.144,0.244
USA,1.1,France,0.8,0.403,0.280,0.317
USA,1.1,Germany,1.1,0.353,0.353,0.295
USA,1.3,Japan,0.7,0.498,0.209,0.292
USA,2.0,Korea Republic,0.4,0.767,0.060,0.173
USA,2.9,Mexico,0.3,0.886,0.025,0.089
USA,2.1,Netherlands,0.5,0.741,0.080,0.179
USA,2.1,New Zealand,0.4,0.788,0.051,0.161
USA,3.9,Nigeria,0.2,0.958,0.007,0.035
USA,2.1,Norway,0.5,0.737,0.082,0.181
USA,2.0,Spain,0.4,0.760,0.065,0.175
USA,1.8,Sweden,0.7,0.617,0.154,0.230
USA,3.3,Switzerland,0.5,0.890,0.031,0.079
USA,8.9,Thailand,0.2,1.000,0.000,0.000
