team_name,eg_reg,opponent_name,eg_reg,win,lose,win_reg,lose_reg,draw_reg,win_ot,lose_ot,win_pk,lose_pk
Northern Ireland,0.5,Germany,1.9,0.145,0.855,0.081,0.727,0.192,0.015,0.079,0.049,0.049
Northern Ireland,0.6,Hungary,1.0,0.395,0.605,0.236,0.417,0.347,0.048,0.076,0.112,0.112
Northern Ireland,0.6,Iceland,1.1,0.339,0.661,0.196,0.477,0.326,0.040,0.081,0.102,0.102
Northern Ireland,0.4,Italy,1.2,0.267,0.733,0.137,0.544,0.319,0.029,0.087,0.102,0.102
Northern Ireland,0.5,Poland,1.0,0.334,0.666,0.177,0.463,0.360,0.037,0.082,0.120,0.120
Northern Ireland,0.4,Portugal,1.1,0.280,0.720,0.141,0.524,0.335,0.030,0.087,0.109,0.109
Northern Ireland,0.5,Republic of Ireland,0.8,0.393,0.607,0.218,0.403,0.379,0.046,0.076,0.129,0.129
Northern Ireland,0.5,Romania,0.9,0.352,0.648,0.188,0.443,0.369,0.040,0.080,0.124,0.124
Northern Ireland,0.5,Russia,1.0,0.332,0.668,0.186,0.477,0.337,0.038,0.082,0.108,0.108
Northern Ireland,0.6,Slovakia,0.9,0.387,0.613,0.219,0.413,0.368,0.046,0.077,0.123,0.123
Northern Ireland,0.4,Spain,1.6,0.162,0.838,0.081,0.687,0.232,0.016,0.084,0.066,0.066
Northern Ireland,0.5,Sweden,1.0,0.334,0.666,0.185,0.473,0.342,0.038,0.082,0.111,0.111
Northern Ireland,0.5,Switzerland,1.0,0.336,0.664,0.178,0.461,0.361,0.038,0.082,0.121,0.121
Northern Ireland,0.6,Turkey,1.1,0.321,0.679,0.181,0.495,0.324,0.037,0.083,0.102,0.102
Northern Ireland,0.5,Ukraine,1.0,0.329,0.671,0.176,0.471,0.353,0.037,0.083,0.117,0.117
Northern Ireland,0.5,Wales,0.8,0.392,0.608,0.218,0.404,0.378,0.046,0.076,0.128,0.128
Poland,0.8,Albania,0.5,0.623,0.377,0.409,0.198,0.393,0.078,0.043,0.136,0.136
Poland,1.0,Austria,0.9,0.534,0.466,0.369,0.309,0.321,0.068,0.059,0.097,0.097
Poland,0.7,Belgium,1.2,0.344,0.656,0.210,0.483,0.307,0.042,0.080,0.093,0.093
Poland,0.7,Croatia,0.9,0.411,0.589,0.250,0.405,0.345,0.050,0.074,0.111,0.111
Poland,0.9,Czech Republic,0.7,0.568,0.432,0.384,0.266,0.351,0.071,0.053,0.113,0.113
Poland,0.6,England,1.1,0.360,0.640,0.212,0.456,0.332,0.043,0.079,0.105,0.105
Poland,0.4,France,1.2,0.266,0.734,0.138,0.547,0.315,0.029,0.087,0.100,0.100
Poland,0.8,Germany,1.5,0.292,0.708,0.185,0.555,0.259,0.036,0.082,0.071,0.071
Poland,1.0,Hungary,0.7,0.583,0.417,0.407,0.263,0.330,0.073,0.052,0.102,0.102
Poland,0.9,Iceland,0.9,0.524,0.476,0.355,0.314,0.330,0.066,0.060,0.102,0.102
Poland,0.7,Italy,0.9,0.425,0.575,0.259,0.389,0.352,0.052,0.072,0.114,0.114
Poland,1.0,Northern Ireland,0.5,0.666,0.334,0.463,0.177,0.360,0.082,0.037,0.120,0.120
Poland,0.7,Portugal,0.8,0.437,0.563,0.264,0.373,0.364,0.054,0.071,0.120,0.120
Poland,0.8,Republic of Ireland,0.7,0.564,0.436,0.373,0.262,0.364,0.071,0.053,0.120,0.120
Poland,0.8,Romania,0.7,0.520,0.480,0.332,0.298,0.370,0.065,0.060,0.122,0.122
Poland,0.8,Russia,0.8,0.509,0.491,0.335,0.320,0.345,0.064,0.062,0.109,0.109
Poland,0.9,Slovakia,0.7,0.564,0.436,0.378,0.268,0.354,0.071,0.054,0.115,0.115
Poland,0.6,Spain,1.3,0.298,0.702,0.173,0.529,0.298,0.035,0.084,0.090,0.090
Poland,0.8,Sweden,0.8,0.509,0.491,0.333,0.318,0.349,0.064,0.062,0.112,0.112
Poland,0.7,Switzerland,0.7,0.502,0.498,0.317,0.314,0.369,0.063,0.062,0.122,0.122
Poland,0.9,Turkey,0.9,0.500,0.500,0.333,0.332,0.336,0.063,0.063,0.105,0.105
Poland,0.8,Ukraine,0.8,0.497,0.503,0.316,0.321,0.363,0.062,0.063,0.119,0.119
Poland,0.8,Wales,0.7,0.564,0.436,0.374,0.263,0.363,0.071,0.053,0.119,0.119
Portugal,0.9,Albania,0.4,0.677,0.323,0.466,0.161,0.373,0.084,0.035,0.127,0.127
Portugal,1.1,Austria,0.8,0.605,0.395,0.436,0.252,0.312,0.075,0.049,0.094,0.094
Portugal,0.8,Belgium,1.0,0.411,0.589,0.261,0.416,0.323,0.051,0.074,0.099,0.099
Portugal,0.8,Croatia,0.8,0.476,0.524,0.303,0.344,0.353,0.060,0.066,0.114,0.114
Portugal,1.0,Czech Republic,0.6,0.632,0.368,0.446,0.217,0.337,0.079,0.044,0.107,0.107
Portugal,0.7,England,0.9,0.424,0.576,0.261,0.393,0.346,0.052,0.072,0.111,0.111
Portugal,0.5,France,1.0,0.321,0.679,0.174,0.485,0.341,0.036,0.083,0.111,0.111
Portugal,0.9,Germany,1.3,0.363,0.637,0.239,0.481,0.280,0.046,0.077,0.079,0.079
Portugal,1.1,Hungary,0.7,0.649,0.351,0.473,0.212,0.315,0.080,0.042,0.096,0.096
Portugal,1.1,Iceland,0.8,0.593,0.407,0.420,0.257,0.323,0.074,0.051,0.099,0.099
Portugal,0.8,Italy,0.8,0.490,0.510,0.313,0.330,0.358,0.061,0.064,0.116,0.116
Portugal,1.1,Northern Ireland,0.4,0.720,0.280,0.524,0.141,0.335,0.087,0.030,0.109,0.109
Portugal,0.8,Poland,0.7,0.563,0.437,0.373,0.264,0.364,0.071,0.054,0.120,0.120
Portugal,1.0,Republic of Ireland,0.6,0.626,0.374,0.434,0.215,0.352,0.078,0.044,0.115,0.115
Portugal,0.9,Romania,0.6,0.582,0.418,0.390,0.248,0.362,0.073,0.051,0.119,0.119
Portugal,1.0,Russia,0.7,0.576,0.424,0.397,0.264,0.339,0.072,0.053,0.107,0.107
Portugal,1.0,Slovakia,0.6,0.627,0.373,0.440,0.219,0.341,0.078,0.045,0.109,0.109
Portugal,0.7,Spain,1.1,0.360,0.640,0.218,0.462,0.319,0.044,0.079,0.098,0.098
Portugal,0.9,Sweden,0.7,0.575,0.425,0.393,0.263,0.344,0.072,0.053,0.109,0.109
Portugal,0.8,Switzerland,0.7,0.565,0.435,0.374,0.262,0.364,0.071,0.053,0.120,0.120
Portugal,1.0,Turkey,0.8,0.569,0.431,0.395,0.274,0.331,0.072,0.054,0.103,0.103
Portugal,0.9,Ukraine,0.7,0.561,0.439,0.373,0.268,0.359,0.071,0.054,0.117,0.117
Portugal,1.0,Wales,0.6,0.626,0.374,0.434,0.216,0.350,0.078,0.044,0.114,0.114
Republic of Ireland,0.7,Albania,0.5,0.567,0.433,0.353,0.239,0.407,0.070,0.051,0.143,0.143
Republic of Ireland,0.9,Austria,1.0,0.461,0.539,0.305,0.373,0.322,0.058,0.068,0.098,0.098
Republic of Ireland,0.6,Belgium,1.3,0.280,0.720,0.164,0.552,0.284,0.033,0.084,0.084,0.084
Republic of Ireland,0.6,Croatia,1.1,0.347,0.653,0.201,0.469,0.330,0.041,0.081,0.104,0.104
Republic of Ireland,0.8,Czech Republic,0.8,0.502,0.498,0.323,0.321,0.356,0.063,0.063,0.115,0.115
Republic of Ireland,0.5,England,1.2,0.298,0.702,0.168,0.521,0.311,0.034,0.084,0.096,0.096
Republic of Ireland,0.4,France,1.3,0.215,0.785,0.106,0.610,0.284,0.022,0.088,0.087,0.087
Republic of Ireland,0.7,Germany,1.7,0.227,0.773,0.139,0.629,0.232,0.027,0.082,0.061,0.061
Republic of Ireland,0.9,Hungary,0.8,0.513,0.487,0.343,0.320,0.337,0.065,0.061,0.105,0.105
Republic of Ireland,0.8,Iceland,1.0,0.453,0.547,0.294,0.376,0.330,0.057,0.069,0.102,0.102
Republic of Ireland,0.6,Italy,1.0,0.361,0.639,0.210,0.451,0.338,0.043,0.079,0.108,0.108
Republic of Ireland,0.8,Northern Ireland,0.5,0.607,0.393,0.403,0.218,0.379,0.076,0.046,0.129,0.129
Republic of Ireland,0.7,Poland,0.8,0.436,0.564,0.262,0.373,0.364,0.053,0.071,0.120,0.120
Republic of Ireland,0.6,Portugal,1.0,0.374,0.626,0.215,0.434,0.352,0.044,0.078,0.115,0.115
Republic of Ireland,0.7,Romania,0.8,0.455,0.545,0.277,0.354,0.369,0.056,0.068,0.122,0.122
Republic of Ireland,0.7,Russia,0.9,0.441,0.559,0.277,0.380,0.342,0.055,0.070,0.108,0.108
Republic of Ireland,0.8,Slovakia,0.8,0.497,0.503,0.318,0.323,0.359,0.062,0.063,0.117,0.117
Republic of Ireland,0.5,Spain,1.4,0.239,0.761,0.133,0.597,0.270,0.027,0.086,0.079,0.079
Republic of Ireland,0.7,Sweden,0.9,0.441,0.559,0.276,0.378,0.347,0.055,0.070,0.111,0.111
Republic of Ireland,0.7,Switzerland,0.8,0.437,0.563,0.263,0.371,0.365,0.054,0.071,0.121,0.121
Republic of Ireland,0.8,Turkey,1.0,0.430,0.570,0.274,0.395,0.332,0.054,0.072,0.103,0.103
Republic of Ireland,0.7,Ukraine,0.9,0.432,0.568,0.261,0.380,0.359,0.053,0.071,0.117,0.117
Republic of Ireland,0.7,Wales,0.7,0.499,0.501,0.315,0.316,0.368,0.062,0.063,0.122,0.122
Romania,0.8,Albania,0.5,0.606,0.394,0.390,0.209,0.400,0.076,0.045,0.140,0.140
Romania,0.9,Austria,0.9,0.512,0.488,0.348,0.328,0.324,0.065,0.062,0.099,0.099
Romania,0.6,Belgium,1.2,0.325,0.675,0.195,0.503,0.302,0.039,0.082,0.091,0.091
Romania,0.6,Croatia,1.0,0.391,0.609,0.234,0.423,0.343,0.048,0.076,0.110,0.110
Romania,0.9,Czech Republic,0.7,0.548,0.452,0.364,0.281,0.355,0.069,0.056,0.115,0.115
Romania,0.6,England,1.1,0.342,0.658,0.198,0.474,0.328,0.040,0.081,0.103,0.103
Romania,0.4,France,1.2,0.251,0.749,0.128,0.565,0.308,0.027,0.087,0.097,0.097
Romania,0.7,Germany,1.6,0.273,0.727,0.171,0.576,0.253,0.033,0.082,0.069,0.069
Romania,1.0,Hungary,0.8,0.562,0.438,0.386,0.279,0.335,0.071,0.055,0.104,0.104
Romania,0.9,Iceland,0.9,0.502,0.498,0.335,0.332,0.333,0.063,0.063,0.103,0.103
Romania,0.6,Italy,0.9,0.406,0.594,0.243,0.406,0.350,0.049,0.075,0.113,0.113
Romania,0.9,Northern Ireland,0.5,0.648,0.352,0.443,0.188,0.369,0.080,0.040,0.124,0.124
Romania,0.7,Poland,0.8,0.480,0.520,0.298,0.332,0.370,0.060,0.065,0.122,0.122
Romania,0.6,Portugal,0.9,0.418,0.582,0.248,0.390,0.362,0.051,0.073,0.119,0.119
Romania,0.8,Republic of Ireland,0.7,0.545,0.455,0.354,0.277,0.369,0.068,0.056,0.122,0.122
Romania,0.8,Russia,0.8,0.488,0.512,0.317,0.337,0.347,0.061,0.064,0.110,0.110
Romania,0.8,Slovakia,0.7,0.543,0.457,0.358,0.283,0.358,0.068,0.057,0.117,0.117
Romania,0.6,Spain,1.3,0.280,0.720,0.160,0.548,0.292,0.032,0.085,0.087,0.087
Romania,0.8,Sweden,0.8,0.488,0.512,0.314,0.335,0.351,0.061,0.064,0.113,0.113
Romania,0.7,Switzerland,0.8,0.482,0.518,0.299,0.330,0.370,0.060,0.065,0.123,0.123
Romania,0.8,Turkey,0.9,0.479,0.521,0.313,0.350,0.337,0.060,0.066,0.105,0.105
Romania,0.7,Ukraine,0.8,0.477,0.523,0.298,0.338,0.364,0.059,0.066,0.120,0.120
Romania,0.8,Wales,0.7,0.544,0.456,0.354,0.278,0.367,0.068,0.056,0.121,0.121
Russia,0.9,Albania,0.5,0.623,0.377,0.422,0.209,0.369,0.078,0.044,0.124,0.124
Russia,1.1,Austria,1.0,0.526,0.474,0.372,0.326,0.302,0.067,0.060,0.087,0.087
Russia,0.7,Belgium,1.3,0.326,0.674,0.205,0.512,0.283,0.040,0.081,0.081,0.081
Russia,0.7,Croatia,1.1,0.396,0.604,0.249,0.430,0.321,0.049,0.075,0.098,0.098
Russia,1.0,Czech Republic,0.8,0.563,0.437,0.390,0.280,0.329,0.071,0.055,0.102,0.102
Russia,0.7,England,1.2,0.343,0.657,0.209,0.484,0.307,0.042,0.080,0.092,0.092
Russia,0.5,France,1.3,0.246,0.754,0.134,0.581,0.285,0.027,0.086,0.086,0.086
Russia,0.8,Germany,1.7,0.272,0.728,0.178,0.586,0.236,0.034,0.081,0.061,0.061
Russia,1.1,Hungary,0.8,0.578,0.422,0.414,0.277,0.310,0.073,0.053,0.092,0.092
Russia,1.0,Iceland,1.0,0.515,0.485,0.358,0.332,0.310,0.065,0.062,0.092,0.092
Russia,0.7,Italy,1.0,0.412,0.588,0.259,0.413,0.328,0.051,0.074,0.101,0.101
Russia,1.0,Northern Ireland,0.5,0.668,0.332,0.477,0.186,0.337,0.082,0.038,0.108,0.108
Russia,0.8,Poland,0.8,0.491,0.509,0.320,0.335,0.345,0.062,0.064,0.109,0.109
Russia,0.7,Portugal,1.0,0.424,0.576,0.264,0.397,0.339,0.053,0.072,0.107,0.107
Russia,0.9,Republic of Ireland,0.7,0.559,0.441,0.380,0.277,0.342,0.070,0.055,0.108,0.108
Russia,0.8,Romania,0.8,0.512,0.488,0.337,0.317,0.347,0.064,0.061,0.110,0.110
Russia,1.0,Slovakia,0.8,0.558,0.442,0.384,0.283,0.332,0.070,0.055,0.103,0.103
Russia,0.6,Spain,1.4,0.278,0.722,0.168,0.561,0.272,0.033,0.083,0.078,0.078
Russia,0.9,Sweden,0.9,0.500,0.500,0.336,0.337,0.327,0.063,0.063,0.100,0.100
Russia,0.8,Switzerland,0.8,0.493,0.507,0.321,0.334,0.345,0.062,0.064,0.110,0.110
Russia,1.0,Turkey,1.0,0.491,0.509,0.335,0.351,0.314,0.062,0.065,0.094,0.094
Russia,0.8,Ukraine,0.9,0.487,0.513,0.319,0.341,0.340,0.061,0.065,0.107,0.107
Russia,0.9,Wales,0.7,0.559,0.441,0.381,0.278,0.341,0.070,0.055,0.108,0.108
Slovakia,0.8,Albania,0.6,0.571,0.429,0.363,0.242,0.395,0.071,0.051,0.137,0.137
Slovakia,0.9,Austria,1.0,0.463,0.537,0.311,0.376,0.313,0.059,0.068,0.093,0.093
Slovakia,0.6,Belgium,1.4,0.277,0.723,0.165,0.560,0.275,0.033,0.084,0.079,0.079
Slovakia,0.6,Croatia,1.1,0.345,0.655,0.205,0.475,0.320,0.041,0.080,0.099,0.099
Slovakia,0.8,Czech Republic,0.8,0.504,0.496,0.331,0.323,0.346,0.064,0.062,0.110,0.110
Slovakia,0.6,England,1.2,0.296,0.704,0.170,0.529,0.301,0.034,0.084,0.091,0.091
Slovakia,0.4,France,1.4,0.211,0.789,0.107,0.620,0.273,0.022,0.087,0.082,0.082
Slovakia,0.7,Germany,1.8,0.224,0.776,0.140,0.636,0.224,0.027,0.082,0.058,0.058
Slovakia,0.9,Hungary,0.9,0.516,0.484,0.351,0.322,0.327,0.065,0.061,0.100,0.100
Slovakia,0.9,Iceland,1.0,0.454,0.546,0.300,0.380,0.320,0.057,0.069,0.097,0.097
Slovakia,0.6,Italy,1.1,0.360,0.640,0.214,0.458,0.329,0.043,0.079,0.103,0.103
Slovakia,0.9,Northern Ireland,0.6,0.613,0.387,0.413,0.219,0.368,0.077,0.046,0.123,0.123
Slovakia,0.7,Poland,0.9,0.436,0.564,0.268,0.378,0.354,0.054,0.071,0.115,0.115
Slovakia,0.6,Portugal,1.0,0.373,0.627,0.219,0.440,0.341,0.045,0.078,0.109,0.109
Slovakia,0.8,Republic of Ireland,0.8,0.503,0.497,0.323,0.318,0.359,0.063,0.062,0.117,0.117
Slovakia,0.7,Romania,0.8,0.457,0.543,0.283,0.358,0.358,0.057,0.068,0.117,0.117
Slovakia,0.8,Russia,1.0,0.442,0.558,0.283,0.384,0.332,0.055,0.070,0.103,0.103
Slovakia,0.5,Spain,1.5,0.235,0.765,0.134,0.605,0.261,0.027,0.085,0.075,0.075
Slovakia,0.8,Sweden,0.9,0.442,0.558,0.281,0.382,0.337,0.055,0.070,0.106,0.106
Slovakia,0.7,Switzerland,0.9,0.438,0.562,0.269,0.376,0.355,0.054,0.071,0.115,0.115
Slovakia,0.8,Turkey,1.0,0.431,0.569,0.279,0.399,0.322,0.054,0.072,0.098,0.098
Slovakia,0.7,Ukraine,0.9,0.432,0.568,0.267,0.384,0.349,0.053,0.071,0.112,0.112
Slovakia,0.8,Wales,0.8,0.502,0.498,0.323,0.320,0.358,0.063,0.062,0.116,0.116
Spain,1.4,Albania,0.4,0.797,0.203,0.625,0.098,0.276,0.088,0.020,0.084,0.084
Spain,1.7,Austria,0.7,0.756,0.244,0.609,0.151,0.240,0.083,0.029,0.064,0.064
Spain,1.1,Belgium,0.9,0.560,0.440,0.402,0.297,0.301,0.070,0.056,0.087,0.087
Spain,1.1,Croatia,0.7,0.620,0.380,0.449,0.239,0.312,0.077,0.047,0.094,0.094
Spain,1.5,Czech Republic,0.5,0.770,0.230,0.613,0.131,0.256,0.085,0.026,0.072,0.072
Spain,1.0,England,0.8,0.565,0.435,0.397,0.283,0.320,0.071,0.055,0.097,0.097
Spain,0.7,France,0.9,0.441,0.559,0.277,0.380,0.342,0.055,0.070,0.109,0.109
Spain,1.3,Germany,1.2,0.522,0.478,0.383,0.345,0.272,0.066,0.061,0.073,0.073
Spain,1.7,Hungary,0.6,0.791,0.209,0.645,0.123,0.231,0.083,0.024,0.062,0.062
Spain,1.6,Iceland,0.7,0.742,0.258,0.590,0.158,0.252,0.083,0.031,0.069,0.069
Spain,1.1,Italy,0.7,0.633,0.367,0.460,0.228,0.312,0.078,0.045,0.095,0.095
Spain,1.6,Northern Ireland,0.4,0.838,0.162,0.687,0.081,0.232,0.084,0.016,0.066,0.066
Spain,1.3,Poland,0.6,0.702,0.298,0.529,0.173,0.298,0.084,0.035,0.090,0.090
Spain,1.1,Portugal,0.7,0.640,0.360,0.462,0.218,0.319,0.079,0.044,0.098,0.098
Spain,1.4,Republic of Ireland,0.5,0.761,0.239,0.597,0.133,0.270,0.086,0.027,0.079,0.079
Spain,1.3,Romania,0.6,0.720,0.280,0.548,0.160,0.292,0.085,0.032,0.087,0.087
Spain,1.4,Russia,0.6,0.722,0.278,0.561,0.168,0.272,0.083,0.033,0.078,0.078
Spain,1.5,Slovakia,0.5,0.765,0.235,0.605,0.134,0.261,0.085,0.027,0.075,0.075
Spain,1.4,Sweden,0.6,0.719,0.281,0.556,0.168,0.276,0.084,0.033,0.080,0.080
Spain,1.3,Switzerland,0.6,0.704,0.296,0.530,0.172,0.298,0.084,0.035,0.090,0.090
Spain,1.5,Turkey,0.7,0.718,0.282,0.561,0.173,0.266,0.083,0.034,0.075,0.075
Spain,1.3,Ukraine,0.6,0.702,0.298,0.530,0.175,0.294,0.083,0.035,0.088,0.088
Spain,1.4,Wales,0.5,0.761,0.239,0.597,0.133,0.269,0.085,0.027,0.078,0.078
Sweden,0.9,Albania,0.5,0.622,0.378,0.418,0.208,0.374,0.078,0.044,0.126,0.126
Sweden,1.1,Austria,1.0,0.526,0.474,0.370,0.324,0.306,0.067,0.060,0.089,0.089
Sweden,0.7,Belgium,1.3,0.328,0.672,0.205,0.508,0.287,0.040,0.081,0.083,0.083
Sweden,0.7,Croatia,1.0,0.398,0.602,0.248,0.426,0.326,0.049,0.075,0.101,0.101
Sweden,1.0,Czech Republic,0.8,0.563,0.437,0.388,0.279,0.333,0.071,0.055,0.104,0.104
Sweden,0.7,England,1.2,0.345,0.655,0.209,0.480,0.311,0.042,0.080,0.095,0.095
Sweden,0.5,France,1.3,0.249,0.751,0.134,0.576,0.290,0.027,0.086,0.088,0.088
Sweden,0.8,Germany,1.7,0.275,0.725,0.178,0.582,0.240,0.034,0.081,0.063,0.063
Sweden,1.1,Hungary,0.8,0.578,0.422,0.411,0.275,0.314,0.073,0.053,0.094,0.094
Sweden,1.0,Iceland,0.9,0.515,0.485,0.356,0.330,0.314,0.065,0.062,0.094,0.094
Sweden,0.7,Italy,1.0,0.413,0.587,0.258,0.410,0.332,0.051,0.074,0.104,0.104
Sweden,1.0,Northern Ireland,0.5,0.666,0.334,0.473,0.185,0.342,0.082,0.038,0.111,0.111
Sweden,0.8,Poland,0.8,0.491,0.509,0.318,0.333,0.349,0.062,0.064,0.112,0.112
Sweden,0.7,Portugal,0.9,0.425,0.575,0.263,0.393,0.344,0.053,0.072,0.109,0.109
Sweden,0.9,Republic of Ireland,0.7,0.559,0.441,0.378,0.276,0.347,0.070,0.055,0.111,0.111
Sweden,0.8,Romania,0.8,0.512,0.488,0.335,0.314,0.351,0.064,0.061,0.113,0.113
Sweden,0.9,Russia,0.9,0.500,0.500,0.337,0.336,0.327,0.063,0.063,0.100,0.100
Sweden,0.9,Slovakia,0.8,0.558,0.442,0.382,0.281,0.337,0.070,0.055,0.106,0.106
Sweden,0.6,Spain,1.4,0.281,0.719,0.168,0.556,0.276,0.033,0.084,0.080,0.080
Sweden,0.8,Switzerland,0.8,0.493,0.507,0.319,0.331,0.350,0.062,0.064,0.112,0.112
Sweden,0.9,Turkey,1.0,0.491,0.509,0.333,0.349,0.318,0.062,0.065,0.096,0.096
Sweden,0.8,Ukraine,0.9,0.488,0.512,0.317,0.339,0.344,0.061,0.065,0.109,0.109
Sweden,0.9,Wales,0.7,0.558,0.442,0.378,0.277,0.345,0.070,0.055,0.110,0.110
Switzerland,0.8,Albania,0.5,0.622,0.378,0.407,0.198,0.394,0.078,0.043,0.137,0.137
Switzerland,1.0,Austria,0.9,0.532,0.468,0.367,0.311,0.322,0.067,0.059,0.098,0.098
Switzerland,0.7,Belgium,1.2,0.343,0.657,0.208,0.484,0.307,0.042,0.080,0.093,0.093
Switzerland,0.7,Croatia,0.9,0.409,0.591,0.248,0.406,0.346,0.050,0.074,0.111,0.111
Switzerland,0.9,Czech Republic,0.7,0.567,0.433,0.382,0.267,0.351,0.071,0.054,0.113,0.113
Switzerland,0.6,England,1.1,0.359,0.641,0.211,0.457,0.332,0.043,0.079,0.105,0.105
Switzerland,0.4,France,1.2,0.265,0.735,0.137,0.548,0.315,0.029,0.087,0.100,0.100
Switzerland,0.7,Germany,1.5,0.291,0.709,0.184,0.556,0.259,0.036,0.082,0.071,0.071
Switzerland,1.0,Hungary,0.7,0.581,0.419,0.405,0.264,0.331,0.073,0.052,0.103,0.103
Switzerland,0.9,Iceland,0.9,0.522,0.478,0.354,0.315,0.331,0.066,0.060,0.102,0.102
Switzerland,0.7,Italy,0.9,0.424,0.576,0.258,0.390,0.352,0.052,0.072,0.114,0.114
Switzerland,1.0,Northern Ireland,0.5,0.664,0.336,0.461,0.178,0.361,0.082,0.038,0.121,0.121
Switzerland,0.7,Poland,0.7,0.498,0.502,0.314,0.317,0.369,0.062,0.063,0.122,0.122
Switzerland,0.7,Portugal,0.8,0.435,0.565,0.262,0.374,0.364,0.053,0.071,0.120,0.120
Switzerland,0.8,Republic of Ireland,0.7,0.563,0.437,0.371,0.263,0.365,0.071,0.054,0.121,0.121
Switzerland,0.8,Romania,0.7,0.518,0.482,0.330,0.299,0.370,0.065,0.060,0.123,0.123
Switzerland,0.8,Russia,0.8,0.507,0.493,0.334,0.321,0.345,0.064,0.062,0.110,0.110
Switzerland,0.9,Slovakia,0.7,0.562,0.438,0.376,0.269,0.355,0.071,0.054,0.115,0.115
Switzerland,0.6,Spain,1.3,0.296,0.704,0.172,0.530,0.298,0.035,0.084,0.090,0.090
Switzerland,0.8,Sweden,0.8,0.507,0.493,0.331,0.319,0.350,0.064,0.062,0.112,0.112
Switzerland,0.9,Turkey,0.9,0.499,0.501,0.331,0.333,0.336,0.063,0.063,0.105,0.105
Switzerland,0.8,Ukraine,0.8,0.495,0.505,0.314,0.322,0.364,0.062,0.063,0.119,0.119
Switzerland,0.8,Wales,0.7,0.562,0.438,0.372,0.264,0.364,0.071,0.054,0.120,0.120
Turkey,0.9,Albania,0.5,0.634,0.366,0.438,0.206,0.357,0.079,0.043,0.117,0.117
Turkey,1.1,Austria,1.0,0.537,0.463,0.386,0.321,0.293,0.068,0.059,0.083,0.083
Turkey,0.8,Belgium,1.4,0.331,0.669,0.212,0.511,0.277,0.041,0.080,0.078,0.078
Turkey,0.8,Croatia,1.1,0.403,0.597,0.258,0.428,0.314,0.050,0.075,0.094,0.094
Turkey,1.1,Czech Republic,0.8,0.574,0.426,0.405,0.276,0.319,0.072,0.054,0.097,0.097
Turkey,0.7,England,1.2,0.348,0.652,0.217,0.484,0.300,0.043,0.080,0.089,0.089
Turkey,0.5,France,1.4,0.248,0.752,0.138,0.584,0.279,0.028,0.086,0.083,0.083
Turkey,0.9,Germany,1.8,0.277,0.723,0.184,0.585,0.232,0.034,0.080,0.059,0.059
Turkey,1.2,Hungary,0.9,0.590,0.410,0.429,0.271,0.300,0.074,0.052,0.087,0.087
Turkey,1.1,Iceland,1.0,0.525,0.475,0.372,0.327,0.301,0.067,0.060,0.087,0.087
Turkey,0.8,Italy,1.1,0.418,0.582,0.269,0.411,0.320,0.052,0.073,0.097,0.097
Turkey,1.1,Northern Ireland,0.6,0.679,0.321,0.495,0.181,0.324,0.083,0.037,0.102,0.102
Turkey,0.9,Poland,0.9,0.500,0.500,0.332,0.333,0.336,0.063,0.063,0.105,0.105
Turkey,0.8,Portugal,1.0,0.431,0.569,0.274,0.395,0.331,0.054,0.072,0.103,0.103
Turkey,1.0,Republic of Ireland,0.8,0.570,0.430,0.395,0.274,0.332,0.072,0.054,0.103,0.103
Turkey,0.9,Romania,0.8,0.521,0.479,0.350,0.313,0.337,0.066,0.060,0.105,0.105
Turkey,1.0,Russia,1.0,0.509,0.491,0.351,0.335,0.314,0.065,0.062,0.094,0.094
Turkey,1.0,Slovakia,0.8,0.569,0.431,0.399,0.279,0.322,0.072,0.054,0.098,0.098
Turkey,0.7,Spain,1.5,0.282,0.718,0.173,0.561,0.266,0.034,0.083,0.075,0.075
Turkey,1.0,Sweden,0.9,0.509,0.491,0.349,0.333,0.318,0.065,0.062,0.096,0.096
Turkey,0.9,Switzerland,0.9,0.501,0.499,0.333,0.331,0.336,0.063,0.063,0.105,0.105
Turkey,0.9,Ukraine,0.9,0.496,0.504,0.331,0.338,0.331,0.063,0.064,0.102,0.102
Turkey,1.0,Wales,0.8,0.569,0.431,0.395,0.275,0.331,0.072,0.054,0.103,0.103
Ukraine,0.8,Albania,0.5,0.628,0.372,0.417,0.197,0.387,0.078,0.042,0.133,0.133
Ukraine,1.0,Austria,0.9,0.538,0.462,0.375,0.308,0.317,0.068,0.058,0.095,0.095
Ukraine,0.7,Belgium,1.2,0.346,0.654,0.213,0.484,0.303,0.042,0.080,0.091,0.091
Ukraine,0.7,Croatia,1.0,0.413,0.587,0.254,0.405,0.341,0.051,0.074,0.108,0.108
Ukraine,0.9,Czech Republic,0.7,0.573,0.427,0.390,0.264,0.345,0.072,0.053,0.110,0.110
Ukraine,0.6,England,1.1,0.362,0.638,0.215,0.456,0.328,0.044,0.079,0.103,0.103
Ukraine,0.5,France,1.2,0.267,0.733,0.140,0.549,0.311,0.029,0.087,0.098,0.098
Ukraine,0.8,Germany,1.5,0.294,0.706,0.188,0.555,0.257,0.036,0.081,0.070,0.070
Ukraine,1.0,Hungary,0.8,0.588,0.412,0.414,0.261,0.325,0.074,0.051,0.100,0.100
Ukraine,1.0,Iceland,0.9,0.528,0.472,0.361,0.313,0.326,0.067,0.060,0.100,0.100
