Season,Round,Wk,Day,Date,Time,Home,Home_xG,Score,Away_xG,Away,Attendance,Venue,Referee,Match Report,Notes
2021,,22,Sat,2021-02-20,15:30,M'Gladbach,0.8,1–2,0.7,Mainz 05,,Stadion im Borussia-Park,Markus Schmidt,Match Report,
2021,,22,Sat,2021-02-20,15:30,Köln,0.7,0–1,0.5,Stuttgart,,RheinEnergieSTADION,Benjamin Cortus,Match Report,
2021,,22,Sat,2021-02-20,15:30,Freiburg,0.4,0–1,1.2,Union Berlin,,Schwarzwald-Stadion,Sören Storks,Match Report,
2021,,22,Sat,2021-02-20,15:30,Eint Frankfurt,1.1,2–1,2.0,Bayern Munich,,Commerzbank-Arena,Sascha Stegemann,Match Report,
2021,,22,Sat,2021-02-20,18:30,Schalke 04,0.8,0–4,1.7,Dortmund,,Veltins-Arena,Daniel Siebert,Match Report,
2021,,22,Sun,2021-02-21,13:30,Augsburg,1.5,1–1,0.5,Leverkusen,,WWK Arena,Christian Dingert,Match Report,
2021,,22,Sun,2021-02-21,15:30,Hertha BSC,0.6,0–3,1.0,RB Leipzig,,Olympiastadion Berlin,Sven Jablonski,Match Report,
2021,,22,Sun,2021-02-21,18:00,Hoffenheim,1.7,4–0,0.1,Werder Bremen,,PreZero Arena,Robert Schröder,Match Report,
2021,,23,Fri,2021-02-26,20:30,Werder Bremen,1.0,2–1,0.9,Eint Frankfurt,,Weserstadion,Robert Hartmann,Match Report,
2021,,23,Sat,2021-02-27,15:30,Wolfsburg,0.5,2–0,1.2,Hertha BSC,,Volkswagen Arena,Bastian Dankert,Match Report,
2021,,23,Sat,2021-02-27,15:30,Bayern Munich,2.1,5–1,1.0,Köln,,Allianz Arena,Martin Petersen,Match Report,
2021,,23,Sat,2021-02-27,15:30,Dortmund,3.6,3–0,0.6,Arminia,,Signal Iduna Park,Tobias Reichel,Match Report,
2021,,23,Sat,2021-02-27,15:30,Stuttgart,2.5,5–1,1.5,Schalke 04,,Mercedes-Benz Arena,Guido Winkmann,Match Report,
2021,,23,Sat,2021-02-27,18:30,RB Leipzig,1.8,3–2,1.3,M'Gladbach,,Red Bull Arena,Manuel Gräfe,Match Report,
2021,,23,Sun,2021-02-28,13:30,Union Berlin,1.0,1–1,1.3,Hoffenheim,,Stadion An der Alten Försterei,Tobias Stieler,Match Report,
2021,,23,Sun,2021-02-28,15:30,Mainz 05,0.6,0–1,1.6,Augsburg,,Opel Arena,Daniel Schlager,Match Report,
2021,,23,Sun,2021-02-28,18:00,Leverkusen,1.6,1–2,1.4,Freiburg,,BayArena,Felix Zwayer,Match Report,
2021,,24,Fri,2021-03-05,20:30,Schalke 04,0.2,0–0,1.1,Mainz 05,,Veltins-Arena,Felix Brych,Match Report,
2021,,24,Sat,2021-03-06,15:30,Hertha BSC,2.3,2–1,0.4,Augsburg,,Olympiastadion Berlin,Florian Badstübner,Match Report,
2021,,24,Sat,2021-03-06,15:30,Freiburg,0.1,0–3,1.8,RB Leipzig,,Schwarzwald-Stadion,Guido Winkmann,Match Report,
2021,,24,Sat,2021-03-06,15:30,M'Gladbach,0.6,0–1,1.5,Leverkusen,,Stadion im Borussia-Park,Daniel Siebert,Match Report,
2021,,24,Sat,2021-03-06,15:30,Eint Frankfurt,1.6,1–1,0.5,Stuttgart,,Commerzbank-Arena,Robert Schröder,Match Report,
2021,,24,Sat,2021-03-06,15:30,Hoffenheim,1.1,2–1,1.9,Wolfsburg,,PreZero Arena,Markus Schmidt,Match Report,
2021,,24,Sat,2021-03-06,18:30,Bayern Munich,2.9,4–2,0.6,Dortmund,,Allianz Arena,Marco Fritz,Match Report,
2021,,24,Sun,2021-03-07,15:30,Köln,1.6,1–1,1.3,Werder Bremen,,RheinEnergieSTADION,Matthias Jöllenbeck,Match Report,
2021,,24,Sun,2021-03-07,18:00,Arminia,0.5,0–0,0.8,Union Berlin,,SchücoArena,Harm Osmers,Match Report,
2021,,20,Wed,2021-03-10,18:30,Arminia,2.6,0–2,1.5,Werder Bremen,,SchücoArena,Markus Schmidt,Match Report,
2021,,25,Fri,2021-03-12,20:30,Augsburg,1.6,3–1,3.0,M'Gladbach,,WWK Arena,Sven Jablonski,Match Report,
2021,,25,Sat,2021-03-13,15:30,Werder Bremen,1.2,1–3,3.0,Bayern Munich,,Weserstadion,Manuel Gräfe,Match Report,
2021,,25,Sat,2021-03-13,15:30,Wolfsburg,1.7,5–0,0.2,Schalke 04,,Volkswagen Arena,Sören Storks,Match Report,
2021,,25,Sat,2021-03-13,15:30,Mainz 05,1.7,1–0,0.9,Freiburg,,Opel Arena,Benjamin Cortus,Match Report,
2021,,25,Sat,2021-03-13,15:30,Union Berlin,2.3,2–1,1.3,Köln,,Stadion An der Alten Försterei,Deniz Aytekin,Match Report,
2021,,25,Sat,2021-03-13,18:30,Dortmund,1.4,2–0,0.4,Hertha BSC,,Signal Iduna Park,Martin Petersen,Match Report,
2021,,25,Sun,2021-03-14,13:30,Leverkusen,2.5,1–2,1.5,Arminia,,BayArena,Sascha Stegemann,Match Report,
2021,,25,Sun,2021-03-14,15:30,RB Leipzig,1.8,1–1,1.0,Eint Frankfurt,,Red Bull Arena,Felix Zwayer,Match Report,
2021,,25,Sun,2021-03-14,18:00,Stuttgart,0.8,2–0,1.1,Hoffenheim,,Mercedes-Benz Arena,Christian Dingert,Match Report,
2021,,26,Fri,2021-03-19,20:30,Arminia,0.3,0–1,2.8,RB Leipzig,,SchücoArena,Frank Willenborg,Match Report,
2021,,26,Sat,2021-03-20,15:30,Eint Frankfurt,2.4,5–2,2.8,Union Berlin,,Commerzbank-Arena,Markus Schmidt,Match Report,
2021,,26,Sat,2021-03-20,15:30,Bayern Munich,2.2,4–0,0.8,Stuttgart,,Allianz Arena,Daniel Schlager,Match Report,
2021,,26,Sat,2021-03-20,15:30,Werder Bremen,0.7,1–2,1.6,Wolfsburg,,Weserstadion,Robert Schröder,Match Report,
2021,,26,Sat,2021-03-20,15:30,Köln,1.4,2–2,1.8,Dortmund,,RheinEnergieSTADION,Daniel Siebert,Match Report,
2021,,26,Sat,2021-03-20,18:30,Schalke 04,0.2,0–3,2.4,M'Gladbach,,Veltins-Arena,Tobias Stieler,Match Report,
2021,,26,Sun,2021-03-21,13:30,Hoffenheim,1.3,1–2,3.5,Mainz 05,,PreZero Arena,Marco Fritz,Match Report,
2021,,26,Sun,2021-03-21,15:30,Hertha BSC,1.9,3–0,1.9,Leverkusen,,Olympiastadion Berlin,Felix Brych,Match Report,
2021,,26,Sun,2021-03-21,18:00,Freiburg,1.4,2–0,1.0,Augsburg,,Schwarzwald-Stadion,Bastian Dankert,Match Report,
2021,,27,Sat,2021-04-03,15:30,Wolfsburg,0.8,1–0,1.2,Köln,,Volkswagen Arena,Robert Hartmann,Match Report,
2021,,27,Sat,2021-04-03,15:30,Mainz 05,1.8,1–1,0.5,Arminia,,Opel Arena,Deniz Aytekin,Match Report,
2021,,27,Sat,2021-04-03,15:30,Augsburg,0.6,2–1,1.0,Hoffenheim,,WWK Arena,Guido Winkmann,Match Report,
2021,,27,Sat,2021-04-03,15:30,Leverkusen,0.7,2–1,0.6,Schalke 04,,BayArena,Sven Jablonski,Match Report,
2021,,27,Sat,2021-04-03,15:30,Dortmund,1.7,1–2,1.4,Eint Frankfurt,,Signal Iduna Park,Manuel Gräfe,Match Report,
2021,,27,Sat,2021-04-03,18:30,RB Leipzig,0.7,0–1,0.6,Bayern Munich,,Red Bull Arena,Daniel Siebert,Match Report,
2021,,27,Sat,2021-04-03,20:30,M'Gladbach,1.9,2–1,1.7,Freiburg,,Stadion im Borussia-Park,Christian Dingert,Match Report,
2021,,27,Sun,2021-04-04,15:30,Stuttgart,0.8,1–0,0.6,Werder Bremen,,Mercedes-Benz Arena,Felix Zwayer,Match Report,
2021,,27,Sun,2021-04-04,18:00,Union Berlin,0.5,1–1,0.9,Hertha BSC,,Stadion An der Alten Försterei,Sascha Stegemann,Match Report,
2021,,28,Fri,2021-04-09,20:30,Arminia,1.4,1–0,0.6,Freiburg,,SchücoArena,Martin Petersen,Match Report,
2021,,28,Sat,2021-04-10,15:30,Werder Bremen,1.4,1–4,1.6,RB Leipzig,,Weserstadion,Florian Badstübner,Match Report,
2021,,28,Sat,2021-04-10,15:30,Eint Frankfurt,1.6,4–3,1.8,Wolfsburg,,Commerzbank-Arena,Marco Fritz,Match Report,
2021,,28,Sat,2021-04-10,15:30,Hertha BSC,1.6,2–2,1.3,M'Gladbach,,Olympiastadion Berlin,Patrick Ittrich,Match Report,
2021,,28,Sat,2021-04-10,15:30,Bayern Munich,1.0,1–1,1.1,Union Berlin,,Allianz Arena,Tobias Stieler,Match Report,
2021,,28,Sat,2021-04-10,18:30,Stuttgart,1.4,2–3,1.3,Dortmund,,Mercedes-Benz Arena,Robert Schröder,Match Report,
2021,,28,Sun,2021-04-11,15:30,Schalke 04,0.7,1–0,0.9,Augsburg,,Veltins-Arena,Harm Osmers,Match Report,
2021,,28,Sun,2021-04-11,18:00,Köln,2.5,2–3,1.7,Mainz 05,,RheinEnergieSTADION,Felix Brych,Match Report,
2021,,28,Mon,2021-04-12,20:30,Hoffenheim,0.1,0–0,0.6,Leverkusen,,PreZero Arena,Matthias Jöllenbeck,Match Report,
2021,,29,Fri,2021-04-16,20:30,RB Leipzig,1.3,0–0,0.2,Hoffenheim,,Red Bull Arena,Manuel Gräfe,Match Report,
2021,,29,Sat,2021-04-17,15:30,Augsburg,0.6,0–0,0.7,Arminia,,WWK Arena,Markus Schmidt,Match Report,
2021,,29,Sat,2021-04-17,15:30,Wolfsburg,1.2,2–3,2.1,Bayern Munich,,Volkswagen Arena,Felix Zwayer,Match Report,
2021,,29,Sat,2021-04-17,15:30,Union Berlin,1.4,2–1,0.7,Stuttgart,,Stadion An der Alten Försterei,Benjamin Cortus,Match Report,
2021,,29,Sat,2021-04-17,15:30,Freiburg,2.0,4–0,0.7,Schalke 04,,Schwarzwald-Stadion,Tobias Reichel,Match Report,
2021,,29,Sat,2021-04-17,15:30,M'Gladbach,2.1,4–0,0.9,Eint Frankfurt,,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
2021,,29,Sat,2021-04-17,18:30,Leverkusen,1.8,3–0,1.2,Köln,,BayArena,Sören Storks,Match Report,
2021,,29,Sun,2021-04-18,15:30,Dortmund,2.9,4–1,0.9,Werder Bremen,,Signal Iduna Park,Bastian Dankert,Match Report,
2021,,30,Tue,2021-04-20,18:30,Köln,0.7,2–1,2.5,RB Leipzig,,RheinEnergieSTADION,Frank Willenborg,Match Report,
2021,,30,Tue,2021-04-20,20:30,Bayern Munich,1.7,2–0,0.4,Leverkusen,,Allianz Arena,Guido Winkmann,Match Report,
2021,,30,Tue,2021-04-20,20:30,Eint Frankfurt,1.1,2–0,1.6,Augsburg,,Commerzbank-Arena,Robert Schröder,Match Report,
2021,,30,Tue,2021-04-20,20:30,Arminia,1.9,1–0,0.3,Schalke 04,,SchücoArena,Christian Dingert,Match Report,
2021,,30,Wed,2021-04-21,20:30,Werder Bremen,1.1,0–1,1.5,Mainz 05,,Weserstadion,Marco Fritz,Match Report,
2021,,30,Wed,2021-04-21,20:30,Stuttgart,2.0,1–3,1.5,Wolfsburg,,Mercedes-Benz Arena,Felix Brych,Match Report,
2021,,30,Wed,2021-04-21,20:30,Dortmund,4.3,2–0,0.3,Union Berlin,,Signal Iduna Park,Daniel Schlager,Match Report,
2021,,30,Wed,2021-04-21,20:30,Hoffenheim,2.1,3–2,0.9,M'Gladbach,,PreZero Arena,Daniel Siebert,Match Report,
2021,,31,Fri,2021-04-23,20:30,Augsburg,1.6,2–3,1.3,Köln,,WWK Arena,Martin Petersen,Match Report,
2021,,31,Sat,2021-04-24,15:30,Freiburg,1.8,1–1,1.6,Hoffenheim,,Schwarzwald-Stadion,Manuel Gräfe,Match Report,
2021,,31,Sat,2021-04-24,15:30,Mainz 05,0.5,2–1,1.7,Bayern Munich,,Opel Arena,Harm Osmers,Match Report,
2021,,31,Sat,2021-04-24,15:30,Union Berlin,1.9,3–1,0.7,Werder Bremen,,Stadion An der Alten Försterei,Patrick Ittrich,Match Report,
2021,,31,Sat,2021-04-24,15:30,Wolfsburg,1.2,0–2,1.3,Dortmund,,Volkswagen Arena,Tobias Stieler,Match Report,
2021,,31,Sat,2021-04-24,18:30,Leverkusen,2.2,3–1,2.4,Eint Frankfurt,,BayArena,Felix Zwayer,Match Report,
2021,,31,Sun,2021-04-25,15:30,RB Leipzig,4.2,2–0,0.2,Stuttgart,,Red Bull Arena,Deniz Aytekin,Match Report,
2021,,31,Sun,2021-04-25,18:00,M'Gladbach,3.7,5–0,0.7,Arminia,,Stadion im Borussia-Park,Robert Hartmann,Match Report,
2021,,29,Mon,2021-05-03,18:00,Mainz 05,1.8,1–1,1.5,Hertha BSC,,SchücoArena,Sascha Stegemann,Match Report,
2021,,30,Thu,2021-05-06,18:30,Hertha BSC,1.5,3–0,1.0,Freiburg,,Olympiastadion Berlin,Benjamin Cortus,Match Report,
2021,,32,Fri,2021-05-07,20:30,Stuttgart,1.3,2–1,2.1,Augsburg,,Mercedes-Benz Arena,Manuel Gräfe,Match Report,
2021,,32,Sat,2021-05-08,15:30,Werder Bremen,0.6,0–0,1.3,Leverkusen,,Weserstadion,Markus Schmidt,Match Report,
2021,,32,Sat,2021-05-08,15:30,Hoffenheim,1.4,4–2,0.9,Schalke 04,,PreZero Arena,Guido Winkmann,Match Report,
2021,,32,Sat,2021-05-08,15:30,Dortmund,2.2,3–2,1.9,RB Leipzig,,Signal Iduna Park,Daniel Siebert,Match Report,
2021,,32,Sat,2021-05-08,15:30,Wolfsburg,1.8,3–0,0.5,Union Berlin,,Volkswagen Arena,Sven Jablonski,Match Report,
2021,,32,Sat,2021-05-08,18:30,Bayern Munich,3.3,6–0,1.2,M'Gladbach,,Allianz Arena,Tobias Stieler,Match Report,
2021,,32,Sun,2021-05-09,13:30,Köln,1.8,1–4,2.6,Freiburg,,RheinEnergieSTADION,Marco Fritz,Match Report,
2021,,32,Sun,2021-05-09,15:30,Eint Frankfurt,0.9,1–1,0.4,Mainz 05,,Commerzbank-Arena,Felix Brych,Match Report,
2021,,32,Sun,2021-05-09,18:00,Hertha BSC,0.8,0–0,0.5,Arminia,,Olympiastadion Berlin,Bastian Dankert,Match Report,
2021,,31,Wed,2021-05-12,18:00,Schalke 04,1.3,1–2,1.9,Hertha BSC,,Veltins-Arena,Markus Schmidt,Match Report,
2021,,33,Sat,2021-05-15,15:30,Hertha BSC,0.0,0–0,1.4,Köln,,Olympiastadion Berlin,Deniz Aytekin,Match Report,
2021,,33,Sat,2021-05-15,15:30,M'Gladbach,0.6,1–2,0.7,Stuttgart,,Stadion im Borussia-Park,Sascha Stegemann,Match Report,
2021,,33,Sat,2021-05-15,15:30,Arminia,1.8,1–1,1.4,Hoffenheim,,SchücoArena,Daniel Schlager,Match Report,
2021,,33,Sat,2021-05-15,15:30,Schalke 04,2.8,4–3,2.6,Eint Frankfurt,,Veltins-Arena,Sven Jablonski,Match Report,
2021,,33,Sat,2021-05-15,15:30,Augsburg,1.6,2–0,1.2,Werder Bremen,,WWK Arena,Robert Schröder,Match Report,
2021,,33,Sat,2021-05-15,15:30,Leverkusen,1.3,1–1,1.5,Union Berlin,,BayArena,Patrick Ittrich,Match Report,
2021,,33,Sat,2021-05-15,15:30,Freiburg,1.4,2–2,3.4,Bayern Munich,,Schwarzwald-Stadion,Florian Badstübner,Match Report,
2021,,33,Sun,2021-05-16,18:00,Mainz 05,1.3,1–3,1.9,Dortmund,,Opel Arena,Harm Osmers,Match Report,
2021,,33,Sun,2021-05-16,20:30,RB Leipzig,2.0,2–2,1.0,Wolfsburg,,Red Bull Arena,Felix Zwayer,Match Report,
2021,,34,Sat,2021-05-22,15:30,Bayern Munich,,,,Augsburg,,Allianz Arena,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Union Berlin,,,,RB Leipzig,,Stadion An der Alten Försterei,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Werder Bremen,,,,M'Gladbach,,Weserstadion,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Hoffenheim,,,,Hertha BSC,,PreZero Arena,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Dortmund,,,,Leverkusen,,Signal Iduna Park,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Stuttgart,,,,Arminia,,Mercedes-Benz Arena,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Köln,,,,Schalke 04,,RheinEnergieSTADION,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,Head-to-Head,
2021,,34,Sat,2021-05-22,15:30,Eint Frankfurt,,,,Freiburg,,Commerzbank-Arena,,Head-to-Head,
