Season,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
2020,19,Sat,2019-12-21,20:45 (14:45),Reims,1.3,1–1,1.5,Lyon,17257,Stade Auguste-Delaune II,Amaury Delerue,Match Report,
2020,19,Sat,2019-12-21,20:45 (14:45),Paris S-G,4.1,4–1,0.6,Amiens,47693,Parc des Princes,Eric Wattellier,Match Report,
2020,19,Sat,2019-12-21,20:45 (14:45),Dijon,0.8,2–2,1.6,Metz,12309,Stade Gaston Gérard,Johan Hamel,Match Report,
2020,19,Sat,2019-12-21,20:45 (14:45),Strasbourg,0.9,2–1,1.6,Saint-Étienne,25471,Stade de la Meinau,Olivier Thual,Match Report,
2020,19,Sat,2019-12-21,20:45 (14:45),Marseille,1.9,3–1,0.8,Nîmes,59043,Orange Vélodrome,François Letexier,Match Report,
2020,19,Sat,2019-12-21,20:45 (14:45),Nantes,0.4,1–2,1.1,Angers,29807,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Match Report,
2020,19,Sat,2019-12-21,20:45 (14:45),Monaco,2.2,5–1,0.5,Lille,5388,Stade Louis II.,Mikael Lesage,Match Report,
2020,20,Fri,2020-01-10,20:45 (14:45),Rennes,0.6,0–1,0.8,Marseille,28896,Roazhon Park,Benoît Millot,Match Report,
2020,20,Sat,2020-01-11,17:30 (11:30),Bordeaux,0.8,1–2,2.4,Lyon,28737,Stade Matmut-Atlantique,Clément Turpin,Match Report,
2020,20,Sat,2020-01-11,20:00 (14:00),Angers,1.1,1–1,1.1,Nice,9105,Stade Raymond Kopa,Willy Delajod,Match Report,
2020,20,Sat,2020-01-11,20:00 (14:00),Toulouse,1.0,2–5,1.4,Brest,13666,Stadium Municipal,Hakim Ben El Hadj Salem,Match Report,
2020,20,Sat,2020-01-11,20:00 (14:00),Amiens,0.8,1–2,0.9,Montpellier,10205,Stade de la Licorne,Karim Abed,Match Report,
2020,20,Sat,2020-01-11,20:00 (14:00),Metz,1.0,1–0,1.5,Strasbourg,18079,Stade Saint-Symphorien,Jérôme Brisard,Match Report,
2020,20,Sat,2020-01-11,20:00 (14:00),Nîmes,1.6,2–0,0.2,Reims,11867,Stade des Costières,Olivier Thual,Match Report,
2020,20,Sun,2020-01-12,15:00 (09:00),Saint-Étienne,0.7,0–2,0.7,Nantes,,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
2020,20,Sun,2020-01-12,17:00 (11:00),Dijon,1.1,1–0,1.0,Lille,12115,Stade Gaston Gérard,Franck Schneider,Match Report,
2020,20,Sun,2020-01-12,21:00 (15:00),Paris S-G,2.4,3–3,2.6,Monaco,47580,Parc des Princes,Antony Gautier,Match Report,
2020,12,Wed,2020-01-15,19:00 (13:00),Nîmes,0.3,0–1,0.8,Rennes,12388,Stade des Costières,Willy Delajod,Match Report,
2020,16,Wed,2020-01-15,19:00 (13:00),Amiens,1.0,1–1,0.3,Reims,10712,Stade de la Licorne,Johan Hamel,Match Report,
2020,15,Wed,2020-01-15,21:00 (15:00),Monaco,1.0,1–4,3.2,Paris S-G,11214,Stade Louis II.,François Letexier,Match Report,
2020,21,Fri,2020-01-24,20:45 (14:45),Nice,2.6,1–1,2.3,Rennes,15199,Stade de Nice,Hakim Ben El Hadj Salem,Match Report,
2020,21,Sat,2020-01-25,17:30 (11:30),Marseille,0.4,0–0,0.2,Angers,55761,Orange Vélodrome,Johan Hamel,Match Report,
2020,21,Sat,2020-01-25,20:00 (14:00),Saint-Étienne,2.0,2–1,0.7,Nîmes,23927,Stade Geoffroy-Guichard,Jeremy Stinat,Match Report,
2020,21,Sat,2020-01-25,20:00 (14:00),Reims,0.5,0–1,0.9,Metz,11818,Stade Auguste-Delaune II,Jérémie Pignard,Match Report,
2020,21,Sat,2020-01-25,20:00 (14:00),Montpellier,2.0,2–1,0.5,Dijon,11129,Stade de la Mosson,Jérôme Miguelgorry,Match Report,
2020,21,Sat,2020-01-25,20:00 (14:00),Brest,1.0,2–1,1.1,Amiens,12866,Stade Francis-Le Blé,Thomas Léonard,Match Report,
2020,21,Sat,2020-01-25,20:00 (14:00),Monaco,0.9,1–3,1.2,Strasbourg,4800,Stade Louis II.,Eric Wattellier,Match Report,
2020,21,Sun,2020-01-26,15:00 (09:00),Lyon,1.2,3–0,0.4,Toulouse,42582,Groupama Stadium,Antony Gautier,Match Report,
2020,21,Sun,2020-01-26,17:00 (11:00),Nantes,0.2,0–1,0.9,Bordeaux,29839,Stade de la Beaujoire - Louis Fonteneau,Karim Abed,Match Report,
2020,21,Sun,2020-01-26,21:00 (15:00),Lille,0.6,0–2,2.1,Paris S-G,49132,Stade Pierre-Mauroy,Amaury Delerue,Match Report,
2020,22,Fri,2020-01-31,20:45 (14:45),Rennes,2.4,3–2,0.8,Nantes,27836,Roazhon Park,Benoît Millot,Match Report,
2020,22,Sat,2020-02-01,17:30 (11:30),Paris S-G,2.6,5–0,0.2,Montpellier,47701,Parc des Princes,Jérôme Brisard,Match Report,
2020,22,Sat,2020-02-01,20:00 (14:00),Angers,1.1,1–4,1.4,Reims,8467,Stade Raymond Kopa,Amaury Delerue,Match Report,
2020,22,Sat,2020-02-01,20:00 (14:00),Nîmes,2.0,3–1,0.7,Monaco,12580,Stade des Costières,Mikael Lesage,Match Report,
2020,22,Sat,2020-02-01,20:00 (14:00),Amiens,0.4,0–0,0.4,Toulouse,10992,Stade de la Licorne,François Letexier,Match Report,
2020,22,Sat,2020-02-01,20:00 (14:00),Dijon,0.9,3–0,1.4,Brest,11212,Stade Gaston Gérard,Olivier Thual,Match Report,
2020,22,Sat,2020-02-01,20:00 (14:00),Strasbourg,1.6,1–2,1.3,Lille,25139,Stade de la Meinau,Stéphanie Frappart,Match Report,
2020,22,Sun,2020-02-02,15:00 (09:00),Nice,1.5,2–1,1.2,Lyon,23553,Stade de Nice,Benoît Bastien,Match Report,
2020,22,Sun,2020-02-02,17:00 (11:00),Metz,0.8,3–1,1.7,Saint-Étienne,15636,Stade Saint-Symphorien,Antony Gautier,Match Report,
2020,22,Sun,2020-02-02,21:00 (15:00),Bordeaux,1.0,0–0,0.5,Marseille,36196,Stade Matmut-Atlantique,Ruddy Buquet,Match Report,
2020,23,Tue,2020-02-04,19:00 (13:00),Monaco,0.4,1–0,1.0,Angers,3585,Stade Louis II.,Jeremy Stinat,Match Report,
2020,23,Tue,2020-02-04,19:00 (13:00),Lille,0.7,1–0,0.3,Rennes,35030,Stade Pierre-Mauroy,Johan Hamel,Match Report,
2020,23,Tue,2020-02-04,21:05 (15:05),Nantes,2.6,1–2,3.3,Paris S-G,34307,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,Match Report,
2020,23,Wed,2020-02-05,19:00 (13:00),Reims,1.2,1–1,0.9,Nice,11384,Stade Auguste-Delaune II,Eric Wattellier,Match Report,
2020,23,Wed,2020-02-05,19:00 (13:00),Montpellier,0.4,1–1,1.6,Metz,10786,Stade de la Mosson,Hakim Ben El Hadj Salem,Match Report,
2020,23,Wed,2020-02-05,19:00 (13:00),Toulouse,0.8,0–1,1.2,Strasbourg,16596,Stadium Municipal,Karim Abed,Match Report,
2020,23,Wed,2020-02-05,19:00 (13:00),Lyon,0.3,0–0,0.3,Amiens,36670,Groupama Stadium,Jérôme Miguelgorry,Match Report,
2020,23,Wed,2020-02-05,19:00 (13:00),Nîmes,1.9,2–0,0.6,Dijon,11705,Stade des Costières,Florent Batta,Match Report,
2020,23,Wed,2020-02-05,19:00 (13:00),Brest,1.8,1–1,1.1,Bordeaux,13034,Stade Francis-Le Blé,Willy Delajod,Match Report,
2020,23,Wed,2020-02-05,21:00 (15:00),Saint-Étienne,0.4,0–2,0.3,Marseille,29074,Stade Geoffroy-Guichard,Jérôme Brisard,Match Report,
2020,24,Fri,2020-02-07,20:45 (14:45),Angers,0.5,0–2,1.7,Lille,9145,Stade Raymond Kopa,Benoît Bastien,Match Report,
2020,24,Sat,2020-02-08,17:30 (11:30),Marseille,0.9,1–0,1.4,Toulouse,53995,Orange Vélodrome,Stéphanie Frappart,Match Report,
2020,24,Sat,2020-02-08,20:00 (14:00),Nice,1.0,1–3,1.2,Nîmes,15603,Stade de Nice,Antony Gautier,Match Report,
2020,24,Sat,2020-02-08,20:00 (14:00),Metz,0.7,1–2,1.9,Bordeaux,15054,Stade Saint-Symphorien,François Letexier,Match Report,
2020,24,Sat,2020-02-08,20:00 (14:00),Rennes,0.8,0–0,0.7,Brest,28436,Roazhon Park,Ruddy Buquet,Match Report,
2020,24,Sat,2020-02-08,20:00 (14:00),Amiens,0.4,1–2,1.5,Monaco,11683,Stade de la Licorne,Olivier Thual,Match Report,
2020,24,Sat,2020-02-08,20:00 (14:00),Dijon,1.4,3–3,0.6,Nantes,11780,Stade Gaston Gérard,Jérémie Pignard,Match Report,
2020,24,Sun,2020-02-09,15:00 (09:00),Montpellier,0.6,1–0,1.2,Saint-Étienne,14669,Stade de la Mosson,Amaury Delerue,Match Report,
2020,24,Sun,2020-02-09,17:00 (11:00),Strasbourg,3.0,3–0,0.3,Reims,25241,Stade de la Meinau,Thomas Léonard,Match Report,
2020,24,Sun,2020-02-09,21:00 (15:00),Paris S-G,1.7,4–2,1.1,Lyon,47000,Parc des Princes,Clément Turpin,Match Report,
2020,25,Fri,2020-02-14,20:45 (14:45),Monaco,2.2,1–0,1.1,Montpellier,4384,Stade Louis II.,Ruddy Buquet,Match Report,
2020,25,Sat,2020-02-15,17:30 (11:30),Amiens,1.5,4–4,2.8,Paris S-G,12964,Stade de la Licorne,Hakim Ben El Hadj Salem,Match Report,
2020,25,Sat,2020-02-15,20:00 (14:00),Nantes,1.3,0–0,0.2,Metz,20444,Stade de la Beaujoire - Louis Fonteneau,Jeremy Stinat,Match Report,
2020,25,Sat,2020-02-15,20:00 (14:00),Toulouse,2.3,0–2,1.0,Nice,12903,Stadium Municipal,Jérôme Miguelgorry,Match Report,
2020,25,Sat,2020-02-15,20:00 (14:00),Nîmes,1.3,1–0,0.6,Angers,12417,Stade des Costières,Karim Abed,Match Report,
2020,25,Sat,2020-02-15,20:00 (14:00),Bordeaux,1.2,2–2,1.0,Dijon,13701,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
2020,25,Sun,2020-02-16,15:00 (09:00),Lyon,1.1,1–1,1.2,Strasbourg,45141,Groupama Stadium,Johan Hamel,Match Report,
2020,25,Sun,2020-02-16,17:00 (11:00),Reims,1.4,1–0,0.2,Rennes,13026,Stade Auguste-Delaune II,Florent Batta,Match Report,
2020,25,Sun,2020-02-16,17:00 (11:00),Brest,1.8,3–2,1.3,Saint-Étienne,13399,Stade Francis-Le Blé,Eric Wattellier,Match Report,
2020,25,Sun,2020-02-16,21:00 (15:00),Lille,1.1,1–2,1.4,Marseille,47314,Stade Pierre-Mauroy,Franck Schneider,Match Report,
2020,26,Fri,2020-02-21,19:00 (13:00),Nice,1.5,2–2,0.8,Brest,15856,Stade de Nice,Jérémie Pignard,Match Report,
2020,26,Fri,2020-02-21,20:45 (14:45),Metz,0.2,0–2,1.9,Lyon,18247,Stade Saint-Symphorien,Eric Wattellier,Match Report,
2020,26,Sat,2020-02-22,17:30 (11:30),Marseille,0.8,1–3,0.7,Nantes,60430,Orange Vélodrome,Jérôme Miguelgorry,Match Report,
2020,26,Sat,2020-02-22,20:00 (14:00),Strasbourg,0.8,0–0,0.0,Amiens,26109,Stade de la Meinau,Amaury Delerue,Match Report,
2020,26,Sat,2020-02-22,20:00 (14:00),Angers,1.2,1–0,1.0,Montpellier,9453,Stade Raymond Kopa,Antony Gautier,Match Report,
2020,26,Sat,2020-02-22,20:00 (14:00),Lille,2.5,3–0,0.6,Toulouse,37034,Stade Pierre-Mauroy,Thomas Léonard,Match Report,
2020,26,Sat,2020-02-22,20:00 (14:00),Dijon,1.7,1–1,2.3,Monaco,13657,Stade Gaston Gérard,François Letexier,Match Report,
2020,26,Sun,2020-02-23,15:00 (09:00),Saint-Étienne,0.4,1–1,1.1,Reims,24868,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
2020,26,Sun,2020-02-23,17:00 (11:00),Rennes,2.8,2–1,0.4,Nîmes,28084,Roazhon Park,Stéphanie Frappart,Match Report,
2020,26,Sun,2020-02-23,21:00 (15:00),Paris S-G,4.1,4–3,1.5,Bordeaux,47771,Parc des Princes,Willy Delajod,Match Report,
2020,27,Fri,2020-02-28,20:45 (14:45),Nîmes,1.7,2–3,2.0,Marseille,13755,Stade des Costières,Clément Turpin,Match Report,
2020,27,Sat,2020-02-29,17:30 (11:30),Paris S-G,5.0,4–0,0.3,Dijon,47542,Parc des Princes,Karim Abed,Match Report,
2020,27,Sat,2020-02-29,20:00 (14:00),Monaco,2.1,1–1,0.9,Reims,4237,Stade Louis II.,Hakim Ben El Hadj Salem,Match Report,
2020,27,Sat,2020-02-29,20:00 (14:00),Toulouse,0.9,0–2,1.3,Rennes,13301,Stadium Municipal,Jeremy Stinat,Match Report,
2020,27,Sat,2020-02-29,20:00 (14:00),Amiens,1.3,0–1,0.9,Metz,12375,Stade de la Licorne,Johan Hamel,Match Report,
2020,27,Sat,2020-02-29,20:00 (14:00),Brest,1.0,0–1,0.3,Angers,13313,Stade Francis-Le Blé,Florent Batta,Match Report,
2020,27,Sat,2020-02-29,20:00 (14:00),Montpellier,2.8,3–0,0.9,Strasbourg,11799,Stade de la Mosson,Mikael Lesage,Match Report,
2020,27,Sun,2020-03-01,15:00 (09:00),Nantes,0.3,0–1,2.1,Lille,20704,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,
2020,27,Sun,2020-03-01,17:00 (11:00),Bordeaux,1.7,1–1,0.5,Nice,15799,Stade Matmut-Atlantique,Benoît Millot,Match Report,
2020,27,Sun,2020-03-01,21:00 (15:00),Lyon,2.4,2–0,0.6,Saint-Étienne,52772,Groupama Stadium,Franck Schneider,Match Report,
2020,28,Fri,2020-03-06,21:00 (15:00),Marseille,1.0,2–2,2.1,Amiens,49748,Orange Vélodrome,François Letexier,Match Report,
2020,28,Sat,2020-03-07,20:00 (14:00),Nice,1.1,2–1,1.1,Monaco,21001,Stade de Nice,Amaury Delerue,Match Report,
2020,28,Sat,2020-03-07,20:00 (14:00),Angers,0.7,2–0,1.3,Nantes,12132,Stade Raymond Kopa,Stéphanie Frappart,Match Report,
2020,28,Sat,2020-03-07,20:00 (14:00),Metz,1.6,2–1,1.5,Nîmes,14797,Stade Saint-Symphorien,Ruddy Buquet,Match Report,
2020,28,Sat,2020-03-07,20:00 (14:00),Dijon,1.0,2–1,0.8,Toulouse,12549,Stade Gaston Gérard,Jérôme Brisard,Match Report,
2020,28,Sat,2020-03-07,20:00 (14:00),Reims,2.0,1–0,1.2,Brest,11062,Stade Auguste-Delaune II,Karim Abed,Match Report,
2020,28,Sun,2020-03-08,15:00 (10:00),Saint-Étienne,0.8,1–1,0.7,Bordeaux,24912,Stade Geoffroy-Guichard,Thomas Léonard,Match Report,
2020,28,Sun,2020-03-08,17:00 (12:00),Rennes,3.2,5–0,0.8,Montpellier,24818,Roazhon Park,Jérémie Pignard,Match Report,
2020,28,Sun,2020-03-08,21:00 (16:00),Lille,1.1,1–0,0.9,Lyon,40164,Stade Pierre-Mauroy,Benoît Bastien,Match Report,
2020,29,Fri,2020-03-13,20:45 (15:45),Lyon,,,,Reims,,Groupama Stadium,,Match Report,Match Cancelled
2020,29,Sat,2020-03-14,17:30 (12:30),Montpellier,,,,Marseille,,Stade de la Mosson,,Match Report,Match Cancelled
2020,29,Sat,2020-03-14,20:00 (15:00),Toulouse,,,,Metz,,Stadium Municipal,,Match Report,Match Cancelled
2020,29,Sat,2020-03-14,20:00 (15:00),Amiens,,,,Angers,,Stade de la Licorne,,Match Report,Match Cancelled
2020,29,Sat,2020-03-14,20:00 (15:00),Brest,,,,Lille,,Stade Francis-Le Blé,,Match Report,Match Cancelled
2020,29,Sat,2020-03-14,20:00 (15:00),Strasbourg,,,,Dijon,,Stade de la Meinau,,Match Report,Match Cancelled
2020,29,Sat,2020-03-14,20:00 (15:00),Nantes,,,,Nîmes,,Stade de la Beaujoire - Louis Fonteneau,,Match Report,Match Cancelled
2020,29,Sun,2020-03-15,15:00 (10:00),Bordeaux,,,,Rennes,,Stade Matmut-Atlantique,,Match Report,Match Cancelled
2020,29,Sun,2020-03-15,17:00 (12:00),Monaco,,,,Saint-Étienne,,Stade Louis II.,,Match Report,Match Cancelled
2020,29,Sun,2020-03-15,21:00 (16:00),Paris S-G,,,,Nice,,Parc des Princes,,Match Report,Match Cancelled
2020,28,Wed,2020-03-18,,Strasbourg,,,,Paris S-G,,Stade de la Meinau,,Match Report,Match Cancelled
2020,30,Fri,2020-03-20,20:45 (15:45),Lille,,,,Monaco,,Stade Pierre-Mauroy,,Match Report,Match Cancelled
2020,30,Sat,2020-03-21,17:30 (12:30),Rennes,,,,Lyon,,Roazhon Park,,Match Report,Match Cancelled
2020,30,Sat,2020-03-21,20:00 (15:00),Nice,,,,Montpellier,,Stade de Nice,,Match Report,Match Cancelled
2020,30,Sat,2020-03-21,20:00 (15:00),Nîmes,,,,Bordeaux,,Stade des Costières,,Match Report,Match Cancelled
2020,30,Sat,2020-03-21,20:00 (15:00),Angers,,,,Toulouse,,Stade Raymond Kopa,,Match Report,Match Cancelled
2020,30,Sat,2020-03-21,20:00 (15:00),Metz,,,,Brest,,Stade Saint-Symphorien,,Match Report,Match Cancelled
2020,30,Sat,2020-03-21,20:00 (15:00),Dijon,,,,Amiens,,Stade Gaston Gérard,,Match Report,Match Cancelled
2020,30,Sun,2020-03-22,15:00 (10:00),Saint-Étienne,,,,Strasbourg,,Stade Geoffroy-Guichard,,Match Report,Match Cancelled
2020,30,Sun,2020-03-22,17:00 (12:00),Reims,,,,Nantes,,Stade Auguste-Delaune II,,Match Report,Match Cancelled
2020,30,Sun,2020-03-22,21:00 (16:00),Marseille,,,,Paris S-G,,Orange Vélodrome,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,,Lyon,,,,Nîmes,,Groupama Stadium,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,,Paris S-G,,,,Metz,,Parc des Princes,,Match Report,Match Cancelled
2020,31,Sat,2020-04-04,17:30 (11:30),Montpellier,,,,Lille,,Stade de la Mosson,,Match Report,Match Cancelled
2020,31,Sat,2020-04-04,19:15 (13:15),Toulouse,,,,Saint-Étienne,,Stadium Municipal,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,15:00 (09:00),Monaco,,,,Nantes,,Stade Louis II.,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,17:00 (11:00),Bordeaux,,,,Reims,,Stade Matmut-Atlantique,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,17:00 (11:00),Strasbourg,,,,Angers,,Stade de la Meinau,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,17:00 (11:00),Amiens,,,,Rennes,,Stade de la Licorne,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,17:00 (11:00),Dijon,,,,Nice,,Stade Gaston Gérard,,Match Report,Match Cancelled
2020,31,Sun,2020-04-05,21:00 (15:00),Brest,,,,Marseille,,Stade Francis-Le Blé,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Marseille,,,,Dijon,,Orange Vélodrome,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Nice,,,,Strasbourg,,Stade de Nice,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Reims,,,,Toulouse,,Stade Auguste-Delaune II,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Saint-Étienne,,,,Rennes,,Stade Geoffroy-Guichard,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Bordeaux,,,,Amiens,,Stade Matmut-Atlantique,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Metz,,,,Lille,,Stade Saint-Symphorien,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Nantes,,,,Lyon,,Stade de la Beaujoire - Louis Fonteneau,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Angers,,,,Paris S-G,,Stade Raymond Kopa,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Brest,,,,Monaco,,Stade Francis-Le Blé,,Match Report,Match Cancelled
2020,32,Sat,2020-04-11,,Nîmes,,,,Montpellier,,Stade des Costières,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Lyon,,,,Marseille,,Groupama Stadium,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Strasbourg,,,,Brest,,Stade de la Meinau,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Montpellier,,,,Reims,,Stade de la Mosson,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Amiens,,,,Nîmes,,Stade de la Licorne,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Lille,,,,Nice,,Stade Pierre-Mauroy,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Monaco,,,,Bordeaux,,Stade Louis II.,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Toulouse,,,,Nantes,,Stadium Municipal,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Paris S-G,,,,Saint-Étienne,,Parc des Princes,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Dijon,,,,Angers,,Stade Gaston Gérard,,Match Report,Match Cancelled
2020,33,Sat,2020-04-18,,Rennes,,,,Metz,,Roazhon Park,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Marseille,,,,Nice,,Orange Vélodrome,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Brest,,,,Montpellier,,Stade Francis-Le Blé,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Bordeaux,,,,Toulouse,,Stade Matmut-Atlantique,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Rennes,,,,Strasbourg,,Roazhon Park,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Saint-Étienne,,,,Angers,,Stade Geoffroy-Guichard,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Reims,,,,Paris S-G,,Stade Auguste-Delaune II,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Lyon,,,,Monaco,,Groupama Stadium,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Nîmes,,,,Lille,,Stade des Costières,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Metz,,,,Dijon,,Stade Saint-Symphorien,,Match Report,Match Cancelled
2020,34,Sun,2020-04-26,,Nantes,,,,Amiens,,Stade de la Beaujoire - Louis Fonteneau,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Strasbourg,,,,Marseille,,Stade de la Meinau,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Lille,,,,Reims,,Stade Pierre-Mauroy,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Monaco,,,,Metz,,Stade Louis II.,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Paris S-G,,,,Brest,,Parc des Princes,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Nice,,,,Nantes,,Stade de Nice,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Toulouse,,,,Nîmes,,Stadium Municipal,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Angers,,,,Rennes,,Stade Raymond Kopa,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Amiens,,,,Saint-Étienne,,Stade de la Licorne,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Dijon,,,,Lyon,,Stade Gaston Gérard,,Match Report,Match Cancelled
2020,35,Sat,2020-05-02,,Montpellier,,,,Bordeaux,,Stade de la Mosson,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Marseille,,,,Monaco,,Orange Vélodrome,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Saint-Étienne,,,,Lille,,Stade Geoffroy-Guichard,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Rennes,,,,Dijon,,Roazhon Park,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Nantes,,,,Brest,,Stade de la Beaujoire - Louis Fonteneau,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Reims,,,,Amiens,,Stade Auguste-Delaune II,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Lyon,,,,Montpellier,,Groupama Stadium,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Metz,,,,Nice,,Stade Saint-Symphorien,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Toulouse,,,,Paris S-G,,Stadium Municipal,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Bordeaux,,,,Angers,,Stade Matmut-Atlantique,,Match Report,Match Cancelled
2020,36,Sat,2020-05-09,,Nîmes,,,,Strasbourg,,Stade des Costières,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Paris S-G,,,,Rennes,,Parc des Princes,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Angers,,,,Lyon,,Stade Raymond Kopa,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Strasbourg,,,,Bordeaux,,Stade de la Meinau,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Brest,,,,Nîmes,,Stade Francis-Le Blé,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Monaco,,,,Toulouse,,Stade Louis II.,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Lille,,,,Amiens,,Stade Pierre-Mauroy,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Dijon,,,,Reims,,Stade Gaston Gérard,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Montpellier,,,,Nantes,,Stade de la Mosson,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Nice,,,,Saint-Étienne,,Stade de Nice,,Match Report,Match Cancelled
2020,37,Sat,2020-05-16,,Marseille,,,,Metz,,Orange Vélodrome,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Reims,,,,Marseille,,Stade Auguste-Delaune II,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Metz,,,,Angers,,Stade Saint-Symphorien,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Bordeaux,,,,Lille,,Stade Matmut-Atlantique,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Lyon,,,,Brest,,Groupama Stadium,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Saint-Étienne,,,,Dijon,,Stade Geoffroy-Guichard,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Nîmes,,,,Paris S-G,,Stade des Costières,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Amiens,,,,Nice,,Stade de la Licorne,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Nantes,,,,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Rennes,,,,Monaco,,Roazhon Park,,Match Report,Match Cancelled
2020,38,Sat,2020-05-23,,Toulouse,,,,Montpellier,,Stadium Municipal,,Match Report,Match Cancelled
