team,n,rank,w,d,l,gf,ga,gd,pts
Panionios,2897,3,1,1,4,4,10,-6,4
AEK Athens,2898,1,4,2,0,7,1,6,14
PAOK Salonik,2898,2,2,2,2,11,8,3,8
P'thinaikos,2898,3,2,1,3,8,11,-3,7
Panionios,2898,4,1,1,4,4,10,-6,4
AEK Athens,2899,1,4,2,0,7,1,6,14
PAOK Salonik,2899,2,3,2,1,10,4,6,11
P'thinaikos,2899,3,1,1,4,4,10,-6,4
Panionios,2899,3,1,1,4,4,10,-6,4
AEK Athens,2900,1,4,2,0,7,1,6,14
PAOK Salonik,2900,2,3,2,1,10,4,6,11
P'thinaikos,2900,3,1,1,4,4,10,-6,4
Panionios,2900,3,1,1,4,4,10,-6,4
AEK Athens,2901,1,4,2,0,7,1,6,14
PAOK Salonik,2901,2,3,2,1,10,4,6,11
P'thinaikos,2901,3,1,1,4,4,10,-6,4
Panionios,2901,3,1,1,4,4,10,-6,4
AEK Athens,2902,1,4,2,0,7,1,6,14
PAOK Salonik,2902,2,2,3,1,9,4,5,9
P'thinaikos,2902,3,1,2,3,4,9,-5,5
Panionios,2902,4,1,1,4,4,10,-6,4
AEK Athens,2903,1,4,2,0,7,1,6,14
PAOK Salonik,2903,2,3,2,1,11,5,6,11
P'thinaikos,2903,3,1,1,4,5,11,-6,4
Panionios,2903,4,1,1,4,4,10,-6,4
AEK Athens,2904,1,4,2,0,7,1,6,14
PAOK Salonik,2904,2,3,2,1,11,4,7,11
Panionios,2904,3,1,1,4,4,10,-6,4
P'thinaikos,2904,4,1,1,4,4,11,-7,4
AEK Athens,2905,1,4,2,0,7,1,6,14
PAOK Salonik,2905,2,3,2,1,11,5,6,11
P'thinaikos,2905,3,1,1,4,5,11,-6,4
Panionios,2905,4,1,1,4,4,10,-6,4
AEK Athens,2906,1,4,2,0,7,1,6,14
PAOK Salonik,2906,2,2,3,1,11,6,5,9
P'thinaikos,2906,3,1,2,3,6,11,-5,5
Panionios,2906,4,1,1,4,4,10,-6,4
AEK Athens,2907,1,4,2,0,7,1,6,14
PAOK Salonik,2907,2,3,2,1,11,5,6,11
P'thinaikos,2907,3,1,1,4,5,11,-6,4
Panionios,2907,4,1,1,4,4,10,-6,4
AEK Athens,2908,1,4,2,0,7,1,6,14
PAOK Salonik,2908,2,2,2,2,10,6,4,8
P'thinaikos,2908,3,2,1,3,6,10,-4,7
Panionios,2908,4,1,1,4,4,10,-6,4
AEK Athens,2909,1,4,2,0,7,1,6,14
PAOK Salonik,2909,2,2,2,2,9,7,2,8
P'thinaikos,2909,3,2,1,3,7,9,-2,7
Panionios,2909,4,1,1,4,4,10,-6,4
AEK Athens,2910,1,4,2,0,7,1,6,14
PAOK Salonik,2910,2,3,2,1,10,4,6,11
P'thinaikos,2910,3,1,1,4,4,10,-6,4
Panionios,2910,3,1,1,4,4,10,-6,4
AEK Athens,2911,1,4,2,0,7,1,6,14
PAOK Salonik,2911,2,2,3,1,10,5,5,9
P'thinaikos,2911,3,1,2,3,5,10,-5,5
Panionios,2911,4,1,1,4,4,10,-6,4
AEK Athens,2912,1,4,2,0,7,1,6,14
PAOK Salonik,2912,2,3,2,1,10,4,6,11
P'thinaikos,2912,3,1,1,4,4,10,-6,4
Panionios,2912,3,1,1,4,4,10,-6,4
AEK Athens,2913,1,4,2,0,7,1,6,14
PAOK Salonik,2913,2,2,2,2,9,6,3,8
P'thinaikos,2913,3,2,1,3,6,9,-3,7
Panionios,2913,4,1,1,4,4,10,-6,4
AEK Athens,2914,1,4,2,0,7,1,6,14
PAOK Salonik,2914,2,2,2,2,9,5,4,8
P'thinaikos,2914,3,2,1,3,5,9,-4,7
Panionios,2914,4,1,1,4,4,10,-6,4
AEK Athens,2915,1,4,2,0,7,1,6,14
PAOK Salonik,2915,2,3,2,1,10,4,6,11
P'thinaikos,2915,3,1,1,4,4,10,-6,4
Panionios,2915,3,1,1,4,4,10,-6,4
AEK Athens,2916,1,4,2,0,7,1,6,14
PAOK Salonik,2916,2,2,2,2,9,6,3,8
P'thinaikos,2916,3,2,1,3,6,9,-3,7
Panionios,2916,4,1,1,4,4,10,-6,4
AEK Athens,2917,1,4,2,0,7,1,6,14
PAOK Salonik,2917,2,2,3,1,9,4,5,9
P'thinaikos,2917,3,1,2,3,4,9,-5,5
Panionios,2917,4,1,1,4,4,10,-6,4
AEK Athens,2918,1,4,2,0,7,1,6,14
PAOK Salonik,2918,2,2,2,2,10,6,4,8
P'thinaikos,2918,3,2,1,3,6,10,-4,7
Panionios,2918,4,1,1,4,4,10,-6,4
AEK Athens,2919,1,4,2,0,7,1,6,14
PAOK Salonik,2919,2,3,2,1,11,5,6,11
P'thinaikos,2919,3,1,1,4,5,11,-6,4
Panionios,2919,4,1,1,4,4,10,-6,4
AEK Athens,2920,1,4,2,0,7,1,6,14
PAOK Salonik,2920,2,2,2,2,9,5,4,8
P'thinaikos,2920,3,2,1,3,5,9,-4,7
Panionios,2920,4,1,1,4,4,10,-6,4
AEK Athens,2921,1,4,2,0,7,1,6,14
PAOK Salonik,2921,2,2,2,2,9,6,3,8
P'thinaikos,2921,3,2,1,3,6,9,-3,7
Panionios,2921,4,1,1,4,4,10,-6,4
AEK Athens,2922,1,4,2,0,7,1,6,14
PAOK Salonik,2922,2,3,2,1,11,5,6,11
P'thinaikos,2922,3,1,1,4,5,11,-6,4
Panionios,2922,4,1,1,4,4,10,-6,4
AEK Athens,2923,1,4,2,0,7,1,6,14
PAOK Salonik,2923,2,2,3,1,9,4,5,9
P'thinaikos,2923,3,1,2,3,4,9,-5,5
Panionios,2923,4,1,1,4,4,10,-6,4
AEK Athens,2924,1,4,2,0,7,1,6,14
PAOK Salonik,2924,2,2,3,1,11,6,5,9
P'thinaikos,2924,3,1,2,3,6,11,-5,5
Panionios,2924,4,1,1,4,4,10,-6,4
AEK Athens,2925,1,4,2,0,7,1,6,14
PAOK Salonik,2925,2,3,2,1,11,5,6,11
P'thinaikos,2925,3,1,1,4,5,11,-6,4
Panionios,2925,4,1,1,4,4,10,-6,4
AEK Athens,2926,1,4,2,0,7,1,6,14
PAOK Salonik,2926,2,2,3,1,10,5,5,9
P'thinaikos,2926,3,1,2,3,5,10,-5,5
Panionios,2926,4,1,1,4,4,10,-6,4
AEK Athens,2927,1,4,2,0,7,1,6,14
PAOK Salonik,2927,2,2,3,1,10,5,5,9
P'thinaikos,2927,3,1,2,3,5,10,-5,5
Panionios,2927,4,1,1,4,4,10,-6,4
AEK Athens,2928,1,4,2,0,7,1,6,14
PAOK Salonik,2928,2,2,2,2,10,6,4,8
P'thinaikos,2928,3,2,1,3,6,10,-4,7
Panionios,2928,4,1,1,4,4,10,-6,4
AEK Athens,2929,1,4,2,0,7,1,6,14
PAOK Salonik,2929,2,2,2,2,10,7,3,8
P'thinaikos,2929,3,2,1,3,7,10,-3,7
Panionios,2929,4,1,1,4,4,10,-6,4
AEK Athens,2930,1,4,2,0,7,1,6,14
PAOK Salonik,2930,2,2,3,1,10,5,5,9
P'thinaikos,2930,3,1,2,3,5,10,-5,5
Panionios,2930,4,1,1,4,4,10,-6,4
AEK Athens,2931,1,4,2,0,7,1,6,14
PAOK Salonik,2931,2,2,2,2,9,7,2,8
P'thinaikos,2931,3,2,1,3,7,9,-2,7
Panionios,2931,4,1,1,4,4,10,-6,4
AEK Athens,2932,1,4,2,0,7,1,6,14
PAOK Salonik,2932,2,2,2,2,10,6,4,8
P'thinaikos,2932,3,2,1,3,6,10,-4,7
Panionios,2932,4,1,1,4,4,10,-6,4
AEK Athens,2933,1,4,2,0,7,1,6,14
PAOK Salonik,2933,2,3,2,1,12,4,8,11
Panionios,2933,3,1,1,4,4,10,-6,4
P'thinaikos,2933,4,1,1,4,4,12,-8,4
AEK Athens,2934,1,4,2,0,7,1,6,14
PAOK Salonik,2934,2,2,2,2,9,5,4,8
P'thinaikos,2934,3,2,1,3,5,9,-4,7
Panionios,2934,4,1,1,4,4,10,-6,4
AEK Athens,2935,1,4,2,0,7,1,6,14
PAOK Salonik,2935,2,2,3,1,10,5,5,9
P'thinaikos,2935,3,1,2,3,5,10,-5,5
Panionios,2935,4,1,1,4,4,10,-6,4
AEK Athens,2936,1,4,2,0,7,1,6,14
PAOK Salonik,2936,2,2,2,2,9,5,4,8
P'thinaikos,2936,3,2,1,3,5,9,-4,7
Panionios,2936,4,1,1,4,4,10,-6,4
AEK Athens,2937,1,4,2,0,7,1,6,14
PAOK Salonik,2937,2,3,2,1,11,5,6,11
P'thinaikos,2937,3,1,1,4,5,11,-6,4
Panionios,2937,4,1,1,4,4,10,-6,4
AEK Athens,2938,1,4,2,0,7,1,6,14
PAOK Salonik,2938,2,2,2,2,9,7,2,8
P'thinaikos,2938,3,2,1,3,7,9,-2,7
Panionios,2938,4,1,1,4,4,10,-6,4
AEK Athens,2939,1,4,2,0,7,1,6,14
PAOK Salonik,2939,2,3,2,1,10,4,6,11
P'thinaikos,2939,3,1,1,4,4,10,-6,4
Panionios,2939,3,1,1,4,4,10,-6,4
AEK Athens,2940,1,4,2,0,7,1,6,14
PAOK Salonik,2940,2,2,2,2,9,7,2,8
P'thinaikos,2940,3,2,1,3,7,9,-2,7
Panionios,2940,4,1,1,4,4,10,-6,4
AEK Athens,2941,1,4,2,0,7,1,6,14
PAOK Salonik,2941,2,3,2,1,11,4,7,11
Panionios,2941,3,1,1,4,4,10,-6,4
P'thinaikos,2941,4,1,1,4,4,11,-7,4
AEK Athens,2942,1,4,2,0,7,1,6,14
PAOK Salonik,2942,2,2,2,2,9,5,4,8
P'thinaikos,2942,3,2,1,3,5,9,-4,7
Panionios,2942,4,1,1,4,4,10,-6,4
AEK Athens,2943,1,4,2,0,7,1,6,14
PAOK Salonik,2943,2,2,3,1,9,4,5,9
P'thinaikos,2943,3,1,2,3,4,9,-5,5
Panionios,2943,4,1,1,4,4,10,-6,4
AEK Athens,2944,1,4,2,0,7,1,6,14
PAOK Salonik,2944,2,2,3,1,9,4,5,9
P'thinaikos,2944,3,1,2,3,4,9,-5,5
Panionios,2944,4,1,1,4,4,10,-6,4
AEK Athens,2945,1,4,2,0,7,1,6,14
PAOK Salonik,2945,2,2,2,2,10,7,3,8
P'thinaikos,2945,3,2,1,3,7,10,-3,7
Panionios,2945,4,1,1,4,4,10,-6,4
AEK Athens,2946,1,4,2,0,7,1,6,14
PAOK Salonik,2946,2,3,2,1,10,4,6,11
P'thinaikos,2946,3,1,1,4,4,10,-6,4
Panionios,2946,3,1,1,4,4,10,-6,4
AEK Athens,2947,1,4,2,0,7,1,6,14
PAOK Salonik,2947,2,2,3,1,9,4,5,9
P'thinaikos,2947,3,1,2,3,4,9,-5,5
Panionios,2947,4,1,1,4,4,10,-6,4
AEK Athens,2948,1,4,2,0,7,1,6,14
PAOK Salonik,2948,2,2,2,2,10,9,1,8
P'thinaikos,2948,3,2,1,3,9,10,-1,7
Panionios,2948,4,1,1,4,4,10,-6,4
AEK Athens,2949,1,4,2,0,7,1,6,14
PAOK Salonik,2949,2,2,2,2,10,6,4,8
P'thinaikos,2949,3,2,1,3,6,10,-4,7
Panionios,2949,4,1,1,4,4,10,-6,4
AEK Athens,2950,1,4,2,0,7,1,6,14
PAOK Salonik,2950,2,3,2,1,10,4,6,11
P'thinaikos,2950,3,1,1,4,4,10,-6,4
Panionios,2950,3,1,1,4,4,10,-6,4
AEK Athens,2951,1,4,2,0,7,1,6,14
PAOK Salonik,2951,2,3,2,1,11,4,7,11
Panionios,2951,3,1,1,4,4,10,-6,4
P'thinaikos,2951,4,1,1,4,4,11,-7,4
AEK Athens,2952,1,4,2,0,7,1,6,14
PAOK Salonik,2952,2,2,2,2,9,5,4,8
P'thinaikos,2952,3,2,1,3,5,9,-4,7
Panionios,2952,4,1,1,4,4,10,-6,4
AEK Athens,2953,1,4,2,0,7,1,6,14
PAOK Salonik,2953,2,2,2,2,9,5,4,8
P'thinaikos,2953,3,2,1,3,5,9,-4,7
Panionios,2953,4,1,1,4,4,10,-6,4
AEK Athens,2954,1,4,2,0,7,1,6,14
PAOK Salonik,2954,2,3,2,1,10,4,6,11
P'thinaikos,2954,3,1,1,4,4,10,-6,4
Panionios,2954,3,1,1,4,4,10,-6,4
AEK Athens,2955,1,4,2,0,7,1,6,14
PAOK Salonik,2955,2,2,3,1,12,7,5,9
P'thinaikos,2955,3,1,2,3,7,12,-5,5
Panionios,2955,4,1,1,4,4,10,-6,4
AEK Athens,2956,1,4,2,0,7,1,6,14
PAOK Salonik,2956,2,2,3,1,10,5,5,9
P'thinaikos,2956,3,1,2,3,5,10,-5,5
Panionios,2956,4,1,1,4,4,10,-6,4
AEK Athens,2957,1,4,2,0,7,1,6,14
PAOK Salonik,2957,2,2,3,1,10,5,5,9
P'thinaikos,2957,3,1,2,3,5,10,-5,5
Panionios,2957,4,1,1,4,4,10,-6,4
AEK Athens,2958,1,4,2,0,7,1,6,14
PAOK Salonik,2958,2,2,3,1,9,4,5,9
P'thinaikos,2958,3,1,2,3,4,9,-5,5
Panionios,2958,4,1,1,4,4,10,-6,4
AEK Athens,2959,1,4,2,0,7,1,6,14
PAOK Salonik,2959,2,2,2,2,11,7,4,8
P'thinaikos,2959,3,2,1,3,7,11,-4,7
Panionios,2959,4,1,1,4,4,10,-6,4
AEK Athens,2960,1,4,2,0,7,1,6,14
PAOK Salonik,2960,2,3,2,1,10,4,6,11
P'thinaikos,2960,3,1,1,4,4,10,-6,4
Panionios,2960,3,1,1,4,4,10,-6,4
AEK Athens,2961,1,4,2,0,7,1,6,14
PAOK Salonik,2961,2,3,2,1,11,5,6,11
P'thinaikos,2961,3,1,1,4,5,11,-6,4
Panionios,2961,4,1,1,4,4,10,-6,4
AEK Athens,2962,1,4,2,0,7,1,6,14
PAOK Salonik,2962,2,2,2,2,9,7,2,8
P'thinaikos,2962,3,2,1,3,7,9,-2,7
Panionios,2962,4,1,1,4,4,10,-6,4
AEK Athens,2963,1,4,2,0,7,1,6,14
PAOK Salonik,2963,2,2,3,1,11,6,5,9
P'thinaikos,2963,3,1,2,3,6,11,-5,5
Panionios,2963,4,1,1,4,4,10,-6,4
AEK Athens,2964,1,4,2,0,7,1,6,14
PAOK Salonik,2964,2,3,2,1,10,4,6,11
P'thinaikos,2964,3,1,1,4,4,10,-6,4
Panionios,2964,3,1,1,4,4,10,-6,4
AEK Athens,2965,1,4,2,0,7,1,6,14
PAOK Salonik,2965,2,3,2,1,11,5,6,11
P'thinaikos,2965,3,1,1,4,5,11,-6,4
Panionios,2965,4,1,1,4,4,10,-6,4
AEK Athens,2966,1,4,2,0,7,1,6,14
PAOK Salonik,2966,2,2,2,2,9,8,1,8
P'thinaikos,2966,3,2,1,3,8,9,-1,7
Panionios,2966,4,1,1,4,4,10,-6,4
AEK Athens,2967,1,4,2,0,7,1,6,14
PAOK Salonik,2967,2,2,3,1,10,5,5,9
P'thinaikos,2967,3,1,2,3,5,10,-5,5
Panionios,2967,4,1,1,4,4,10,-6,4
AEK Athens,2968,1,4,2,0,7,1,6,14
PAOK Salonik,2968,2,2,2,2,11,7,4,8
P'thinaikos,2968,3,2,1,3,7,11,-4,7
Panionios,2968,4,1,1,4,4,10,-6,4
AEK Athens,2969,1,4,2,0,7,1,6,14
PAOK Salonik,2969,2,3,2,1,10,4,6,11
P'thinaikos,2969,3,1,1,4,4,10,-6,4
Panionios,2969,3,1,1,4,4,10,-6,4
AEK Athens,2970,1,4,2,0,7,1,6,14
PAOK Salonik,2970,2,2,2,2,9,7,2,8
P'thinaikos,2970,3,2,1,3,7,9,-2,7
Panionios,2970,4,1,1,4,4,10,-6,4
AEK Athens,2971,1,4,2,0,7,1,6,14
PAOK Salonik,2971,2,2,2,2,11,7,4,8
P'thinaikos,2971,3,2,1,3,7,11,-4,7
Panionios,2971,4,1,1,4,4,10,-6,4
AEK Athens,2972,1,4,2,0,7,1,6,14
PAOK Salonik,2972,2,3,2,1,11,4,7,11
Panionios,2972,3,1,1,4,4,10,-6,4
P'thinaikos,2972,4,1,1,4,4,11,-7,4
AEK Athens,2973,1,4,2,0,7,1,6,14
PAOK Salonik,2973,2,3,2,1,12,4,8,11
Panionios,2973,3,1,1,4,4,10,-6,4
P'thinaikos,2973,4,1,1,4,4,12,-8,4
AEK Athens,2974,1,4,2,0,7,1,6,14
PAOK Salonik,2974,2,2,2,2,9,6,3,8
P'thinaikos,2974,3,2,1,3,6,9,-3,7
Panionios,2974,4,1,1,4,4,10,-6,4
AEK Athens,2975,1,4,2,0,7,1,6,14
PAOK Salonik,2975,2,2,3,1,9,4,5,9
P'thinaikos,2975,3,1,2,3,4,9,-5,5
Panionios,2975,4,1,1,4,4,10,-6,4
AEK Athens,2976,1,4,2,0,7,1,6,14
PAOK Salonik,2976,2,2,2,2,10,6,4,8
P'thinaikos,2976,3,2,1,3,6,10,-4,7
Panionios,2976,4,1,1,4,4,10,-6,4
AEK Athens,2977,1,4,2,0,7,1,6,14
PAOK Salonik,2977,2,2,2,2,9,5,4,8
P'thinaikos,2977,3,2,1,3,5,9,-4,7
Panionios,2977,4,1,1,4,4,10,-6,4
AEK Athens,2978,1,4,2,0,7,1,6,14
PAOK Salonik,2978,2,2,2,2,9,5,4,8
P'thinaikos,2978,3,2,1,3,5,9,-4,7
Panionios,2978,4,1,1,4,4,10,-6,4
AEK Athens,2979,1,4,2,0,7,1,6,14
PAOK Salonik,2979,2,3,2,1,10,4,6,11
P'thinaikos,2979,3,1,1,4,4,10,-6,4
Panionios,2979,3,1,1,4,4,10,-6,4
AEK Athens,2980,1,4,2,0,7,1,6,14
PAOK Salonik,2980,2,2,2,2,10,6,4,8
P'thinaikos,2980,3,2,1,3,6,10,-4,7
Panionios,2980,4,1,1,4,4,10,-6,4
AEK Athens,2981,1,4,2,0,7,1,6,14
PAOK Salonik,2981,2,2,3,1,10,5,5,9
P'thinaikos,2981,3,1,2,3,5,10,-5,5
Panionios,2981,4,1,1,4,4,10,-6,4
AEK Athens,2982,1,4,2,0,7,1,6,14
PAOK Salonik,2982,2,3,2,1,10,4,6,11
P'thinaikos,2982,3,1,1,4,4,10,-6,4
Panionios,2982,3,1,1,4,4,10,-6,4
AEK Athens,2983,1,4,2,0,7,1,6,14
PAOK Salonik,2983,2,2,3,1,10,5,5,9
P'thinaikos,2983,3,1,2,3,5,10,-5,5
Panionios,2983,4,1,1,4,4,10,-6,4
AEK Athens,2984,1,4,2,0,7,1,6,14
PAOK Salonik,2984,2,2,3,1,10,5,5,9
P'thinaikos,2984,3,1,2,3,5,10,-5,5
Panionios,2984,4,1,1,4,4,10,-6,4
AEK Athens,2985,1,4,2,0,7,1,6,14
PAOK Salonik,2985,2,2,2,2,9,6,3,8
P'thinaikos,2985,3,2,1,3,6,9,-3,7
Panionios,2985,4,1,1,4,4,10,-6,4
AEK Athens,2986,1,4,2,0,7,1,6,14
PAOK Salonik,2986,2,2,2,2,11,7,4,8
P'thinaikos,2986,3,2,1,3,7,11,-4,7
Panionios,2986,4,1,1,4,4,10,-6,4
AEK Athens,2987,1,4,2,0,7,1,6,14
PAOK Salonik,2987,2,2,2,2,9,6,3,8
P'thinaikos,2987,3,2,1,3,6,9,-3,7
Panionios,2987,4,1,1,4,4,10,-6,4
AEK Athens,2988,1,4,2,0,7,1,6,14
PAOK Salonik,2988,2,2,2,2,9,7,2,8
P'thinaikos,2988,3,2,1,3,7,9,-2,7
Panionios,2988,4,1,1,4,4,10,-6,4
AEK Athens,2989,1,4,2,0,7,1,6,14
PAOK Salonik,2989,2,3,2,1,12,6,6,11
P'thinaikos,2989,3,1,1,4,6,12,-6,4
Panionios,2989,4,1,1,4,4,10,-6,4
AEK Athens,2990,1,4,2,0,7,1,6,14
PAOK Salonik,2990,2,2,3,1,10,5,5,9
P'thinaikos,2990,3,1,2,3,5,10,-5,5
Panionios,2990,4,1,1,4,4,10,-6,4
AEK Athens,2991,1,4,2,0,7,1,6,14
PAOK Salonik,2991,2,2,2,2,9,6,3,8
P'thinaikos,2991,3,2,1,3,6,9,-3,7
Panionios,2991,4,1,1,4,4,10,-6,4
AEK Athens,2992,1,4,2,0,7,1,6,14
PAOK Salonik,2992,2,3,2,1,11,5,6,11
P'thinaikos,2992,3,1,1,4,5,11,-6,4
Panionios,2992,4,1,1,4,4,10,-6,4
AEK Athens,2993,1,4,2,0,7,1,6,14
PAOK Salonik,2993,2,3,2,1,11,5,6,11
P'thinaikos,2993,3,1,1,4,5,11,-6,4
Panionios,2993,4,1,1,4,4,10,-6,4
AEK Athens,2994,1,4,2,0,7,1,6,14
PAOK Salonik,2994,2,2,2,2,9,6,3,8
P'thinaikos,2994,3,2,1,3,6,9,-3,7
Panionios,2994,4,1,1,4,4,10,-6,4
AEK Athens,2995,1,4,2,0,7,1,6,14
PAOK Salonik,2995,2,3,2,1,11,4,7,11
Panionios,2995,3,1,1,4,4,10,-6,4
P'thinaikos,2995,4,1,1,4,4,11,-7,4
AEK Athens,2996,1,4,2,0,7,1,6,14
PAOK Salonik,2996,2,2,2,2,9,6,3,8
P'thinaikos,2996,3,2,1,3,6,9,-3,7
Panionios,2996,4,1,1,4,4,10,-6,4
AEK Athens,2997,1,4,2,0,7,1,6,14
PAOK Salonik,2997,2,2,2,2,10,7,3,8
P'thinaikos,2997,3,2,1,3,7,10,-3,7
Panionios,2997,4,1,1,4,4,10,-6,4
AEK Athens,2998,1,4,2,0,7,1,6,14
PAOK Salonik,2998,2,2,2,2,10,6,4,8
P'thinaikos,2998,3,2,1,3,6,10,-4,7
Panionios,2998,4,1,1,4,4,10,-6,4
AEK Athens,2999,1,4,2,0,7,1,6,14
PAOK Salonik,2999,2,3,2,1,13,5,8,11
Panionios,2999,3,1,1,4,4,10,-6,4
P'thinaikos,2999,4,1,1,4,5,13,-8,4
AEK Athens,3000,1,4,2,0,7,1,6,14
PAOK Salonik,3000,2,3,2,1,12,6,6,11
P'thinaikos,3000,3,1,1,4,6,12,-6,4
Panionios,3000,4,1,1,4,4,10,-6,4
AEK Athens,3001,1,4,2,0,7,1,6,14
PAOK Salonik,3001,2,2,2,2,10,6,4,8
P'thinaikos,3001,3,2,1,3,6,10,-4,7
Panionios,3001,4,1,1,4,4,10,-6,4
AEK Athens,3002,1,4,2,0,7,1,6,14
PAOK Salonik,3002,2,2,2,2,11,7,4,8
P'thinaikos,3002,3,2,1,3,7,11,-4,7
Panionios,3002,4,1,1,4,4,10,-6,4
AEK Athens,3003,1,4,2,0,7,1,6,14
PAOK Salonik,3003,2,2,3,1,9,4,5,9
P'thinaikos,3003,3,1,2,3,4,9,-5,5
Panionios,3003,4,1,1,4,4,10,-6,4
AEK Athens,3004,1,4,2,0,7,1,6,14
PAOK Salonik,3004,2,2,3,1,10,5,5,9
P'thinaikos,3004,3,1,2,3,5,10,-5,5
Panionios,3004,4,1,1,4,4,10,-6,4
AEK Athens,3005,1,4,2,0,7,1,6,14
PAOK Salonik,3005,2,2,2,2,10,8,2,8
P'thinaikos,3005,3,2,1,3,8,10,-2,7
Panionios,3005,4,1,1,4,4,10,-6,4
AEK Athens,3006,1,4,2,0,7,1,6,14
PAOK Salonik,3006,2,2,3,1,10,5,5,9
P'thinaikos,3006,3,1,2,3,5,10,-5,5
Panionios,3006,4,1,1,4,4,10,-6,4
AEK Athens,3007,1,4,2,0,7,1,6,14
PAOK Salonik,3007,2,2,2,2,11,7,4,8
P'thinaikos,3007,3,2,1,3,7,11,-4,7
Panionios,3007,4,1,1,4,4,10,-6,4
AEK Athens,3008,1,4,2,0,7,1,6,14
PAOK Salonik,3008,2,3,2,1,10,4,6,11
P'thinaikos,3008,3,1,1,4,4,10,-6,4
Panionios,3008,3,1,1,4,4,10,-6,4
AEK Athens,3009,1,4,2,0,7,1,6,14
PAOK Salonik,3009,2,3,2,1,11,4,7,11
Panionios,3009,3,1,1,4,4,10,-6,4
P'thinaikos,3009,4,1,1,4,4,11,-7,4
AEK Athens,3010,1,4,2,0,7,1,6,14
PAOK Salonik,3010,2,2,2,2,11,7,4,8
P'thinaikos,3010,3,2,1,3,7,11,-4,7
Panionios,3010,4,1,1,4,4,10,-6,4
AEK Athens,3011,1,4,2,0,7,1,6,14
PAOK Salonik,3011,2,2,2,2,9,6,3,8
P'thinaikos,3011,3,2,1,3,6,9,-3,7
Panionios,3011,4,1,1,4,4,10,-6,4
AEK Athens,3012,1,4,2,0,7,1,6,14
PAOK Salonik,3012,2,2,3,1,10,5,5,9
P'thinaikos,3012,3,1,2,3,5,10,-5,5
Panionios,3012,4,1,1,4,4,10,-6,4
AEK Athens,3013,1,4,2,0,7,1,6,14
PAOK Salonik,3013,2,2,3,1,10,5,5,9
P'thinaikos,3013,3,1,2,3,5,10,-5,5
Panionios,3013,4,1,1,4,4,10,-6,4
AEK Athens,3014,1,4,2,0,7,1,6,14
PAOK Salonik,3014,2,2,3,1,12,7,5,9
P'thinaikos,3014,3,1,2,3,7,12,-5,5
Panionios,3014,4,1,1,4,4,10,-6,4
AEK Athens,3015,1,4,2,0,7,1,6,14
PAOK Salonik,3015,2,2,2,2,10,6,4,8
P'thinaikos,3015,3,2,1,3,6,10,-4,7
Panionios,3015,4,1,1,4,4,10,-6,4
AEK Athens,3016,1,4,2,0,7,1,6,14
PAOK Salonik,3016,2,2,3,1,9,4,5,9
P'thinaikos,3016,3,1,2,3,4,9,-5,5
Panionios,3016,4,1,1,4,4,10,-6,4
AEK Athens,3017,1,4,2,0,7,1,6,14
PAOK Salonik,3017,2,2,3,1,9,4,5,9
P'thinaikos,3017,3,1,2,3,4,9,-5,5
Panionios,3017,4,1,1,4,4,10,-6,4
AEK Athens,3018,1,4,2,0,7,1,6,14
PAOK Salonik,3018,2,3,2,1,12,5,7,11
Panionios,3018,3,1,1,4,4,10,-6,4
P'thinaikos,3018,4,1,1,4,5,12,-7,4
AEK Athens,3019,1,4,2,0,7,1,6,14
PAOK Salonik,3019,2,2,3,1,9,4,5,9
P'thinaikos,3019,3,1,2,3,4,9,-5,5
Panionios,3019,4,1,1,4,4,10,-6,4
AEK Athens,3020,1,4,2,0,7,1,6,14
PAOK Salonik,3020,2,3,2,1,11,4,7,11
Panionios,3020,3,1,1,4,4,10,-6,4
P'thinaikos,3020,4,1,1,4,4,11,-7,4
AEK Athens,3021,1,4,2,0,7,1,6,14
PAOK Salonik,3021,2,2,2,2,9,5,4,8
P'thinaikos,3021,3,2,1,3,5,9,-4,7
Panionios,3021,4,1,1,4,4,10,-6,4
AEK Athens,3022,1,4,2,0,7,1,6,14
PAOK Salonik,3022,2,3,2,1,12,5,7,11
Panionios,3022,3,1,1,4,4,10,-6,4
P'thinaikos,3022,4,1,1,4,5,12,-7,4
AEK Athens,3023,1,4,2,0,7,1,6,14
PAOK Salonik,3023,2,3,2,1,11,4,7,11
Panionios,3023,3,1,1,4,4,10,-6,4
P'thinaikos,3023,4,1,1,4,4,11,-7,4
AEK Athens,3024,1,4,2,0,7,1,6,14
PAOK Salonik,3024,2,2,3,1,9,4,5,9
P'thinaikos,3024,3,1,2,3,4,9,-5,5
Panionios,3024,4,1,1,4,4,10,-6,4
AEK Athens,3025,1,4,2,0,7,1,6,14
PAOK Salonik,3025,2,3,2,1,12,5,7,11
Panionios,3025,3,1,1,4,4,10,-6,4
P'thinaikos,3025,4,1,1,4,5,12,-7,4
AEK Athens,3026,1,4,2,0,7,1,6,14
PAOK Salonik,3026,2,2,2,2,9,6,3,8
P'thinaikos,3026,3,2,1,3,6,9,-3,7
Panionios,3026,4,1,1,4,4,10,-6,4
AEK Athens,3027,1,4,2,0,7,1,6,14
PAOK Salonik,3027,2,3,2,1,11,5,6,11
P'thinaikos,3027,3,1,1,4,5,11,-6,4
Panionios,3027,4,1,1,4,4,10,-6,4
AEK Athens,3028,1,4,2,0,7,1,6,14
