team,n,rank,w,d,l,gf,ga,gd,pts
Dunfermline,255,3,16,11,9,57,35,22,59
Dundee Utd,255,4,17,8,11,52,44,8,59
Inverness CT,255,5,15,10,11,51,38,13,55
Queen of S't,255,6,14,10,12,58,52,6,52
Morton,255,7,13,12,11,48,38,10,51
Falkirk,255,8,12,11,13,46,50,-4,47
Dumbarton,255,9,7,9,20,27,60,-33,30
Brechin,255,10,0,4,32,19,89,-70,4
St Mirren,256,1,23,5,8,64,38,26,74
Livingston,256,2,17,12,7,56,35,21,63
Dunfermline,256,3,16,11,9,58,36,22,59
Dundee Utd,256,4,17,8,11,50,42,8,59
Inverness CT,256,5,15,10,11,51,38,13,55
Queen of S't,256,6,14,10,12,57,52,5,52
Morton,256,7,13,12,11,48,38,10,51
Falkirk,256,8,12,11,13,47,50,-3,47
Dumbarton,256,9,7,9,20,28,61,-33,30
Brechin,256,10,0,4,32,19,88,-69,4
St Mirren,257,1,24,5,7,66,36,30,77
Livingston,257,2,17,12,7,57,36,21,63
Dundee Utd,257,3,17,8,11,51,43,8,59
Dunfermline,257,4,15,11,10,57,37,20,56
Inverness CT,257,5,15,9,12,50,39,11,54
Morton,257,6,14,11,11,49,37,12,53
Queen of S't,257,7,14,10,12,57,53,4,52
Falkirk,257,8,11,11,14,45,52,-7,44
Dumbarton,257,9,8,9,19,29,60,-31,33
Brechin,257,10,0,4,32,20,88,-68,4
St Mirren,258,1,24,5,7,66,37,29,77
Livingston,258,2,17,11,8,58,38,20,62
Dundee Utd,258,3,18,7,11,53,44,9,61
Dunfermline,258,4,16,11,9,59,36,23,59
Inverness CT,258,5,15,9,12,51,39,12,54
Morton,258,6,14,11,11,49,38,11,53
Queen of S't,258,7,13,11,12,55,53,2,50
Falkirk,258,8,11,11,14,46,52,-6,44
Dumbarton,258,9,7,9,20,28,62,-34,30
Brechin,258,10,0,5,31,20,86,-66,5
St Mirren,259,1,23,5,8,64,37,27,74
Livingston,259,2,17,11,8,56,36,20,62
Dundee Utd,259,3,18,7,11,51,42,9,61
Dunfermline,259,4,16,11,9,57,35,22,59
Inverness CT,259,5,16,9,11,53,37,16,57
Queen of S't,259,6,14,10,12,58,53,5,52
Morton,259,7,13,11,12,47,40,7,50
Falkirk,259,8,12,11,13,46,50,-4,47
Dumbarton,259,9,7,9,20,27,60,-33,30
Brechin,259,10,0,4,32,20,89,-69,4
St Mirren,260,1,24,5,7,66,36,30,77
Livingston,260,2,17,12,7,57,36,21,63
Dunfermline,260,3,16,11,9,59,35,24,59
Dundee Utd,260,4,17,8,11,51,43,8,59
Inverness CT,260,5,15,9,12,50,40,10,54
Morton,260,6,14,11,11,50,37,13,53
Queen of S't,260,7,13,11,12,55,53,2,50
Falkirk,260,8,11,11,14,45,52,-7,44
Dumbarton,260,9,7,9,20,27,62,-35,30
Brechin,260,10,0,5,31,20,86,-66,5
St Mirren,261,1,23,5,8,63,36,27,74
Livingston,261,2,17,12,7,56,35,21,63
Dundee Utd,261,3,17,8,11,50,42,8,59
Dunfermline,261,4,15,12,9,57,36,21,57
Inverness CT,261,5,15,9,12,50,40,10,54
Morton,261,6,14,11,11,50,37,13,53
Queen of S't,261,7,14,10,12,57,52,5,52
Falkirk,261,8,12,11,13,45,49,-4,47
Dumbarton,261,9,7,10,19,28,60,-32,31
Brechin,261,10,0,4,32,19,88,-69,4
St Mirren,262,1,23,6,7,63,35,28,75
Livingston,262,2,18,11,7,57,35,22,65
Dundee Utd,262,3,17,7,12,50,43,7,58
Dunfermline,262,4,15,12,9,57,36,21,57
Inverness CT,262,5,15,10,11,50,37,13,55
Queen of S't,262,6,14,10,12,56,52,4,52
Morton,262,7,13,12,11,47,37,10,51
Falkirk,262,8,11,12,13,44,49,-5,45
Dumbarton,262,9,7,10,19,28,60,-32,31
Brechin,262,10,0,4,32,19,87,-68,4
St Mirren,263,1,23,5,8,65,39,26,74
Livingston,263,2,17,11,8,56,37,19,62
Dundee Utd,263,3,18,7,11,52,42,10,61
Dunfermline,263,4,16,11,9,60,35,25,59
Inverness CT,263,5,15,10,11,50,37,13,55
Queen of S't,263,6,14,10,12,58,52,6,52
Morton,263,7,13,12,11,47,37,10,51
Falkirk,263,8,12,11,13,48,51,-3,47
Dumbarton,263,9,7,9,20,27,63,-36,30
Brechin,263,10,0,4,32,19,89,-70,4
St Mirren,264,1,24,5,7,67,36,31,77
Livingston,264,2,17,12,7,57,36,21,63
Dundee Utd,264,3,17,8,11,51,43,8,59
Dunfermline,264,4,15,12,9,56,35,21,57
Inverness CT,264,5,15,9,12,50,38,12,54
Morton,264,6,14,11,11,48,37,11,53
Queen of S't,264,7,13,11,12,57,55,2,50
Falkirk,264,8,11,11,14,45,53,-8,44
Dumbarton,264,9,7,10,19,27,59,-32,31
Brechin,264,10,0,5,31,22,88,-66,5
St Mirren,265,1,24,5,7,65,36,29,77
Livingston,265,2,17,11,8,56,37,19,62
Dundee Utd,265,3,18,7,11,52,42,10,61
Dunfermline,265,4,15,11,10,57,37,20,56
Inverness CT,265,5,15,10,11,50,37,13,55
Morton,265,6,13,12,11,47,37,10,51
Queen of S't,265,7,13,10,13,55,54,1,49
Falkirk,265,8,11,11,14,45,51,-6,44
Dumbarton,265,9,8,9,19,29,60,-31,33
Brechin,265,10,1,4,31,21,86,-65,7
St Mirren,266,1,24,5,7,65,36,29,77
Livingston,266,2,18,11,7,58,35,23,65
Dundee Utd,266,3,17,7,12,50,44,6,58
Dunfermline,266,4,15,12,9,57,36,21,57
Inverness CT,266,5,16,9,11,53,38,15,57
Queen of S't,266,6,14,10,12,56,52,4,52
Morton,266,7,13,11,12,48,40,8,50
Falkirk,266,8,11,11,14,45,51,-6,44
Dumbarton,266,9,7,10,19,28,60,-32,31
Brechin,266,10,0,4,32,19,87,-68,4
St Mirren,267,1,24,5,7,65,36,29,77
Livingston,267,2,17,11,8,57,37,20,62
Dundee Utd,267,3,18,7,11,52,43,9,61
Dunfermline,267,4,16,11,9,58,35,23,59
Inverness CT,267,5,15,9,12,50,39,11,54
Morton,267,6,14,11,11,49,37,12,53
Queen of S't,267,7,14,10,12,58,53,5,52
Falkirk,267,8,11,11,14,45,51,-6,44
Dumbarton,267,9,7,9,20,27,61,-34,30
Brechin,267,10,0,4,32,20,89,-69,4
St Mirren,268,1,23,6,7,65,37,28,75
Livingston,268,2,17,11,8,56,36,20,62
Dundee Utd,268,3,18,7,11,51,42,9,61
Inverness CT,268,4,16,9,11,51,37,14,57
Dunfermline,268,5,15,11,10,56,36,20,56
Queen of S't,268,6,14,10,12,56,52,4,52
Morton,268,7,13,11,12,47,38,9,50
Falkirk,268,8,11,12,13,46,51,-5,45
Dumbarton,268,9,8,9,19,28,59,-31,33
Brechin,268,10,0,4,32,19,87,-68,4
St Mirren,269,1,24,5,7,67,35,32,77
Livingston,269,2,17,11,8,57,38,19,62
Dundee Utd,269,3,18,7,11,53,43,10,61
Dunfermline,269,4,16,11,9,58,35,23,59
Inverness CT,269,5,15,10,11,50,37,13,55
Queen of S't,269,6,14,10,12,57,52,5,52
Morton,269,7,13,12,11,47,37,10,51
Falkirk,269,8,11,11,14,44,53,-9,44
Dumbarton,269,9,7,9,20,27,61,-34,30
Brechin,269,10,0,4,32,19,88,-69,4
St Mirren,270,1,24,5,7,66,37,29,77
Livingston,270,2,17,11,8,56,36,20,62
Dundee Utd,270,3,18,7,11,51,42,9,61
Dunfermline,270,4,16,11,9,57,35,22,59
Inverness CT,270,5,16,9,11,51,37,14,57
Morton,270,6,13,11,12,47,38,9,50
Queen of S't,270,7,13,10,13,55,55,0,49
Falkirk,270,8,11,11,14,46,52,-6,44
Dumbarton,270,9,7,9,20,27,60,-33,30
Brechin,270,10,1,4,31,22,86,-64,7
St Mirren,271,1,24,5,7,65,35,30,77
Livingston,271,2,17,11,8,56,37,19,62
Dundee Utd,271,3,18,7,11,52,42,10,61
Dunfermline,271,4,15,12,9,57,36,21,57
Inverness CT,271,5,16,9,11,51,37,14,57
Queen of S't,271,6,14,10,12,56,52,4,52
Morton,271,7,13,11,12,47,38,9,50
Falkirk,271,8,11,11,14,44,51,-7,44
Dumbarton,271,9,7,10,19,28,60,-32,31
Brechin,271,10,0,4,32,19,87,-68,4
St Mirren,272,1,23,5,8,64,37,27,74
Livingston,272,2,18,11,7,57,35,22,65
Dundee Utd,272,3,17,7,12,50,43,7,58
Dunfermline,272,4,15,12,9,58,37,21,57
Inverness CT,272,5,15,10,11,51,38,13,55
Queen of S't,272,6,14,10,12,57,53,4,52
Morton,272,7,13,12,11,48,38,10,51
Falkirk,272,8,12,11,13,46,50,-4,47
Dumbarton,272,9,7,10,19,29,61,-32,31
Brechin,272,10,0,4,32,20,88,-68,4
St Mirren,273,1,23,5,8,64,38,26,74
Livingston,273,2,17,11,8,56,39,17,62
Dundee Utd,273,3,18,7,11,54,42,12,61
Dunfermline,273,4,15,12,9,57,36,21,57
Inverness CT,273,5,15,10,11,50,37,13,55
Queen of S't,273,6,14,10,12,58,53,5,52
Morton,273,7,13,12,11,47,37,10,51
Falkirk,273,8,12,11,13,47,50,-3,47
Dumbarton,273,9,7,10,19,28,60,-32,31
Brechin,273,10,0,4,32,20,89,-69,4
St Mirren,274,1,24,5,7,66,37,29,77
Livingston,274,2,17,12,7,56,35,21,63
Dunfermline,274,3,16,11,9,60,35,25,59
Dundee Utd,274,4,17,8,11,50,42,8,59
Inverness CT,274,5,16,9,11,52,38,14,57
Morton,274,6,13,11,12,48,39,9,50
Queen of S't,274,7,13,11,12,55,53,2,50
Falkirk,274,8,11,11,14,46,52,-6,44
Dumbarton,274,9,7,9,20,27,63,-36,30
Brechin,274,10,0,5,31,20,86,-66,5
St Mirren,275,1,23,5,8,63,36,27,74
Livingston,275,2,18,11,7,57,35,22,65
Dunfermline,275,3,16,11,9,59,35,24,59
Dundee Utd,275,4,17,7,12,50,43,7,58
Inverness CT,275,5,16,9,11,52,38,14,57
Queen of S't,275,6,14,10,12,58,52,6,52
Morton,275,7,13,11,12,48,39,9,50
Falkirk,275,8,12,11,13,45,49,-4,47
Dumbarton,275,9,7,9,20,27,62,-35,30
Brechin,275,10,0,4,32,19,89,-70,4
St Mirren,276,1,23,5,8,64,40,24,74
Livingston,276,2,17,11,8,57,37,20,62
Dundee Utd,276,3,18,7,11,52,43,9,61
Dunfermline,276,4,15,12,9,57,36,21,57
Inverness CT,276,5,15,10,11,51,38,13,55
Morton,276,6,13,12,11,48,38,10,51
Queen of S't,276,7,13,10,13,54,53,1,49
Falkirk,276,8,12,11,13,49,50,-1,47
Dumbarton,276,9,7,10,19,28,60,-32,31
Brechin,276,10,1,4,31,20,85,-65,7
St Mirren,277,1,23,6,7,64,36,28,75
Livingston,277,2,18,11,7,58,36,22,65
Dundee Utd,277,3,17,7,12,51,44,7,58
Inverness CT,277,4,16,9,11,52,38,14,57
Dunfermline,277,5,15,11,10,56,36,20,56
Queen of S't,277,6,14,10,12,57,53,4,52
Morton,277,7,13,11,12,48,39,9,50
Falkirk,277,8,11,12,13,45,50,-5,45
Dumbarton,277,9,8,9,19,28,59,-31,33
Brechin,277,10,0,4,32,20,88,-68,4
St Mirren,278,1,23,6,7,65,37,28,75
Livingston,278,2,17,12,7,57,36,21,63
Dunfermline,278,3,16,11,9,58,36,22,59
Dundee Utd,278,4,17,8,11,51,43,8,59
Inverness CT,278,5,16,9,11,51,37,14,57
Morton,278,6,13,11,12,47,38,9,50
Queen of S't,278,7,13,11,12,54,52,2,50
Falkirk,278,8,11,12,13,46,51,-5,45
Dumbarton,278,9,7,9,20,28,61,-33,30
Brechin,278,10,0,5,31,19,85,-66,5
St Mirren,279,1,23,5,8,63,36,27,74
Livingston,279,2,17,11,8,56,36,20,62
Dundee Utd,279,3,18,7,11,51,42,9,61
Dunfermline,279,4,15,12,9,58,37,21,57
Inverness CT,279,5,15,9,12,50,41,9,54
Morton,279,6,14,11,11,51,37,14,53
Queen of S't,279,7,14,10,12,58,55,3,52
Falkirk,279,8,12,11,13,45,49,-4,47
Dumbarton,279,9,7,10,19,29,61,-32,31
Brechin,279,10,0,4,32,22,89,-67,4
St Mirren,280,1,23,5,8,63,36,27,74
Livingston,280,2,17,12,7,57,36,21,63
Dunfermline,280,3,16,11,9,58,35,23,59
Dundee Utd,280,4,17,8,11,51,43,8,59
Inverness CT,280,5,15,9,12,50,38,12,54
Morton,280,6,14,11,11,48,37,11,53
Queen of S't,280,7,13,11,12,55,53,2,50
Falkirk,280,8,12,11,13,45,49,-4,47
Dumbarton,280,9,7,9,20,27,61,-34,30
Brechin,280,10,0,5,31,20,86,-66,5
St Mirren,281,1,24,5,7,65,36,29,77
Livingston,281,2,18,11,7,58,36,22,65
Dundee Utd,281,3,17,7,12,51,44,7,58
Dunfermline,281,4,15,12,9,58,37,21,57
Inverness CT,281,5,15,9,12,50,38,12,54
Morton,281,6,14,11,11,48,37,11,53
Queen of S't,281,7,13,10,13,56,56,0,49
Falkirk,281,8,11,11,14,45,51,-6,44
Dumbarton,281,9,7,10,19,29,61,-32,31
Brechin,281,10,1,4,31,23,87,-64,7
St Mirren,282,1,23,5,8,63,36,27,74
Livingston,282,2,18,11,7,57,35,22,65
Dunfermline,282,3,16,11,9,58,35,23,59
Dundee Utd,282,4,17,7,12,50,43,7,58
Inverness CT,282,5,16,9,11,52,38,14,57
Queen of S't,282,6,14,10,12,57,52,5,52
Morton,282,7,13,11,12,48,39,9,50
Falkirk,282,8,12,11,13,45,49,-4,47
Dumbarton,282,9,7,9,20,27,61,-34,30
Brechin,282,10,0,4,32,19,88,-69,4
St Mirren,283,1,24,5,7,66,36,30,77
Livingston,283,2,18,11,7,58,36,22,65
Dunfermline,283,3,16,11,9,58,35,23,59
Dundee Utd,283,4,17,7,12,51,44,7,58
Inverness CT,283,5,15,9,12,50,38,12,54
Morton,283,6,14,11,11,48,37,11,53
Queen of S't,283,7,14,10,12,56,53,3,52
Falkirk,283,8,11,11,14,45,52,-7,44
Dumbarton,283,9,7,9,20,27,61,-34,30
Brechin,283,10,0,4,32,20,87,-67,4
St Mirren,284,1,23,6,7,64,36,28,75
Livingston,284,2,18,11,7,59,36,23,65
Dundee Utd,284,3,17,7,12,51,45,6,58
Dunfermline,284,4,15,11,10,56,37,19,56
Inverness CT,284,5,15,10,11,50,37,13,55
Queen of S't,284,6,14,10,12,58,53,5,52
Morton,284,7,13,12,11,47,37,10,51
Falkirk,284,8,11,12,13,45,50,-5,45
Dumbarton,284,9,8,9,19,29,59,-30,33
Brechin,284,10,0,4,32,20,89,-69,4
St Mirren,285,1,23,5,8,64,37,27,74
Livingston,285,2,17,11,8,56,37,19,62
Dundee Utd,285,3,18,7,11,52,42,10,61
Dunfermline,285,4,15,11,10,57,39,18,56
Inverness CT,285,5,15,9,12,50,40,10,54
Morton,285,6,14,11,11,50,37,13,53
Queen of S't,285,7,14,10,12,56,53,3,52
Falkirk,285,8,12,11,13,46,50,-4,47
Dumbarton,285,9,8,9,19,31,60,-29,33
Brechin,285,10,0,4,32,20,87,-67,4
St Mirren,286,1,23,5,8,64,37,27,74
Livingston,286,2,17,11,8,58,38,20,62
Dundee Utd,286,3,18,7,11,53,44,9,61
Dunfermline,286,4,16,11,9,58,35,23,59
Inverness CT,286,5,15,9,12,51,40,11,54
Morton,286,6,14,11,11,50,38,12,53
Queen of S't,286,7,13,11,12,56,54,2,50
Falkirk,286,8,12,11,13,46,50,-4,47
Dumbarton,286,9,7,9,20,27,61,-34,30
Brechin,286,10,0,5,31,21,87,-66,5
St Mirren,287,1,24,5,7,68,35,33,77
Livingston,287,2,17,11,8,56,37,19,62
Dundee Utd,287,3,18,7,11,52,42,10,61
Dunfermline,287,4,16,11,9,57,35,22,59
Inverness CT,287,5,16,9,11,52,38,14,57
Morton,287,6,13,11,12,48,39,9,50
Queen of S't,287,7,13,10,13,55,54,1,49
Falkirk,287,8,11,11,14,44,54,-10,44
Dumbarton,287,9,7,9,20,27,60,-33,30
Brechin,287,10,1,4,31,21,86,-65,7
St Mirren,288,1,24,5,7,67,37,30,77
Livingston,288,2,17,12,7,57,36,21,63
Dunfermline,288,3,16,11,9,60,37,23,59
Dundee Utd,288,4,17,8,11,51,43,8,59
Inverness CT,288,5,15,10,11,52,39,13,55
Queen of S't,288,6,14,10,12,57,53,4,52
Morton,288,7,13,12,11,49,39,10,51
Falkirk,288,8,11,11,14,46,53,-7,44
Dumbarton,288,9,7,9,20,29,63,-34,30
Brechin,288,10,0,4,32,20,88,-68,4
St Mirren,289,1,23,5,8,64,37,27,74
Livingston,289,2,17,12,7,56,35,21,63
Dunfermline,289,3,16,11,9,59,35,24,59
Dundee Utd,289,4,17,8,11,50,42,8,59
Inverness CT,289,5,16,9,11,52,37,15,57
Morton,289,6,13,11,12,47,39,8,50
Queen of S't,289,7,13,11,12,55,53,2,50
Falkirk,289,8,12,11,13,46,50,-4,47
Dumbarton,289,9,7,9,20,27,62,-35,30
Brechin,289,10,0,5,31,20,86,-66,5
St Mirren,290,1,24,5,7,66,36,30,77
Livingston,290,2,17,11,8,56,37,19,62
Dundee Utd,290,3,18,7,11,52,42,10,61
Dunfermline,290,4,16,11,9,61,37,24,59
Inverness CT,290,5,15,9,12,50,39,11,54
Morton,290,6,14,11,11,49,37,12,53
Queen of S't,290,7,14,10,12,57,53,4,52
Falkirk,290,8,11,11,14,45,52,-7,44
Dumbarton,290,9,7,9,20,29,64,-35,30
Brechin,290,10,0,4,32,20,88,-68,4
St Mirren,291,1,23,6,7,65,37,28,75
Livingston,291,2,17,11,8,56,37,19,62
Dundee Utd,291,3,18,7,11,52,42,10,61
Dunfermline,291,4,15,12,9,56,35,21,57
Inverness CT,291,5,15,10,11,52,39,13,55
Queen of S't,291,6,14,10,12,57,53,4,52
Morton,291,7,13,12,11,49,39,10,51
Falkirk,291,8,11,12,13,46,51,-5,45
Dumbarton,291,9,7,10,19,27,59,-32,31
Brechin,291,10,0,4,32,20,88,-68,4
St Mirren,292,1,23,5,8,63,37,26,74
Livingston,292,2,18,11,7,58,35,23,65
Dundee Utd,292,3,17,7,12,50,44,6,58
Dunfermline,292,4,15,12,9,57,36,21,57
Inverness CT,292,5,15,9,12,51,39,12,54
Morton,292,6,14,11,11,49,38,11,53
Queen of S't,292,7,13,11,12,54,52,2,50
Falkirk,292,8,12,11,13,46,49,-3,47
Dumbarton,292,9,7,10,19,28,60,-32,31
Brechin,292,10,0,5,31,19,85,-66,5
St Mirren,293,1,23,5,8,65,38,27,74
Livingston,293,2,17,11,8,56,38,18,62
Dundee Utd,293,3,18,7,11,53,42,11,61
Dunfermline,293,4,16,11,9,57,35,22,59
Inverness CT,293,5,15,10,11,51,38,13,55
Queen of S't,293,6,14,10,12,60,54,6,52
Morton,293,7,13,12,11,48,38,10,51
Falkirk,293,8,12,11,13,47,51,-4,47
Dumbarton,293,9,7,9,20,27,60,-33,30
Brechin,293,10,0,4,32,21,91,-70,4
St Mirren,294,1,23,6,7,64,36,28,75
Livingston,294,2,17,12,7,56,35,21,63
Dunfermline,294,3,16,11,9,57,35,22,59
Dundee Utd,294,4,17,8,11,50,42,8,59
Inverness CT,294,5,15,9,12,50,40,10,54
Morton,294,6,14,11,11,50,37,13,53
Queen of S't,294,7,13,10,13,56,55,1,49
Falkirk,294,8,11,12,13,45,50,-5,45
Dumbarton,294,9,7,9,20,27,60,-33,30
Brechin,294,10,1,4,31,22,87,-65,7
St Mirren,295,1,23,6,7,63,35,28,75
Livingston,295,2,17,12,7,58,37,21,63
Dundee Utd,295,3,17,8,11,52,44,8,59
Inverness CT,295,4,16,9,11,53,38,15,57
Dunfermline,295,5,15,11,10,56,36,20,56
Morton,295,6,13,11,12,48,40,8,50
Queen of S't,295,7,13,10,13,54,53,1,49
Falkirk,295,8,11,12,13,44,49,-5,45
Dumbarton,295,9,8,9,19,28,59,-31,33
Brechin,295,10,1,4,31,20,85,-65,7
St Mirren,296,1,23,5,8,63,37,26,74
Livingston,296,2,17,11,8,57,37,20,62
Dundee Utd,296,3,18,7,11,52,43,9,61
Dunfermline,296,4,16,11,9,61,35,26,59
Inverness CT,296,5,16,9,11,52,38,14,57
Morton,296,6,13,11,12,48,39,9,50
Queen of S't,296,7,13,11,12,57,55,2,50
Falkirk,296,8,12,11,13,46,49,-3,47
Dumbarton,296,9,7,9,20,27,64,-37,30
Brechin,296,10,0,5,31,22,88,-66,5
St Mirren,297,1,23,5,8,63,37,26,74
Livingston,297,2,17,11,8,57,38,19,62
Dundee Utd,297,3,18,7,11,53,43,10,61
Dunfermline,297,4,15,12,9,58,37,21,57
Inverness CT,297,5,15,10,11,51,38,13,55
Queen of S't,297,6,14,10,12,55,52,3,52
Morton,297,7,13,12,11,48,38,10,51
Falkirk,297,8,12,11,13,46,49,-3,47
Dumbarton,297,9,7,10,19,29,61,-32,31
Brechin,297,10,0,4,32,19,86,-67,4
St Mirren,298,1,23,6,7,65,37,28,75
Livingston,298,2,18,11,7,58,36,22,65
Dunfermline,298,3,16,11,9,58,35,23,59
Dundee Utd,298,4,17,7,12,51,44,7,58
Inverness CT,298,5,15,9,12,51,40,11,54
Morton,298,6,14,11,11,50,38,12,53
Queen of S't,298,7,13,11,12,55,53,2,50
Falkirk,298,8,11,12,13,46,51,-5,45
Dumbarton,298,9,7,9,20,27,61,-34,30
Brechin,298,10,0,5,31,20,86,-66,5
St Mirren,299,1,23,5,8,63,36,27,74
Livingston,299,2,17,12,7,58,37,21,63
Dunfermline,299,3,16,11,9,60,36,24,59
Dundee Utd,299,4,17,8,11,52,44,8,59
Inverness CT,299,5,15,9,12,51,40,11,54
Morton,299,6,14,11,11,50,38,12,53
Queen of S't,299,7,14,10,12,56,52,4,52
Falkirk,299,8,12,11,13,45,49,-4,47
Dumbarton,299,9,7,9,20,28,63,-35,30
Brechin,299,10,0,4,32,19,87,-68,4
St Mirren,300,1,23,6,7,64,36,28,75
Livingston,300,2,18,11,7,58,35,23,65
Dunfermline,300,3,16,11,9,61,35,26,59
Dundee Utd,300,4,17,7,12,50,44,6,58
Inverness CT,300,5,16,9,11,51,37,14,57
Morton,300,6,13,11,12,47,38,9,50
Queen of S't,300,7,13,11,12,54,52,2,50
Falkirk,300,8,11,12,13,45,50,-5,45
Dumbarton,300,9,7,9,20,27,64,-37,30
Brechin,300,10,0,5,31,19,85,-66,5
St Mirren,301,1,24,5,7,65,35,30,77
Livingston,301,2,17,11,8,57,38,19,62
Dundee Utd,301,3,18,7,11,53,43,10,61
Dunfermline,301,4,15,12,9,58,37,21,57
Inverness CT,301,5,15,9,12,50,38,12,54
Morton,301,6,14,11,11,48,37,11,53
Queen of S't,301,7,14,10,12,58,54,4,52
Falkirk,301,8,11,11,14,44,51,-7,44
Dumbarton,301,9,7,10,19,29,61,-32,31
Brechin,301,10,0,4,32,21,89,-68,4
St Mirren,302,1,23,5,8,64,38,26,74
Livingston,302,2,17,12,7,56,35,21,63
Dundee Utd,302,3,17,8,11,50,42,8,59
Dunfermline,302,4,15,11,10,56,36,20,56
Inverness CT,302,5,15,10,11,51,38,13,55
Morton,302,6,13,12,11,48,38,10,51
Queen of S't,302,7,13,10,13,54,53,1,49
Falkirk,302,8,12,11,13,47,50,-3,47
Dumbarton,302,9,8,9,19,28,59,-31,33
Brechin,302,10,1,4,31,20,85,-65,7
St Mirren,303,1,23,5,8,63,39,24,74
Livingston,303,2,18,11,7,58,36,22,65
Dunfermline,303,3,16,11,9,57,35,22,59
Dundee Utd,303,4,17,7,12,51,44,7,58
Inverness CT,303,5,15,9,12,50,38,12,54
Morton,303,6,14,11,11,48,37,11,53
Queen of S't,303,7,14,10,12,56,52,4,52
Falkirk,303,8,12,11,13,48,49,-1,47
Dumbarton,303,9,7,9,20,27,60,-33,30
Brechin,303,10,0,4,32,19,87,-68,4
St Mirren,304,1,24,5,7,66,36,30,77
Livingston,304,2,18,11,7,57,35,22,65
Dundee Utd,304,3,17,7,12,50,43,7,58
Dunfermline,304,4,15,11,10,56,37,19,56
Inverness CT,304,5,15,9,12,51,42,9,54
Morton,304,6,14,11,11,52,38,14,53
Queen of S't,304,7,13,11,12,56,54,2,50
Falkirk,304,8,11,11,14,45,52,-7,44
Dumbarton,304,9,8,9,19,29,59,-30,33
Brechin,304,10,0,5,31,21,87,-66,5
St Mirren,305,1,23,5,8,64,38,26,74
Livingston,305,2,17,11,8,56,36,20,62
Dundee Utd,305,3,18,7,11,51,42,9,61
Dunfermline,305,4,16,11,9,60,35,25,59
Inverness CT,305,5,15,10,11,52,39,13,55
Queen of S't,305,6,14,10,12,56,53,3,52
Morton,305,7,13,12,11,49,39,10,51
Falkirk,305,8,12,11,13,47,50,-3,47
Dumbarton,305,9,7,9,20,27,63,-36,30
Brechin,305,10,0,4,32,20,87,-67,4
St Mirren,306,1,23,5,8,63,36,27,74
Livingston,306,2,17,12,7,56,35,21,63
Dunfermline,306,3,16,11,9,58,36,22,59
Dundee Utd,306,4,17,8,11,50,42,8,59
Inverness CT,306,5,15,9,12,50,38,12,54
Morton,306,6,14,11,11,48,37,11,53
Queen of S't,306,7,13,10,13,56,55,1,49
Falkirk,306,8,12,11,13,45,49,-4,47
Dumbarton,306,9,7,9,20,28,61,-33,30
Brechin,306,10,1,4,31,22,87,-65,7
St Mirren,307,1,23,5,8,63,37,26,74
Livingston,307,2,17,11,8,57,37,20,62
Dundee Utd,307,3,18,7,11,52,43,9,61
Dunfermline,307,4,15,12,9,57,36,21,57
Inverness CT,307,5,16,9,11,53,38,15,57
Queen of S't,307,6,14,10,12,57,54,3,52
Morton,307,7,13,11,12,48,40,8,50
Falkirk,307,8,12,11,13,46,49,-3,47
Dumbarton,307,9,7,10,19,28,60,-32,31
Brechin,307,10,0,4,32,21,88,-67,4
St Mirren,308,1,23,6,7,63,35,28,75
Livingston,308,2,17,11,8,56,36,20,62
Dundee Utd,308,3,18,7,11,51,42,9,61
Dunfermline,308,4,15,12,9,58,37,21,57
Inverness CT,308,5,16,9,11,53,38,15,57
Morton,308,6,13,11,12,48,40,8,50
Queen of S't,308,7,13,10,13,54,55,-1,49
Falkirk,308,8,11,12,13,44,49,-5,45
Dumbarton,308,9,7,10,19,29,61,-32,31
Brechin,308,10,1,4,31,22,85,-63,7
St Mirren,309,1,23,5,8,63,36,27,74
Livingston,309,2,17,11,8,56,37,19,62
Dundee Utd,309,3,18,7,11,52,42,10,61
Dunfermline,309,4,16,11,9,60,35,25,59
Inverness CT,309,5,16,9,11,51,37,14,57
Queen of S't,309,6,14,10,12,56,52,4,52
Morton,309,7,13,11,12,47,38,9,50
Falkirk,309,8,12,11,13,45,49,-4,47
Dumbarton,309,9,7,9,20,27,63,-36,30
Brechin,309,10,0,4,32,19,87,-68,4
St Mirren,310,1,24,5,7,64,35,29,77
Livingston,310,2,17,11,8,57,39,18,62
Dundee Utd,310,3,18,7,11,54,43,11,61
Dunfermline,310,4,15,11,10,57,38,19,56
Inverness CT,310,5,15,9,12,51,40,11,54
Morton,310,6,14,11,11,50,38,12,53
Queen of S't,310,7,14,10,12,56,53,3,52
Falkirk,310,8,11,11,14,44,50,-6,44
Dumbarton,310,9,8,9,19,30,60,-30,33
Brechin,310,10,0,4,32,20,87,-67,4
St Mirren,311,1,23,5,8,64,40,24,74
Livingston,311,2,17,11,8,56,40,16,62
Dundee Utd,311,3,18,7,11,55,42,13,61
Dunfermline,311,4,16,11,9,59,35,24,59
Inverness CT,311,5,15,9,12,51,39,12,54
Morton,311,6,14,11,11,49,38,11,53
Queen of S't,311,7,13,11,12,55,53,2,50
Falkirk,311,8,12,11,13,49,50,-1,47
Dumbarton,311,9,7,9,20,27,62,-35,30
Brechin,311,10,0,5,31,20,86,-66,5
St Mirren,312,1,23,6,7,65,37,28,75
Livingston,312,2,18,11,7,58,35,23,65
