team,n,rank,w,d,l,gf,ga,gd,pts
Mattersburg,1135,10,9,9,18,41,63,-22,36
FC Salzburg,1136,1,25,7,4,74,31,43,82
SC Rheindorf,1136,2,21,7,8,57,39,18,70
SK Sturm Gra,1136,3,16,8,12,50,39,11,56
Vienna,1136,4,17,3,16,57,48,9,54
Rapid Vienna,1136,5,12,13,11,58,43,15,49
St. Pölten,1136,6,12,9,15,49,59,-10,45
Admira Wacke,1136,7,12,6,18,39,59,-20,42
RZ Pellets W,1136,8,11,7,18,43,56,-13,40
Mattersburg,1136,9,8,10,18,35,54,-19,34
SV Josko Rie,1136,10,9,4,23,33,67,-34,31
FC Salzburg,1137,1,22,7,7,73,35,38,73
SK Sturm Gra,1137,2,21,3,12,62,36,26,66
Vienna,1137,3,20,5,11,73,48,25,65
SC Rheindorf,1137,4,17,7,12,49,42,7,58
Rapid Vienna,1137,5,12,11,13,56,44,12,47
Admira Wacke,1137,6,13,8,15,38,58,-20,47
St. Pölten,1137,7,13,7,16,43,58,-15,46
RZ Pellets W,1137,8,10,9,17,42,63,-21,39
SV Josko Rie,1137,9,9,6,21,29,58,-29,33
Mattersburg,1137,10,8,7,21,34,57,-23,31
FC Salzburg,1138,1,23,6,7,76,33,43,75
Vienna,1138,2,19,4,13,70,58,12,61
SC Rheindorf,1138,3,18,7,11,58,48,10,61
SK Sturm Gra,1138,4,18,6,12,55,39,16,60
Rapid Vienna,1138,5,13,11,12,52,39,13,50
Admira Wacke,1138,6,13,6,17,35,55,-20,45
RZ Pellets W,1138,7,12,8,16,49,56,-7,44
Mattersburg,1138,8,9,11,16,34,50,-16,38
St. Pölten,1138,9,9,8,19,40,66,-26,35
SV Josko Rie,1138,10,9,7,20,31,56,-25,34
FC Salzburg,1139,1,22,6,8,67,31,36,72
SC Rheindorf,1139,2,22,5,9,56,41,15,71
Vienna,1139,3,18,7,11,64,45,19,61
SK Sturm Gra,1139,4,17,7,12,53,38,15,58
Rapid Vienna,1139,5,15,11,10,55,38,17,56
Admira Wacke,1139,6,13,6,17,34,56,-22,45
St. Pölten,1139,7,10,12,14,43,53,-10,42
RZ Pellets W,1139,8,11,8,17,46,55,-9,41
SV Josko Rie,1139,9,10,2,24,31,63,-32,32
Mattersburg,1139,10,6,8,22,29,58,-29,26
FC Salzburg,1140,1,25,6,5,80,26,54,81
SC Rheindorf,1140,2,19,8,9,50,40,10,65
SK Sturm Gra,1140,3,17,8,11,55,39,16,59
Vienna,1140,4,18,5,13,60,51,9,59
Admira Wacke,1140,5,14,6,16,37,51,-14,48
Rapid Vienna,1140,6,11,10,15,46,45,1,43
Mattersburg,1140,7,12,7,17,44,54,-10,43
RZ Pellets W,1140,8,11,6,19,49,60,-11,39
St. Pölten,1140,9,9,9,18,40,66,-26,36
SV Josko Rie,1140,10,9,5,22,36,65,-29,32
FC Salzburg,1141,1,23,6,7,77,35,42,75
Vienna,1141,2,20,4,12,63,55,8,64
SC Rheindorf,1141,3,18,5,13,56,52,4,59
SK Sturm Gra,1141,4,17,4,15,64,44,20,55
RZ Pellets W,1141,5,16,7,13,51,44,7,55
Rapid Vienna,1141,6,12,11,13,55,48,7,47
Admira Wacke,1141,7,12,6,18,37,63,-26,42
St. Pölten,1141,8,11,8,17,44,59,-15,41
Mattersburg,1141,9,10,8,18,43,57,-14,38
SV Josko Rie,1141,10,9,5,22,32,65,-33,32
FC Salzburg,1142,1,24,6,6,77,34,43,78
Vienna,1142,2,21,4,11,65,51,14,67
SC Rheindorf,1142,3,17,9,10,49,43,6,60
SK Sturm Gra,1142,4,17,6,13,54,40,14,57
Rapid Vienna,1142,5,12,13,11,49,38,11,49
RZ Pellets W,1142,6,12,8,16,41,51,-10,44
Mattersburg,1142,7,10,10,16,45,52,-7,40
Admira Wacke,1142,8,11,7,18,33,57,-24,40
St. Pölten,1142,9,8,11,17,44,63,-19,35
SV Josko Rie,1142,10,9,4,23,29,57,-28,31
FC Salzburg,1143,1,23,7,6,69,28,41,76
SC Rheindorf,1143,2,20,6,10,54,43,11,66
Vienna,1143,3,20,3,13,70,51,19,63
SK Sturm Gra,1143,4,17,7,12,55,37,18,58
Rapid Vienna,1143,5,13,12,11,52,40,12,51
RZ Pellets W,1143,6,11,7,18,44,59,-15,40
SV Josko Rie,1143,7,11,6,19,36,53,-17,39
Mattersburg,1143,8,10,8,18,37,50,-13,38
Admira Wacke,1143,9,10,8,18,28,61,-33,38
St. Pölten,1143,10,9,8,19,40,63,-23,35
FC Salzburg,1144,1,20,10,6,75,36,39,70
SC Rheindorf,1144,2,19,9,8,52,37,15,66
Vienna,1144,3,20,4,12,75,57,18,64
Rapid Vienna,1144,4,13,13,10,53,37,16,52
SK Sturm Gra,1144,5,14,9,13,49,39,10,51
RZ Pellets W,1144,6,13,6,17,56,66,-10,45
St. Pölten,1144,7,11,10,15,47,62,-15,43
Admira Wacke,1144,8,11,8,17,39,60,-21,41
Mattersburg,1144,9,10,8,18,39,58,-19,38
SV Josko Rie,1144,10,8,5,23,33,66,-33,29
SC Rheindorf,1145,1,19,7,10,58,50,8,64
Vienna,1145,2,19,6,11,65,47,18,63
FC Salzburg,1145,3,18,8,10,61,33,28,62
SK Sturm Gra,1145,4,19,5,12,54,37,17,62
RZ Pellets W,1145,5,14,8,14,46,51,-5,50
Admira Wacke,1145,6,13,7,16,33,47,-14,46
Rapid Vienna,1145,7,9,13,14,53,46,7,40
SV Josko Rie,1145,8,11,7,18,33,53,-20,40
Mattersburg,1145,9,9,10,17,39,51,-12,37
St. Pölten,1145,10,9,9,18,43,70,-27,36
FC Salzburg,1146,1,21,11,4,69,28,41,74
SC Rheindorf,1146,2,20,8,8,57,39,18,68
Vienna,1146,3,16,7,13,59,53,6,55
SK Sturm Gra,1146,4,15,8,13,54,45,9,53
Rapid Vienna,1146,5,14,10,12,54,36,18,52
RZ Pellets W,1146,6,12,11,13,48,52,-4,47
Admira Wacke,1146,7,11,9,16,31,49,-18,42
Mattersburg,1146,8,9,10,17,36,51,-15,37
St. Pölten,1146,9,9,8,19,43,66,-23,35
SV Josko Rie,1146,10,9,6,21,36,68,-32,33
FC Salzburg,1147,1,24,6,6,71,28,43,78
SC Rheindorf,1147,2,23,6,7,65,39,26,75
SK Sturm Gra,1147,3,17,5,14,56,42,14,56
Vienna,1147,4,17,5,14,64,52,12,56
RZ Pellets W,1147,5,13,8,15,44,55,-11,47
Rapid Vienna,1147,6,11,12,13,42,38,4,45
St. Pölten,1147,7,12,8,16,47,60,-13,44
Admira Wacke,1147,8,10,7,19,32,61,-29,37
Mattersburg,1147,9,10,6,20,44,59,-15,36
SV Josko Rie,1147,10,8,7,21,33,64,-31,31
FC Salzburg,1148,1,23,9,4,72,32,40,78
SC Rheindorf,1148,2,20,9,7,62,44,18,69
Vienna,1148,3,19,4,13,66,52,14,61
SK Sturm Gra,1148,4,18,4,14,57,47,10,58
Rapid Vienna,1148,5,12,13,11,56,39,17,49
St. Pölten,1148,6,12,9,15,46,57,-11,45
RZ Pellets W,1148,7,11,6,19,46,61,-15,39
Admira Wacke,1148,8,11,4,21,35,65,-30,37
Mattersburg,1148,9,8,10,18,32,49,-17,34
SV Josko Rie,1148,10,10,4,22,37,63,-26,34
FC Salzburg,1149,1,23,7,6,67,24,43,76
SC Rheindorf,1149,2,21,5,10,54,42,12,68
SK Sturm Gra,1149,3,16,7,13,49,39,10,55
Vienna,1149,4,16,6,14,62,51,11,54
RZ Pellets W,1149,5,14,8,14,50,53,-3,50
Rapid Vienna,1149,6,13,10,13,53,43,10,49
Mattersburg,1149,7,13,7,16,41,50,-9,46
Admira Wacke,1149,8,11,6,19,30,59,-29,39
St. Pölten,1149,9,10,7,19,46,63,-17,37
SV Josko Rie,1149,10,9,5,22,33,61,-28,32
FC Salzburg,1150,1,21,8,7,70,33,37,71
SC Rheindorf,1150,2,20,5,11,59,51,8,65
SK Sturm Gra,1150,3,17,6,13,57,46,11,57
Rapid Vienna,1150,4,14,14,8,55,36,19,56
Vienna,1150,5,17,5,14,59,49,10,56
Admira Wacke,1150,6,13,8,15,37,50,-13,47
St. Pölten,1150,7,12,9,15,47,61,-14,45
RZ Pellets W,1150,8,13,5,18,51,61,-10,44
SV Josko Rie,1150,9,12,3,21,40,62,-22,39
Mattersburg,1150,10,6,7,23,37,63,-26,25
FC Salzburg,1151,1,24,5,7,76,28,48,77
SC Rheindorf,1151,2,20,6,10,55,39,16,66
SK Sturm Gra,1151,3,19,4,13,49,35,14,61
Vienna,1151,4,18,2,16,63,52,11,56
Rapid Vienna,1151,5,14,11,11,56,36,20,53
RZ Pellets W,1151,6,13,7,16,50,64,-14,46
Admira Wacke,1151,7,13,6,17,36,56,-20,45
SV Josko Rie,1151,8,13,4,19,35,52,-17,43
St. Pölten,1151,9,9,7,20,40,72,-32,34
Mattersburg,1151,10,7,8,21,32,58,-26,29
FC Salzburg,1152,1,22,8,6,70,30,40,74
SC Rheindorf,1152,2,18,11,7,62,47,15,65
SK Sturm Gra,1152,3,18,7,11,57,38,19,61
Vienna,1152,4,18,5,13,66,57,9,59
RZ Pellets W,1152,5,14,8,14,51,55,-4,50
Admira Wacke,1152,6,13,5,18,43,63,-20,44
Rapid Vienna,1152,7,10,12,14,51,45,6,42
Mattersburg,1152,8,11,9,16,39,51,-12,42
St. Pölten,1152,9,8,11,17,41,63,-22,35
SV Josko Rie,1152,10,7,6,23,37,68,-31,27
FC Salzburg,1153,1,21,7,8,68,30,38,70
SC Rheindorf,1153,2,20,8,8,60,42,18,68
SK Sturm Gra,1153,3,20,4,12,63,37,26,64
Vienna,1153,4,19,3,14,68,58,10,60
Rapid Vienna,1153,5,14,10,12,50,38,12,52
RZ Pellets W,1153,6,13,8,15,47,53,-6,47
SV Josko Rie,1153,7,11,5,20,37,64,-27,38
St. Pölten,1153,8,8,13,15,44,62,-18,37
Admira Wacke,1153,9,10,7,19,36,60,-24,37
Mattersburg,1153,10,7,9,20,33,62,-29,30
FC Salzburg,1154,1,22,6,8,70,33,37,72
SK Sturm Gra,1154,2,20,5,11,61,35,26,65
SC Rheindorf,1154,3,19,8,9,57,39,18,65
Vienna,1154,4,16,8,12,58,47,11,56
Rapid Vienna,1154,5,13,10,13,51,46,5,49
RZ Pellets W,1154,6,14,7,15,50,55,-5,49
Admira Wacke,1154,7,11,7,18,35,60,-25,40
SV Josko Rie,1154,8,11,6,19,33,49,-16,39
St. Pölten,1154,9,9,10,17,41,65,-24,37
Mattersburg,1154,10,8,7,21,34,61,-27,31
SC Rheindorf,1155,1,20,8,8,57,39,18,68
Vienna,1155,2,20,5,11,66,56,10,65
FC Salzburg,1155,3,17,9,10,61,36,25,60
SK Sturm Gra,1155,4,19,3,14,57,39,18,60
RZ Pellets W,1155,5,15,7,14,50,48,2,52
Rapid Vienna,1155,6,10,14,12,47,43,4,44
Admira Wacke,1155,7,12,7,17,36,53,-17,43
SV Josko Rie,1155,8,12,5,19,35,51,-16,41
Mattersburg,1155,9,9,9,18,46,60,-14,36
St. Pölten,1155,10,7,11,18,42,72,-30,32
FC Salzburg,1156,1,24,7,5,71,23,48,79
SC Rheindorf,1156,2,21,6,9,54,43,11,69
Vienna,1156,3,19,3,14,61,52,9,60
SK Sturm Gra,1156,4,17,6,13,53,41,12,57
Rapid Vienna,1156,5,12,11,13,52,43,9,47
Admira Wacke,1156,6,13,6,17,35,48,-13,45
RZ Pellets W,1156,7,11,8,17,46,56,-10,41
St. Pölten,1156,8,11,8,17,43,59,-16,41
Mattersburg,1156,9,9,8,19,35,55,-20,35
SV Josko Rie,1156,10,9,5,22,26,56,-30,32
FC Salzburg,1157,1,19,10,7,66,33,33,67
SK Sturm Gra,1157,2,18,7,11,66,43,23,61
Vienna,1157,3,19,4,13,75,57,18,61
SC Rheindorf,1157,4,17,8,11,53,51,2,59
Rapid Vienna,1157,5,13,10,13,52,38,14,49
Admira Wacke,1157,6,13,9,14,43,54,-11,48
RZ Pellets W,1157,7,11,9,16,46,63,-17,42
Mattersburg,1157,8,10,9,17,38,52,-14,39
St. Pölten,1157,9,10,9,17,49,70,-21,39
SV Josko Rie,1157,10,10,5,21,36,63,-27,35
FC Salzburg,1158,1,23,6,7,71,30,41,75
SC Rheindorf,1158,2,22,7,7,67,38,29,73
SK Sturm Gra,1158,3,18,6,12,59,39,20,60
Vienna,1158,4,18,5,13,60,48,12,59
RZ Pellets W,1158,5,15,6,15,48,58,-10,51
Admira Wacke,1158,6,12,7,17,31,57,-26,43
Rapid Vienna,1158,7,10,12,14,52,42,10,42
St. Pölten,1158,8,10,8,18,41,62,-21,38
Mattersburg,1158,9,8,11,17,38,55,-17,35
SV Josko Rie,1158,10,8,4,24,25,63,-38,28
FC Salzburg,1159,1,24,7,5,82,31,51,79
SC Rheindorf,1159,2,19,6,11,56,43,13,63
SK Sturm Gra,1159,3,18,7,11,59,43,16,61
Vienna,1159,4,17,5,14,62,55,7,56
Rapid Vienna,1159,5,13,10,13,49,40,9,49
St. Pölten,1159,6,13,9,14,41,52,-11,48
RZ Pellets W,1159,7,13,8,15,47,49,-2,47
Admira Wacke,1159,8,13,4,19,32,60,-28,43
SV Josko Rie,1159,9,9,4,23,33,62,-29,31
Mattersburg,1159,10,7,8,21,30,56,-26,29
FC Salzburg,1160,1,24,7,5,82,31,51,79
SC Rheindorf,1160,2,19,7,10,60,49,11,64
SK Sturm Gra,1160,3,19,6,11,57,41,16,63
Vienna,1160,4,18,2,16,65,57,8,56
Rapid Vienna,1160,5,13,10,13,53,46,7,49
St. Pölten,1160,6,12,9,15,50,63,-13,45
RZ Pellets W,1160,7,12,6,18,42,57,-15,42
Admira Wacke,1160,8,12,6,18,39,55,-16,42
Mattersburg,1160,9,9,7,20,34,56,-22,34
SV Josko Rie,1160,10,9,6,21,38,65,-27,33
FC Salzburg,1161,1,23,6,7,73,34,39,75
SC Rheindorf,1161,2,20,6,10,59,41,18,66
Vienna,1161,3,19,5,12,65,49,16,62
SK Sturm Gra,1161,4,18,7,11,58,39,19,61
Rapid Vienna,1161,5,16,11,9,56,37,19,59
RZ Pellets W,1161,6,13,7,16,48,58,-10,46
Admira Wacke,1161,7,12,6,18,36,61,-25,42
St. Pölten,1161,8,8,9,19,37,62,-25,33
Mattersburg,1161,9,8,8,20,36,57,-21,32
SV Josko Rie,1161,10,9,3,24,35,65,-30,30
FC Salzburg,1162,1,22,9,5,67,26,41,75
SC Rheindorf,1162,2,20,9,7,63,39,24,69
Vienna,1162,3,18,3,15,62,51,11,57
SK Sturm Gra,1162,4,16,7,13,51,37,14,55
Rapid Vienna,1162,5,14,10,12,45,36,9,52
RZ Pellets W,1162,6,13,9,14,42,49,-7,48
Admira Wacke,1162,7,10,11,15,34,51,-17,41
Mattersburg,1162,8,11,6,19,37,53,-16,39
St. Pölten,1162,9,10,9,17,38,58,-20,39
SV Josko Rie,1162,10,7,5,24,27,66,-39,26
FC Salzburg,1163,1,23,9,4,67,27,40,78
SC Rheindorf,1163,2,19,6,11,53,42,11,63
Vienna,1163,3,19,5,12,57,45,12,62
SK Sturm Gra,1163,4,17,6,13,59,43,16,57
Rapid Vienna,1163,5,13,10,13,52,42,10,49
Admira Wacke,1163,6,13,8,15,34,48,-14,47
RZ Pellets W,1163,7,11,8,17,43,55,-12,41
St. Pölten,1163,8,9,11,16,39,58,-19,38
SV Josko Rie,1163,9,9,7,20,28,52,-24,34
Mattersburg,1163,10,8,8,20,33,53,-20,32
SC Rheindorf,1164,1,22,6,8,61,41,20,72
FC Salzburg,1164,2,21,7,8,71,31,40,70
Vienna,1164,3,20,5,11,65,54,11,65
SK Sturm Gra,1164,4,19,5,12,56,36,20,62
Rapid Vienna,1164,5,14,10,12,59,41,18,52
RZ Pellets W,1164,6,12,6,18,43,56,-13,42
Admira Wacke,1164,7,12,5,19,33,55,-22,41
St. Pölten,1164,8,9,9,18,36,57,-21,36
Mattersburg,1164,9,9,7,20,38,61,-23,34
SV Josko Rie,1164,10,10,4,22,32,62,-30,34
FC Salzburg,1165,1,23,7,6,71,25,46,76
SK Sturm Gra,1165,2,20,5,11,61,37,24,65
SC Rheindorf,1165,3,20,5,11,55,44,11,65
Rapid Vienna,1165,4,17,10,9,58,36,22,61
Vienna,1165,5,15,9,12,58,51,7,54
St. Pölten,1165,6,13,8,15,50,62,-12,47
RZ Pellets W,1165,7,11,6,19,45,65,-20,39
Admira Wacke,1165,8,11,6,19,34,56,-22,39
Mattersburg,1165,9,7,9,20,37,62,-25,30
SV Josko Rie,1165,10,7,7,22,27,58,-31,28
FC Salzburg,1166,1,21,6,9,66,33,33,69
SC Rheindorf,1166,2,17,8,11,52,47,5,59
Vienna,1166,3,16,9,11,60,52,8,57
SK Sturm Gra,1166,4,15,10,11,51,38,13,55
Rapid Vienna,1166,5,12,12,12,56,44,12,48
RZ Pellets W,1166,6,13,6,17,54,58,-4,45
St. Pölten,1166,7,12,7,17,47,62,-15,43
SV Josko Rie,1166,8,12,7,17,40,58,-18,43
Admira Wacke,1166,9,11,9,16,36,54,-18,42
Mattersburg,1166,10,9,10,17,40,56,-16,37
FC Salzburg,1167,1,24,4,8,73,34,39,76
SC Rheindorf,1167,2,23,6,7,57,36,21,75
Vienna,1167,3,19,4,13,68,52,16,61
SK Sturm Gra,1167,4,17,7,12,52,37,15,58
Rapid Vienna,1167,5,13,10,13,59,43,16,49
RZ Pellets W,1167,6,12,6,18,50,64,-14,42
Admira Wacke,1167,7,12,6,18,32,57,-25,42
St. Pölten,1167,8,11,8,17,48,66,-18,41
SV Josko Rie,1167,9,12,2,22,38,57,-19,38
Mattersburg,1167,10,7,7,22,35,66,-31,28
SC Rheindorf,1168,1,23,6,7,65,39,26,75
FC Salzburg,1168,2,21,7,8,64,30,34,70
SK Sturm Gra,1168,3,19,5,12,58,36,22,62
Vienna,1168,4,18,5,13,62,59,3,59
Rapid Vienna,1168,5,12,13,11,52,36,16,49
RZ Pellets W,1168,6,13,6,17,44,51,-7,45
Admira Wacke,1168,7,11,9,16,35,55,-20,42
St. Pölten,1168,8,10,11,15,41,60,-19,41
SV Josko Rie,1168,9,9,5,22,32,58,-26,32
Mattersburg,1168,10,7,7,22,29,58,-29,28
Vienna,1169,1,22,5,9,70,44,26,71
FC Salzburg,1169,2,21,7,8,71,31,40,70
SC Rheindorf,1169,3,19,7,10,51,43,8,64
SK Sturm Gra,1169,4,17,6,13,51,36,15,57
Rapid Vienna,1169,5,12,12,12,51,46,5,48
RZ Pellets W,1169,6,13,6,17,49,54,-5,45
Mattersburg,1169,7,11,9,16,39,51,-12,42
Admira Wacke,1169,8,10,9,17,36,64,-28,39
SV Josko Rie,1169,9,9,6,21,33,57,-24,33
St. Pölten,1169,10,7,11,18,39,64,-25,32
FC Salzburg,1170,1,21,6,9,76,37,39,69
Vienna,1170,2,22,2,12,64,54,10,68
SC Rheindorf,1170,3,19,7,10,65,51,14,64
SK Sturm Gra,1170,4,16,7,13,59,44,15,55
Rapid Vienna,1170,5,13,11,12,54,38,16,50
St. Pölten,1170,6,12,8,16,47,64,-17,44
RZ Pellets W,1170,7,12,7,17,48,59,-11,43
Admira Wacke,1170,8,12,7,17,36,58,-22,43
Mattersburg,1170,9,10,6,20,36,53,-17,36
SV Josko Rie,1170,10,9,7,20,32,59,-27,34
FC Salzburg,1171,1,21,7,8,70,39,31,70
SC Rheindorf,1171,2,19,8,9,58,43,15,65
SK Sturm Gra,1171,3,18,5,13,59,41,18,59
Vienna,1171,4,17,7,12,68,58,10,58
RZ Pellets W,1171,5,13,9,14,53,56,-3,48
Rapid Vienna,1171,6,11,13,12,55,44,11,46
Admira Wacke,1171,7,12,7,17,45,65,-20,43
SV Josko Rie,1171,8,13,3,20,43,65,-22,42
Mattersburg,1171,9,9,9,18,36,53,-17,36
St. Pölten,1171,10,8,10,18,37,60,-23,34
FC Salzburg,1172,1,24,7,5,67,22,45,79
Vienna,1172,2,19,5,12,66,52,14,62
SC Rheindorf,1172,3,18,6,12,57,49,8,60
Rapid Vienna,1172,4,15,9,12,59,44,15,54
SK Sturm Gra,1172,5,16,6,14,61,47,14,54
Admira Wacke,1172,6,13,6,17,39,57,-18,45
RZ Pellets W,1172,7,12,8,16,52,58,-6,44
Mattersburg,1172,8,11,7,18,32,51,-19,40
SV Josko Rie,1172,9,9,7,20,38,62,-24,34
St. Pölten,1172,10,9,7,20,40,69,-29,34
FC Salzburg,1173,1,21,9,6,71,34,37,72
Vienna,1173,2,20,6,10,70,47,23,66
SC Rheindorf,1173,3,19,9,8,59,43,16,66
SK Sturm Gra,1173,4,18,9,9,56,36,20,63
Rapid Vienna,1173,5,14,10,12,61,46,15,52
RZ Pellets W,1173,6,13,6,17,52,58,-6,45
Admira Wacke,1173,7,11,7,18,39,62,-23,40
SV Josko Rie,1173,8,11,4,21,39,62,-23,37
Mattersburg,1173,9,8,7,21,35,64,-29,31
St. Pölten,1173,10,7,9,20,42,72,-30,30
FC Salzburg,1174,1,23,7,6,72,30,42,76
SC Rheindorf,1174,2,19,7,10,56,42,14,64
Vienna,1174,3,18,5,13,59,49,10,59
SK Sturm Gra,1174,4,15,8,13,57,42,15,53
Rapid Vienna,1174,5,14,8,14,49,47,2,50
RZ Pellets W,1174,6,14,7,15,49,52,-3,49
Admira Wacke,1174,7,12,8,16,31,52,-21,44
St. Pölten,1174,8,11,10,15,42,56,-14,43
SV Josko Rie,1174,9,10,5,21,37,60,-23,35
Mattersburg,1174,10,7,9,20,34,56,-22,30
FC Salzburg,1175,1,22,8,6,78,37,41,74
SK Sturm Gra,1175,2,19,7,10,59,39,20,64
Vienna,1175,3,20,4,12,67,56,11,64
SC Rheindorf,1175,4,18,8,10,60,44,16,62
Rapid Vienna,1175,5,13,12,11,56,42,14,51
Mattersburg,1175,6,10,10,16,39,50,-11,40
St. Pölten,1175,7,11,7,18,44,61,-17,40
Admira Wacke,1175,8,12,4,20,36,63,-27,40
RZ Pellets W,1175,9,10,8,18,45,64,-19,38
SV Josko Rie,1175,10,9,4,23,32,60,-28,31
FC Salzburg,1176,1,23,7,6,65,26,39,76
Vienna,1176,2,20,5,11,67,48,19,65
SK Sturm Gra,1176,3,18,6,12,61,39,22,60
SC Rheindorf,1176,4,16,10,10,54,47,7,58
Rapid Vienna,1176,5,12,13,11,48,35,13,49
RZ Pellets W,1176,6,13,7,16,45,54,-9,46
Admira Wacke,1176,7,13,6,17,38,60,-22,45
SV Josko Rie,1176,8,10,5,21,30,59,-29,35
St. Pölten,1176,9,8,10,18,42,61,-19,34
Mattersburg,1176,10,8,9,19,32,53,-21,33
FC Salzburg,1177,1,23,8,5,79,31,48,77
SC Rheindorf,1177,2,21,7,8,56,43,13,70
SK Sturm Gra,1177,3,21,5,10,57,38,19,68
Vienna,1177,4,17,4,15,64,61,3,55
Rapid Vienna,1177,5,14,10,12,59,44,15,52
RZ Pellets W,1177,6,11,7,18,46,54,-8,40
St. Pölten,1177,7,10,10,16,41,60,-19,40
Admira Wacke,1177,8,11,7,18,36,58,-22,40
SV Josko Rie,1177,9,10,4,22,35,61,-26,34
Mattersburg,1177,10,7,8,21,33,56,-23,29
FC Salzburg,1178,1,23,7,6,72,28,44,76
SC Rheindorf,1178,2,19,6,11,51,41,10,63
SK Sturm Gra,1178,3,18,8,10,55,40,15,62
Vienna,1178,4,19,4,13,58,50,8,61
Rapid Vienna,1178,5,13,10,13,53,40,13,49
RZ Pellets W,1178,6,12,8,16,42,51,-9,44
Admira Wacke,1178,7,11,8,17,36,56,-20,41
SV Josko Rie,1178,8,11,5,20,33,54,-21,38
St. Pölten,1178,9,9,8,19,39,63,-24,35
Mattersburg,1178,10,7,12,17,40,56,-16,33
SC Rheindorf,1179,1,21,7,8,61,36,25,70
FC Salzburg,1179,2,20,9,7,64,30,34,69
SK Sturm Gra,1179,3,18,4,14,56,35,21,58
Vienna,1179,4,17,7,12,64,52,12,58
St. Pölten,1179,5,13,8,15,44,55,-11,47
RZ Pellets W,1179,6,13,6,17,38,52,-14,45
Rapid Vienna,1179,7,11,11,14,44,46,-2,44
Admira Wacke,1179,8,12,7,17,39,62,-23,43
SV Josko Rie,1179,9,11,4,21,38,60,-22,37
Mattersburg,1179,10,8,9,19,30,50,-20,33
FC Salzburg,1180,1,20,8,8,69,35,34,68
SC Rheindorf,1180,2,20,6,10,55,41,14,66
SK Sturm Gra,1180,3,19,5,12,56,39,17,62
Vienna,1180,4,17,7,12,64,50,14,58
RZ Pellets W,1180,5,15,5,16,53,59,-6,50
Admira Wacke,1180,6,14,6,16,39,58,-19,48
Rapid Vienna,1180,7,12,10,14,50,41,9,46
Mattersburg,1180,8,12,8,16,43,51,-8,44
St. Pölten,1180,9,10,7,19,44,68,-24,37
SV Josko Rie,1180,10,8,4,24,26,57,-31,28
FC Salzburg,1181,1,23,8,5,77,30,47,77
SC Rheindorf,1181,2,19,8,9,52,39,13,65
SK Sturm Gra,1181,3,18,5,13,57,44,13,59
Vienna,1181,4,18,5,13,62,52,10,59
Rapid Vienna,1181,5,15,11,10,56,36,20,56
RZ Pellets W,1181,6,14,5,17,44,55,-11,47
Admira Wacke,1181,7,11,7,18,33,55,-22,40
Mattersburg,1181,8,9,10,17,35,51,-16,37
St. Pölten,1181,9,9,9,18,43,64,-21,36
SV Josko Rie,1181,10,6,8,22,30,63,-33,26
FC Salzburg,1182,1,23,5,8,70,33,37,74
SC Rheindorf,1182,2,21,5,10,54,47,7,68
SK Sturm Gra,1182,3,18,7,11,56,33,23,61
Vienna,1182,4,17,4,15,55,56,-1,55
RZ Pellets W,1182,5,16,6,14,60,49,11,54
Rapid Vienna,1182,6,13,11,12,56,44,12,50
Admira Wacke,1182,7,14,6,16,35,48,-13,48
St. Pölten,1182,8,10,8,18,42,62,-20,38
SV Josko Rie,1182,9,8,6,22,29,55,-26,30
Mattersburg,1182,10,7,8,21,37,67,-30,29
FC Salzburg,1183,1,23,7,6,74,32,42,76
SK Sturm Gra,1183,2,18,6,12,59,40,19,60
Vienna,1183,3,18,5,13,62,51,11,59
SC Rheindorf,1183,4,17,8,11,48,44,4,59
RZ Pellets W,1183,5,14,6,16,49,57,-8,48
Admira Wacke,1183,6,13,7,16,37,53,-16,46
Rapid Vienna,1183,7,12,9,15,54,50,4,45
St. Pölten,1183,8,11,8,17,45,59,-14,41
SV Josko Rie,1183,9,9,10,17,36,54,-18,37
Mattersburg,1183,10,7,10,19,34,58,-24,31
FC Salzburg,1184,1,24,6,6,65,28,37,78
SC Rheindorf,1184,2,21,7,8,63,44,19,70
Vienna,1184,3,21,3,12,71,51,20,66
SK Sturm Gra,1184,4,16,5,15,60,49,11,53
RZ Pellets W,1184,5,14,6,16,50,56,-6,48
Rapid Vienna,1184,6,12,10,14,52,44,8,46
St. Pölten,1184,7,10,10,16,37,62,-25,40
Admira Wacke,1184,8,10,7,19,37,56,-19,37
Mattersburg,1184,9,9,8,19,38,57,-19,35
SV Josko Rie,1184,10,10,4,22,37,63,-26,34
FC Salzburg,1185,1,20,8,8,63,29,34,68
SC Rheindorf,1185,2,20,8,8,52,36,16,68
SK Sturm Gra,1185,3,19,7,10,58,31,27,64
Vienna,1185,4,17,7,12,65,49,16,58
Rapid Vienna,1185,5,14,11,11,55,40,15,53
Admira Wacke,1185,6,12,9,15,31,52,-21,45
St. Pölten,1185,7,11,9,16,42,57,-15,42
RZ Pellets W,1185,8,11,5,20,43,63,-20,38
Mattersburg,1185,9,9,9,18,37,51,-14,36
SV Josko Rie,1185,10,8,5,23,28,66,-38,29
SC Rheindorf,1186,1,20,9,7,64,45,19,69
FC Salzburg,1186,2,19,9,8,62,28,34,66
Vienna,1186,3,20,4,12,69,55,14,64
SK Sturm Gra,1186,4,17,8,11,55,39,16,59
RZ Pellets W,1186,5,13,8,15,50,55,-5,47
