team,n,rank,w,d,l,gf,ga,gd,pts
Stranraer,2742,5,15,5,16,55,68,-13,50
East Fife,2742,6,14,3,19,51,64,-13,45
Airdrieon,2742,7,11,11,14,46,58,-12,44
Forfar,2742,8,10,5,21,38,65,-27,35
Queen's Park,2742,9,7,10,19,41,72,-31,31
Albion,2742,10,8,6,22,59,81,-22,30
Raith,2743,1,23,8,5,71,32,39,77
Ayr,2743,2,24,4,8,98,43,55,76
Arbroath,2743,3,18,8,10,72,48,24,62
Alloa,2743,4,17,8,11,56,46,10,59
Stranraer,2743,5,16,5,15,58,65,-7,53
Airdrieon,2743,6,11,11,14,47,58,-11,44
East Fife,2743,7,13,3,20,48,67,-19,42
Forfar,2743,8,10,5,21,38,66,-28,35
Albion,2743,9,8,6,22,58,86,-28,30
Queen's Park,2743,10,6,10,20,39,74,-35,28
Raith,2744,1,22,9,5,69,33,36,75
Ayr,2744,2,23,5,8,92,44,48,74
Arbroath,2744,3,18,8,10,74,48,26,62
Alloa,2744,4,17,9,10,57,44,13,60
Stranraer,2744,5,15,5,16,55,66,-11,50
East Fife,2744,6,14,3,19,49,64,-15,45
Airdrieon,2744,7,11,11,14,49,61,-12,44
Forfar,2744,8,10,5,21,41,68,-27,35
Albion,2744,9,8,7,21,59,80,-21,31
Queen's Park,2744,10,6,10,20,39,76,-37,28
Raith,2745,1,23,8,5,69,32,37,77
Ayr,2745,2,24,4,8,93,43,50,76
Arbroath,2745,3,17,8,11,71,51,20,59
Alloa,2745,4,17,8,11,56,44,12,59
Stranraer,2745,5,16,5,15,57,64,-7,53
Airdrieon,2745,6,11,11,14,46,58,-12,44
East Fife,2745,7,13,3,20,47,66,-19,42
Forfar,2745,8,10,5,21,38,65,-27,35
Queen's Park,2745,9,7,10,19,42,73,-31,31
Albion,2745,10,8,6,22,58,81,-23,30
Raith,2746,1,23,8,5,71,32,39,77
Ayr,2746,2,24,4,8,92,43,49,76
Arbroath,2746,3,18,8,10,72,49,23,62
Alloa,2746,4,17,8,11,56,46,10,59
Stranraer,2746,5,16,5,15,56,64,-8,53
Airdrieon,2746,6,11,11,14,46,58,-12,44
East Fife,2746,7,13,3,20,47,65,-18,42
Forfar,2746,8,10,5,21,38,65,-27,35
Albion,2746,9,8,6,22,58,80,-22,30
Queen's Park,2746,10,6,10,20,40,74,-34,28
Raith,2747,1,23,8,5,70,33,37,77
Ayr,2747,2,24,4,8,92,43,49,76
Arbroath,2747,3,18,8,10,73,48,25,62
Alloa,2747,4,17,8,11,57,45,12,59
Stranraer,2747,5,15,6,15,56,65,-9,51
Airdrieon,2747,6,11,11,14,47,59,-12,44
East Fife,2747,7,13,4,19,48,65,-17,43
Forfar,2747,8,10,5,21,39,66,-27,35
Albion,2747,9,8,6,22,58,80,-22,30
Queen's Park,2747,10,6,10,20,39,75,-36,28
Raith,2748,1,23,8,5,70,33,37,77
Ayr,2748,2,23,5,8,90,42,48,74
Arbroath,2748,3,18,8,10,71,48,23,62
Alloa,2748,4,17,8,11,57,45,12,59
Stranraer,2748,5,16,5,15,57,65,-8,53
Airdrieon,2748,6,11,11,14,48,59,-11,44
East Fife,2748,7,13,3,20,48,66,-18,42
Forfar,2748,8,10,5,21,39,67,-28,35
Albion,2748,9,8,7,21,57,78,-21,31
Queen's Park,2748,10,6,10,20,39,73,-34,28
Ayr,2749,1,24,4,8,93,44,49,76
Raith,2749,2,22,9,5,68,32,36,75
Arbroath,2749,3,18,8,10,73,49,24,62
Alloa,2749,4,17,9,10,56,43,13,60
Stranraer,2749,5,15,5,16,55,66,-11,50
East Fife,2749,6,14,3,19,49,64,-15,45
Airdrieon,2749,7,10,12,14,46,59,-13,42
Forfar,2749,8,10,6,20,39,65,-26,36
Albion,2749,9,8,6,22,59,81,-22,30
Queen's Park,2749,10,6,10,20,40,75,-35,28
Ayr,2750,1,24,4,8,95,44,51,76
Raith,2750,2,22,9,5,69,33,36,75
Arbroath,2750,3,17,9,10,71,49,22,60
Alloa,2750,4,17,9,10,57,44,13,60
Stranraer,2750,5,15,5,16,55,66,-11,50
East Fife,2750,6,14,3,19,49,64,-15,45
Airdrieon,2750,7,10,11,15,45,59,-14,41
Forfar,2750,8,11,5,20,39,64,-25,38
Albion,2750,9,8,6,22,59,83,-24,30
Queen's Park,2750,10,6,11,19,40,73,-33,29
Ayr,2751,1,24,4,8,98,43,55,76
Raith,2751,2,22,8,6,68,34,34,74
Arbroath,2751,3,18,8,10,72,48,24,62
Alloa,2751,4,18,8,10,58,43,15,62
Stranraer,2751,5,16,5,15,60,67,-7,53
Airdrieon,2751,6,10,12,14,45,58,-13,42
East Fife,2751,7,13,3,20,50,69,-19,42
Forfar,2751,8,10,6,20,38,64,-26,36
Albion,2751,9,8,6,22,58,86,-28,30
Queen's Park,2751,10,6,10,20,39,74,-35,28
Raith,2752,1,23,8,5,69,32,37,77
Ayr,2752,2,23,5,8,93,45,48,74
Arbroath,2752,3,17,9,10,71,49,22,60
Alloa,2752,4,17,8,11,56,44,12,59
Stranraer,2752,5,16,5,15,56,64,-8,53
Airdrieon,2752,6,10,12,14,45,58,-13,42
East Fife,2752,7,13,3,20,47,65,-18,42
Forfar,2752,8,10,6,20,38,64,-26,36
Albion,2752,9,8,7,21,60,81,-21,31
Queen's Park,2752,10,6,11,19,40,73,-33,29
Ayr,2753,1,24,4,8,95,44,51,76
Raith,2753,2,22,8,6,68,33,35,74
Arbroath,2753,3,18,8,10,73,48,25,62
Alloa,2753,4,18,8,10,57,43,14,62
Stranraer,2753,5,15,5,16,55,65,-10,50
East Fife,2753,6,14,3,19,48,64,-16,45
Airdrieon,2753,7,10,11,15,45,59,-14,41
Forfar,2753,8,11,5,20,39,64,-25,38
Albion,2753,9,8,6,22,59,83,-24,30
Queen's Park,2753,10,6,10,20,39,75,-36,28
Raith,2754,1,22,9,5,68,32,36,75
Ayr,2754,2,23,5,8,91,43,48,74
Arbroath,2754,3,18,8,10,71,48,23,62
Alloa,2754,4,17,9,10,56,43,13,60
Stranraer,2754,5,15,5,16,56,66,-10,50
East Fife,2754,6,14,3,19,49,65,-16,45
Airdrieon,2754,7,11,11,14,49,59,-10,44
Forfar,2754,8,10,5,21,39,68,-29,35
Albion,2754,9,8,7,21,58,79,-21,31
Queen's Park,2754,10,6,10,20,39,73,-34,28
Raith,2755,1,23,8,5,71,34,37,77
Ayr,2755,2,23,4,9,93,46,47,73
Arbroath,2755,3,18,8,10,73,49,24,62
Alloa,2755,4,17,8,11,58,46,12,59
Stranraer,2755,5,15,6,15,56,65,-9,51
East Fife,2755,6,13,4,19,48,65,-17,43
Airdrieon,2755,7,10,11,15,45,59,-14,41
Forfar,2755,8,11,5,20,39,64,-25,38
Albion,2755,9,9,6,21,61,81,-20,33
Queen's Park,2755,10,6,10,20,40,75,-35,28
Raith,2756,1,23,8,5,69,32,37,77
Ayr,2756,2,24,4,8,92,42,50,76
Arbroath,2756,3,17,8,11,70,50,20,59
Alloa,2756,4,17,8,11,56,44,12,59
Stranraer,2756,5,16,5,15,57,64,-7,53
Airdrieon,2756,6,11,11,14,49,58,-9,44
East Fife,2756,7,13,3,20,47,66,-19,42
Forfar,2756,8,10,5,21,38,68,-30,35
Queen's Park,2756,9,7,10,19,41,72,-31,31
Albion,2756,10,8,6,22,57,80,-23,30
Ayr,2757,1,24,4,8,94,44,50,76
Raith,2757,2,22,9,5,69,33,36,75
Arbroath,2757,3,18,8,10,73,48,25,62
Alloa,2757,4,17,9,10,57,44,13,60
Stranraer,2757,5,16,5,15,58,66,-8,53
Airdrieon,2757,6,11,11,14,47,58,-11,44
East Fife,2757,7,13,3,20,49,67,-18,42
Forfar,2757,8,10,5,21,38,66,-28,35
Albion,2757,9,8,6,22,59,82,-23,30
Queen's Park,2757,10,6,10,20,39,75,-36,28
Ayr,2758,1,24,4,8,95,43,52,76
Raith,2758,2,22,9,5,70,34,36,75
Alloa,2758,3,17,9,10,58,45,13,60
Arbroath,2758,4,17,8,11,73,54,19,59
Stranraer,2758,5,16,5,15,58,65,-7,53
Airdrieon,2758,6,11,11,14,48,58,-10,44
East Fife,2758,7,13,3,20,48,67,-19,42
Forfar,2758,8,10,5,21,38,67,-29,35
Queen's Park,2758,9,7,10,19,45,75,-30,31
Albion,2758,10,8,6,22,58,83,-25,30
Ayr,2759,1,24,4,8,92,43,49,76
Raith,2759,2,22,9,5,69,33,36,75
Arbroath,2759,3,18,8,10,74,49,25,62
Alloa,2759,4,17,9,10,57,44,13,60
Stranraer,2759,5,16,5,15,58,65,-7,53
Airdrieon,2759,6,11,11,14,48,60,-12,44
East Fife,2759,7,13,3,20,48,67,-19,42
Forfar,2759,8,10,5,21,40,67,-27,35
Albion,2759,9,8,6,22,58,80,-22,30
Queen's Park,2759,10,6,10,20,40,76,-36,28
Ayr,2760,1,23,5,8,93,45,48,74
Raith,2760,2,22,8,6,68,33,35,74
Alloa,2760,3,18,8,10,57,43,14,62
Arbroath,2760,4,17,8,11,70,49,21,59
Stranraer,2760,5,15,6,15,55,64,-9,51
East Fife,2760,6,13,4,19,47,64,-17,43
Airdrieon,2760,7,10,11,15,47,61,-14,41
Forfar,2760,8,11,5,20,41,66,-25,38
Albion,2760,9,8,7,21,60,81,-21,31
Queen's Park,2760,10,7,10,19,40,72,-32,31
Ayr,2761,1,23,5,8,92,44,48,74
Raith,2761,2,22,8,6,68,34,34,74
Arbroath,2761,3,18,8,10,72,49,23,62
Alloa,2761,4,18,8,10,58,43,15,62
Stranraer,2761,5,15,5,16,56,67,-11,50
East Fife,2761,6,14,3,19,50,65,-15,45
Airdrieon,2761,7,10,11,15,45,59,-14,41
Forfar,2761,8,11,5,20,39,64,-25,38
Albion,2761,9,8,7,21,59,80,-21,31
Queen's Park,2761,10,6,10,20,40,74,-34,28
Raith,2762,1,23,8,5,70,33,37,77
Ayr,2762,2,23,4,9,90,43,47,73
Arbroath,2762,3,17,9,10,71,49,22,60
Alloa,2762,4,17,8,11,57,45,12,59
Stranraer,2762,5,15,6,15,57,66,-9,51
East Fife,2762,6,13,4,19,49,66,-17,43
Airdrieon,2762,7,10,12,14,46,59,-13,42
Forfar,2762,8,10,6,20,39,65,-26,36
Albion,2762,9,9,6,21,58,78,-20,33
Queen's Park,2762,10,6,11,19,40,73,-33,29
Ayr,2763,1,24,4,8,92,43,49,76
Raith,2763,2,22,9,5,71,35,36,75
Arbroath,2763,3,18,8,10,72,48,24,62
Alloa,2763,4,17,9,10,59,46,13,60
Stranraer,2763,5,15,6,15,56,65,-9,51
Airdrieon,2763,6,11,11,14,47,59,-12,44
East Fife,2763,7,13,4,19,48,65,-17,43
Forfar,2763,8,10,5,21,39,66,-27,35
Albion,2763,9,8,6,22,58,80,-22,30
Queen's Park,2763,10,6,10,20,39,74,-35,28
Raith,2764,1,23,8,5,73,34,39,77
Ayr,2764,2,24,4,8,94,43,51,76
Arbroath,2764,3,18,8,10,71,48,23,62
Alloa,2764,4,17,8,11,58,48,10,59
Stranraer,2764,5,16,5,15,56,64,-8,53
Airdrieon,2764,6,10,12,14,47,60,-13,42
East Fife,2764,7,13,3,20,47,65,-18,42
Forfar,2764,8,10,6,20,40,66,-26,36
Albion,2764,9,8,6,22,58,82,-24,30
Queen's Park,2764,10,6,10,20,39,73,-34,28
Raith,2765,1,23,8,5,69,32,37,77
Ayr,2765,2,24,4,8,95,44,51,76
Arbroath,2765,3,18,8,10,72,49,23,62
Alloa,2765,4,17,8,11,56,44,12,59
Stranraer,2765,5,15,5,16,55,67,-12,50
East Fife,2765,6,14,3,19,50,64,-14,45
Airdrieon,2765,7,10,11,15,46,62,-16,41
Forfar,2765,8,11,5,20,42,65,-23,38
Albion,2765,9,8,6,22,59,83,-24,30
Queen's Park,2765,10,6,10,20,40,74,-34,28
Raith,2766,1,23,8,5,70,33,37,77
Ayr,2766,2,24,4,8,94,44,50,76
Arbroath,2766,3,18,8,10,73,49,24,62
Alloa,2766,4,17,8,11,57,45,12,59
Stranraer,2766,5,15,5,16,55,65,-10,50
East Fife,2766,6,14,3,19,48,64,-16,45
Airdrieon,2766,7,11,11,14,46,58,-12,44
Forfar,2766,8,10,5,21,38,65,-27,35
Albion,2766,9,8,6,22,59,82,-23,30
Queen's Park,2766,10,6,10,20,40,75,-35,28
Ayr,2767,1,24,4,8,95,45,50,76
Raith,2767,2,22,8,6,68,36,32,74
Arbroath,2767,3,18,8,10,75,49,26,62
Alloa,2767,4,18,8,10,60,43,17,62
Stranraer,2767,5,15,6,15,56,65,-9,51
East Fife,2767,6,13,4,19,48,65,-17,43
Airdrieon,2767,7,10,12,14,46,59,-13,42
Forfar,2767,8,10,6,20,39,65,-26,36
Albion,2767,9,8,6,22,60,83,-23,30
Queen's Park,2767,10,6,10,20,40,77,-37,28
Raith,2768,1,23,8,5,71,32,39,77
Ayr,2768,2,23,5,8,92,44,48,74
Arbroath,2768,3,18,8,10,73,49,24,62
Alloa,2768,4,17,8,11,56,46,10,59
Stranraer,2768,5,16,5,15,57,65,-8,53
Airdrieon,2768,6,11,11,14,47,59,-12,44
East Fife,2768,7,13,3,20,48,66,-18,42
Forfar,2768,8,10,5,21,39,66,-27,35
Albion,2768,9,8,7,21,59,80,-21,31
Queen's Park,2768,10,6,10,20,40,75,-35,28
Raith,2769,1,22,9,5,68,32,36,75
Ayr,2769,2,23,5,8,91,43,48,74
Arbroath,2769,3,18,8,10,76,48,28,62
Alloa,2769,4,17,9,10,56,43,13,60
Stranraer,2769,5,15,6,15,57,66,-9,51
East Fife,2769,6,13,4,19,49,66,-17,43
Airdrieon,2769,7,10,11,15,46,60,-14,41
Forfar,2769,8,11,5,20,40,65,-25,38
Albion,2769,9,8,7,21,58,79,-21,31
Queen's Park,2769,10,6,10,20,39,78,-39,28
Ayr,2770,1,24,4,8,94,43,51,76
Raith,2770,2,22,8,6,68,34,34,74
Arbroath,2770,3,18,8,10,74,51,23,62
Alloa,2770,4,18,8,10,58,43,15,62
Stranraer,2770,5,15,5,16,55,65,-10,50
East Fife,2770,6,14,3,19,48,64,-16,45
Airdrieon,2770,7,11,11,14,48,59,-11,44
Forfar,2770,8,10,5,21,39,67,-28,35
Albion,2770,9,8,6,22,58,82,-24,30
Queen's Park,2770,10,6,10,20,42,76,-34,28
Raith,2771,1,23,8,5,69,32,37,77
Ayr,2771,2,23,4,9,91,44,47,73
Arbroath,2771,3,18,8,10,73,48,25,62
Alloa,2771,4,17,8,11,56,44,12,59
Stranraer,2771,5,15,5,16,55,67,-12,50
East Fife,2771,6,14,3,19,50,64,-14,45
Airdrieon,2771,7,11,11,14,47,59,-12,44
Forfar,2771,8,10,5,21,39,66,-27,35
Albion,2771,9,9,6,21,59,79,-20,33
Queen's Park,2771,10,6,10,20,39,75,-36,28
Raith,2772,1,23,8,5,72,35,37,77
Ayr,2772,2,24,4,8,94,43,51,76
Arbroath,2772,3,18,8,10,73,49,24,62
Alloa,2772,4,17,8,11,59,47,12,59
Stranraer,2772,5,15,5,16,56,66,-10,50
East Fife,2772,6,14,3,19,49,65,-16,45
Airdrieon,2772,7,11,11,14,47,58,-11,44
Forfar,2772,8,10,5,21,38,66,-28,35
Albion,2772,9,8,6,22,58,82,-24,30
Queen's Park,2772,10,6,10,20,40,75,-35,28
Raith,2773,1,23,8,5,69,32,37,77
Ayr,2773,2,24,4,8,94,43,51,76
Arbroath,2773,3,17,9,10,71,49,22,60
Alloa,2773,4,17,8,11,56,44,12,59
Stranraer,2773,5,15,5,16,56,67,-11,50
East Fife,2773,6,14,3,19,50,65,-15,45
Airdrieon,2773,7,11,11,14,48,60,-12,44
Forfar,2773,8,10,5,21,40,67,-27,35
Albion,2773,9,8,6,22,58,82,-24,30
Queen's Park,2773,10,6,11,19,40,73,-33,29
Ayr,2774,1,24,4,8,92,43,49,76
Raith,2774,2,22,9,5,68,32,36,75
Arbroath,2774,3,17,9,10,70,48,22,60
Alloa,2774,4,17,9,10,56,43,13,60
Stranraer,2774,5,16,5,15,57,64,-7,53
Airdrieon,2774,6,11,11,14,48,58,-10,44
East Fife,2774,7,13,3,20,47,66,-19,42
Forfar,2774,8,10,5,21,38,67,-29,35
Albion,2774,9,8,6,22,58,80,-22,30
Queen's Park,2774,10,6,11,19,39,72,-33,29
Raith,2775,1,23,8,5,69,32,37,77
Ayr,2775,2,24,4,8,96,43,53,76
Arbroath,2775,3,18,8,10,71,48,23,62
Alloa,2775,4,17,8,11,56,44,12,59
Stranraer,2775,5,15,6,15,59,68,-9,51
East Fife,2775,6,13,4,19,51,68,-17,43
Airdrieon,2775,7,10,12,14,46,59,-13,42
Forfar,2775,8,10,6,20,39,65,-26,36
Albion,2775,9,8,6,22,58,84,-26,30
Queen's Park,2775,10,6,10,20,39,73,-34,28
Raith,2776,1,23,8,5,70,33,37,77
Ayr,2776,2,24,4,8,95,44,51,76
Arbroath,2776,3,17,9,10,70,48,22,60
Alloa,2776,4,17,8,11,57,45,12,59
Stranraer,2776,5,16,5,15,60,66,-6,53
Airdrieon,2776,6,11,11,14,48,59,-11,44
East Fife,2776,7,13,3,20,49,69,-20,42
Forfar,2776,8,10,5,21,39,67,-28,35
Albion,2776,9,8,6,22,59,83,-24,30
Queen's Park,2776,10,6,11,19,39,72,-33,29
Ayr,2777,1,24,4,8,94,42,52,76
Raith,2777,2,22,8,6,68,36,32,74
Arbroath,2777,3,18,8,10,73,48,25,62
Alloa,2777,4,18,8,10,60,43,17,62
Stranraer,2777,5,16,5,15,57,65,-8,53
East Fife,2777,6,13,3,20,48,66,-18,42
Airdrieon,2777,7,10,11,15,45,62,-17,41
Forfar,2777,8,11,5,20,42,64,-22,38
Albion,2777,9,8,6,22,57,82,-25,30
Queen's Park,2777,10,6,10,20,39,75,-36,28
Ayr,2778,1,24,4,8,95,43,52,76
Raith,2778,2,22,8,6,69,34,35,74
Alloa,2778,3,18,8,10,58,44,14,62
Arbroath,2778,4,17,8,11,70,51,19,59
Stranraer,2778,5,15,6,15,57,66,-9,51
Airdrieon,2778,6,11,11,14,50,58,-8,44
East Fife,2778,7,13,4,19,49,66,-17,43
Forfar,2778,8,10,5,21,38,69,-31,35
Queen's Park,2778,9,7,10,19,42,72,-30,31
Albion,2778,10,8,6,22,58,83,-25,30
Raith,2779,1,23,8,5,69,32,37,77
Ayr,2779,2,24,4,8,94,43,51,76
Arbroath,2779,3,17,9,10,70,48,22,60
Alloa,2779,4,17,8,11,56,44,12,59
Stranraer,2779,5,16,5,15,57,65,-8,53
Airdrieon,2779,6,10,12,14,47,60,-13,42
East Fife,2779,7,13,3,20,48,66,-18,42
Forfar,2779,8,10,6,20,40,66,-26,36
Albion,2779,9,8,6,22,58,82,-24,30
Queen's Park,2779,10,6,11,19,39,72,-33,29
Raith,2780,1,23,8,5,72,32,40,77
Ayr,2780,2,24,4,8,98,46,52,76
Arbroath,2780,3,17,9,10,73,51,22,60
Alloa,2780,4,17,8,11,56,47,9,59
Stranraer,2780,5,15,5,16,56,66,-10,50
East Fife,2780,6,14,3,19,49,65,-16,45
Airdrieon,2780,7,11,11,14,46,58,-12,44
Forfar,2780,8,10,5,21,38,65,-27,35
Albion,2780,9,8,6,22,61,86,-25,30
Queen's Park,2780,10,6,11,19,42,75,-33,29
Raith,2781,1,23,8,5,70,33,37,77
Ayr,2781,2,23,4,9,91,44,47,73
Arbroath,2781,3,18,8,10,73,50,23,62
Alloa,2781,4,17,8,11,57,45,12,59
Stranraer,2781,5,15,5,16,56,67,-11,50
East Fife,2781,6,14,3,19,50,65,-15,45
Airdrieon,2781,7,10,12,14,48,61,-13,42
Forfar,2781,8,10,6,20,41,67,-26,36
Albion,2781,9,9,6,21,59,79,-20,33
Queen's Park,2781,10,6,10,20,41,75,-34,28
Raith,2782,1,23,8,5,70,33,37,77
Ayr,2782,2,24,4,8,93,42,51,76
Arbroath,2782,3,17,8,11,71,50,21,59
Alloa,2782,4,17,8,11,57,45,12,59
Stranraer,2782,5,16,5,15,56,64,-8,53
Airdrieon,2782,6,10,12,14,46,59,-13,42
East Fife,2782,7,13,3,20,47,65,-18,42
Forfar,2782,8,10,6,20,39,65,-26,36
Queen's Park,2782,9,7,10,19,41,73,-32,31
Albion,2782,10,8,6,22,57,81,-24,30
Raith,2783,1,23,8,5,70,33,37,77
Ayr,2783,2,24,4,8,93,43,50,76
Arbroath,2783,3,18,8,10,72,49,23,62
Alloa,2783,4,17,8,11,57,45,12,59
Stranraer,2783,5,15,5,16,56,66,-10,50
East Fife,2783,6,14,3,19,49,65,-16,45
Airdrieon,2783,7,10,12,14,47,60,-13,42
Forfar,2783,8,10,6,20,40,66,-26,36
Albion,2783,9,8,6,22,58,81,-23,30
Queen's Park,2783,10,6,10,20,40,74,-34,28
Ayr,2784,1,24,4,8,92,43,49,76
Raith,2784,2,22,9,5,68,32,36,75
Alloa,2784,3,17,9,10,56,43,13,60
Arbroath,2784,4,17,8,11,73,52,21,59
Stranraer,2784,5,15,6,15,57,66,-9,51
East Fife,2784,6,13,4,19,49,66,-17,43
Airdrieon,2784,7,10,11,15,45,59,-14,41
Forfar,2784,8,11,5,20,39,64,-25,38
Queen's Park,2784,9,7,10,19,43,75,-32,31
Albion,2784,10,8,6,22,58,80,-22,30
Raith,2785,1,23,8,5,70,33,37,77
Ayr,2785,2,24,4,8,94,42,52,76
Arbroath,2785,3,18,8,10,73,48,25,62
Alloa,2785,4,17,8,11,57,45,12,59
Stranraer,2785,5,15,5,16,56,66,-10,50
East Fife,2785,6,14,3,19,49,65,-16,45
Airdrieon,2785,7,11,11,14,47,59,-12,44
Forfar,2785,8,10,5,21,39,66,-27,35
Albion,2785,9,8,6,22,57,82,-25,30
Queen's Park,2785,10,6,10,20,39,75,-36,28
Raith,2786,1,23,8,5,70,32,38,77
Ayr,2786,2,24,4,8,93,44,49,76
Arbroath,2786,3,18,8,10,71,48,23,62
Alloa,2786,4,17,8,11,56,45,11,59
Stranraer,2786,5,15,6,15,56,65,-9,51
East Fife,2786,6,13,4,19,48,65,-17,43
Airdrieon,2786,7,10,11,15,45,59,-14,41
Forfar,2786,8,11,5,20,39,64,-25,38
Albion,2786,9,8,6,22,59,81,-22,30
Queen's Park,2786,10,6,10,20,39,73,-34,28
Raith,2787,1,23,8,5,69,32,37,77
Ayr,2787,2,23,5,8,92,44,48,74
Arbroath,2787,3,17,8,11,71,50,21,59
Alloa,2787,4,17,8,11,56,44,12,59
Stranraer,2787,5,15,5,16,55,68,-13,50
East Fife,2787,6,14,3,19,51,64,-13,45
Airdrieon,2787,7,11,11,14,48,58,-10,44
Forfar,2787,8,10,5,21,38,67,-29,35
Albion,2787,9,8,7,21,59,80,-21,31
Queen's Park,2787,10,7,10,19,41,73,-32,31
Ayr,2788,1,24,4,8,95,43,52,76
Raith,2788,2,22,9,5,69,33,36,75
Alloa,2788,3,17,9,10,57,44,13,60
Arbroath,2788,4,17,8,11,70,50,20,59
Stranraer,2788,5,15,5,16,58,68,-10,50
East Fife,2788,6,14,3,19,51,67,-16,45
Airdrieon,2788,7,11,11,14,46,58,-12,44
Forfar,2788,8,10,5,21,38,65,-27,35
Queen's Park,2788,9,7,10,19,41,72,-31,31
Albion,2788,10,8,6,22,58,83,-25,30
Raith,2789,1,23,8,5,70,32,38,77
Ayr,2789,2,24,4,8,92,43,49,76
Arbroath,2789,3,17,8,11,73,52,21,59
Alloa,2789,4,17,8,11,56,45,11,59
Stranraer,2789,5,15,5,16,57,68,-11,50
East Fife,2789,6,14,3,19,51,66,-15,45
Airdrieon,2789,7,10,11,15,45,59,-14,41
Forfar,2789,8,11,5,20,39,64,-25,38
Queen's Park,2789,9,7,10,19,43,75,-32,31
Albion,2789,10,8,6,22,58,80,-22,30
Raith,2790,1,22,9,5,69,33,36,75
Ayr,2790,2,23,4,9,92,45,47,73
Arbroath,2790,3,18,8,10,73,49,24,62
Alloa,2790,4,17,9,10,57,44,13,60
Stranraer,2790,5,15,5,16,55,65,-10,50
East Fife,2790,6,14,3,19,48,64,-16,45
Airdrieon,2790,7,11,11,14,49,58,-9,44
Forfar,2790,8,10,5,21,38,68,-30,35
Albion,2790,9,9,6,21,60,80,-20,33
Queen's Park,2790,10,6,10,20,40,75,-35,28
Ayr,2791,1,24,4,8,92,42,50,76
Raith,2791,2,22,8,6,68,33,35,74
Arbroath,2791,3,18,8,10,72,49,23,62
Alloa,2791,4,18,8,10,57,43,14,62
Stranraer,2791,5,15,6,15,56,65,-9,51
Airdrieon,2791,6,11,11,14,46,58,-12,44
East Fife,2791,7,13,4,19,48,65,-17,43
Forfar,2791,8,10,5,21,38,65,-27,35
Albion,2791,9,8,6,22,57,80,-23,30
Queen's Park,2791,10,6,10,20,40,74,-34,28
Ayr,2792,1,24,4,8,91,42,49,76
Raith,2792,2,22,9,5,69,33,36,75
Arbroath,2792,3,18,8,10,74,50,24,62
Alloa,2792,4,17,9,10,57,44,13,60
Stranraer,2792,5,15,5,16,55,65,-10,50
East Fife,2792,6,14,3,19,48,64,-16,45
Airdrieon,2792,7,11,11,14,46,58,-12,44
Forfar,2792,8,10,5,21,38,65,-27,35
Albion,2792,9,8,6,22,57,79,-22,30
Queen's Park,2792,10,6,10,20,41,76,-35,28
Raith,2793,1,23,8,5,70,32,38,77
Ayr,2793,2,24,4,8,93,43,50,76
Arbroath,2793,3,17,9,10,71,49,22,60
Alloa,2793,4,17,8,11,56,45,11,59
Stranraer,2793,5,16,5,15,58,66,-8,53
Airdrieon,2793,6,10,12,14,46,59,-13,42
East Fife,2793,7,13,3,20,49,67,-18,42
Forfar,2793,8,10,6,20,39,65,-26,36
Albion,2793,9,8,6,22,58,81,-23,30
Queen's Park,2793,10,6,11,19,40,73,-33,29
Ayr,2794,1,24,4,8,92,42,50,76
Raith,2794,2,22,9,5,69,33,36,75
Arbroath,2794,3,17,9,10,71,49,22,60
Alloa,2794,4,17,9,10,57,44,13,60
Stranraer,2794,5,15,5,16,55,66,-11,50
East Fife,2794,6,14,3,19,49,64,-15,45
Airdrieon,2794,7,10,11,15,45,59,-14,41
Forfar,2794,8,11,5,20,39,64,-25,38
Albion,2794,9,8,6,22,57,80,-23,30
Queen's Park,2794,10,6,11,19,40,73,-33,29
Ayr,2795,1,24,4,8,95,43,52,76
Raith,2795,2,22,8,6,68,33,35,74
Arbroath,2795,3,18,8,10,72,49,23,62
Alloa,2795,4,18,8,10,57,43,14,62
Stranraer,2795,5,15,5,16,55,65,-10,50
East Fife,2795,6,14,3,19,48,64,-16,45
Airdrieon,2795,7,11,11,14,47,59,-12,44
Forfar,2795,8,10,5,21,39,66,-27,35
Albion,2795,9,8,6,22,58,83,-25,30
Queen's Park,2795,10,6,10,20,40,74,-34,28
Ayr,2796,1,24,4,8,92,42,50,76
Raith,2796,2,22,9,5,68,32,36,75
Arbroath,2796,3,17,9,10,71,49,22,60
Alloa,2796,4,17,9,10,56,43,13,60
Stranraer,2796,5,15,5,16,56,66,-10,50
East Fife,2796,6,14,3,19,49,65,-16,45
Airdrieon,2796,7,11,11,14,46,58,-12,44
Forfar,2796,8,10,5,21,38,65,-27,35
Albion,2796,9,8,6,22,57,80,-23,30
Queen's Park,2796,10,6,11,19,40,73,-33,29
Ayr,2797,1,23,5,8,91,43,48,74
Raith,2797,2,22,8,6,69,34,35,74
Alloa,2797,3,18,8,10,58,44,14,62
Arbroath,2797,4,17,9,10,71,49,22,60
Stranraer,2797,5,15,5,16,55,65,-10,50
East Fife,2797,6,14,3,19,48,64,-16,45
Airdrieon,2797,7,10,11,15,46,60,-14,41
Forfar,2797,8,11,5,20,40,65,-25,38
Albion,2797,9,8,7,21,58,79,-21,31
Queen's Park,2797,10,6,11,19,40,73,-33,29
Raith,2798,1,23,8,5,70,32,38,77
Ayr,2798,2,24,4,8,96,43,53,76
