team,n,rank,w,d,l,gf,ga,gd,pts
Copenhagen,3004,3,16,4,10,60,42,18,52
FC Nords,3004,4,15,6,9,75,49,26,51
AaB,3004,5,8,11,11,38,49,-11,35
Sonderjyske,3004,6,8,6,10,28,29,-1,30
AC Horsens,3004,7,5,12,13,32,58,-26,27
Lyngby,3004,8,4,9,11,27,44,-17,21
Randers FC,3004,9,5,6,13,23,40,-17,21
Silkeborg IF,3004,10,5,4,13,27,46,-19,19
AGF Aarhus,3004,11,4,7,11,18,38,-20,19
Brondby,3005,1,21,6,3,67,29,38,69
FC Midtjylla,3005,2,19,5,6,64,42,22,62
FC Nords,3005,3,14,9,7,72,46,26,51
Copenhagen,3005,4,14,6,10,58,43,15,48
AaB,3005,5,7,13,10,39,44,-5,34
Sonderjyske,3005,6,8,6,10,28,29,-1,30
AC Horsens,3005,7,5,13,12,34,56,-22,28
Lyngby,3005,8,4,9,11,28,44,-16,21
Silkeborg IF,3005,9,6,3,13,26,44,-18,21
Randers FC,3005,10,5,6,13,23,41,-18,21
AGF Aarhus,3005,11,4,6,12,16,37,-21,18
Brondby,3006,1,22,5,3,75,31,44,71
FC Midtjylla,3006,2,18,6,6,64,42,22,60
Copenhagen,3006,3,17,4,9,61,42,19,55
FC Nords,3006,4,12,8,10,69,52,17,44
AaB,3006,5,7,13,10,34,38,-4,34
Sonderjyske,3006,6,8,6,10,28,29,-1,30
AC Horsens,3006,7,6,12,12,32,56,-24,30
Randers FC,3006,8,5,7,12,24,40,-16,22
AGF Aarhus,3006,9,5,6,11,20,37,-17,21
Lyngby,3006,10,3,10,11,27,45,-18,19
Silkeborg IF,3006,11,5,3,14,26,48,-22,18
Brondby,3007,1,21,5,4,72,35,37,68
FC Midtjylla,3007,2,20,5,5,67,39,28,65
FC Nords,3007,3,14,7,9,70,50,20,49
Copenhagen,3007,4,13,5,12,60,51,9,44
AaB,3007,5,8,12,10,39,44,-5,36
AC Horsens,3007,6,7,12,11,37,52,-15,33
Sonderjyske,3007,7,8,6,10,28,29,-1,30
Randers FC,3007,8,5,7,12,24,40,-16,22
Lyngby,3007,9,3,10,11,27,45,-18,19
Silkeborg IF,3007,10,5,4,13,26,45,-19,19
AGF Aarhus,3007,11,4,7,11,17,37,-20,19
Brondby,3008,1,23,5,2,73,28,45,74
FC Midtjylla,3008,2,20,5,5,64,38,26,65
Copenhagen,3008,3,15,4,11,59,40,19,49
FC Nords,3008,4,12,9,9,68,52,16,45
AC Horsens,3008,5,6,13,11,36,51,-15,31
Sonderjyske,3008,6,8,6,10,28,29,-1,30
AaB,3008,7,6,12,12,32,49,-17,30
Randers FC,3008,8,6,6,12,25,39,-14,24
Silkeborg IF,3008,9,6,3,13,28,44,-16,21
Lyngby,3008,10,3,9,12,26,46,-20,18
AGF Aarhus,3008,11,4,6,12,16,39,-23,18
FC Midtjylla,3009,1,21,4,5,63,35,28,67
Brondby,3009,2,19,6,5,66,36,30,63
FC Nords,3009,3,15,7,8,75,49,26,52
Copenhagen,3009,4,14,6,10,58,44,14,48
AC Horsens,3009,5,7,13,10,36,50,-14,34
Sonderjyske,3009,6,8,6,10,28,29,-1,30
AaB,3009,7,6,12,12,36,46,-10,30
Lyngby,3009,8,4,9,11,28,44,-16,21
Randers FC,3009,9,5,6,13,23,41,-18,21
AGF Aarhus,3009,10,5,6,11,19,37,-18,21
Silkeborg IF,3009,11,5,3,14,26,47,-21,18
FC Midtjylla,3010,1,21,4,5,71,37,34,67
Brondby,3010,2,19,6,5,70,37,33,63
FC Nords,3010,3,15,7,8,75,53,22,52
Copenhagen,3010,4,13,6,11,52,44,8,45
AC Horsens,3010,5,8,12,10,35,50,-15,36
AaB,3010,6,7,11,12,34,42,-8,32
Sonderjyske,3010,7,8,6,10,28,29,-1,30
Lyngby,3010,8,4,9,11,30,44,-14,21
Silkeborg IF,3010,9,6,3,13,26,44,-18,21
Randers FC,3010,10,5,6,13,23,43,-20,21
AGF Aarhus,3010,11,4,6,12,16,37,-21,18
Brondby,3011,1,21,6,3,70,32,38,69
FC Midtjylla,3011,2,18,5,7,66,48,18,59
FC Nords,3011,3,15,7,8,73,47,26,52
Copenhagen,3011,4,14,6,10,59,45,14,48
AC Horsens,3011,5,6,16,8,38,52,-14,34
Sonderjyske,3011,6,8,6,10,28,29,-1,30
AaB,3011,7,6,12,12,33,41,-8,30
Randers FC,3011,8,6,6,12,24,39,-15,24
Silkeborg IF,3011,9,5,4,13,25,44,-19,19
AGF Aarhus,3011,10,4,7,11,16,36,-20,19
Lyngby,3011,11,3,9,12,26,45,-19,18
Brondby,3012,1,20,7,3,72,33,39,67
FC Midtjylla,3012,2,20,6,4,62,35,27,66
FC Nords,3012,3,14,8,8,74,53,21,50
Copenhagen,3012,4,14,6,10,58,42,16,48
AaB,3012,5,6,14,10,38,44,-6,32
Sonderjyske,3012,6,8,6,10,28,29,-1,30
AC Horsens,3012,7,5,13,12,31,54,-23,28
Lyngby,3012,8,4,9,11,29,44,-15,21
Silkeborg IF,3012,9,6,3,13,26,44,-18,21
Randers FC,3012,10,5,6,13,23,42,-19,21
AGF Aarhus,3012,11,4,6,12,16,37,-21,18
Brondby,3013,1,23,5,2,75,30,45,74
FC Midtjylla,3013,2,19,5,6,66,42,24,62
FC Nords,3013,3,15,7,8,73,48,25,52
Copenhagen,3013,4,14,5,11,57,44,13,47
Sonderjyske,3013,5,8,6,10,28,29,-1,30
AaB,3013,6,6,12,12,36,49,-13,30
AC Horsens,3013,7,6,12,12,35,55,-20,30
Lyngby,3013,8,4,9,11,28,45,-17,21
Randers FC,3013,9,5,6,13,24,41,-17,21
Silkeborg IF,3013,10,6,3,13,27,45,-18,21
AGF Aarhus,3013,11,4,6,12,17,38,-21,18
Brondby,3014,1,20,7,3,70,35,35,67
FC Midtjylla,3014,2,19,6,5,66,39,27,63
FC Nords,3014,3,15,7,8,77,51,26,52
Copenhagen,3014,4,13,4,13,56,49,7,43
AaB,3014,5,8,12,10,38,41,-3,36
AC Horsens,3014,6,6,14,10,33,51,-18,32
Sonderjyske,3014,7,8,6,10,28,29,-1,30
Randers FC,3014,8,6,6,12,25,39,-14,24
AGF Aarhus,3014,9,5,6,11,18,36,-18,21
Lyngby,3014,10,3,9,12,26,46,-20,18
Silkeborg IF,3014,11,5,3,14,25,46,-21,18
Brondby,3015,1,22,6,2,73,30,43,72
FC Midtjylla,3015,2,18,5,7,64,41,23,59
FC Nords,3015,3,14,7,9,72,46,26,49
Copenhagen,3015,4,14,5,11,56,46,10,47
AaB,3015,5,7,12,11,36,47,-11,33
AC Horsens,3015,6,6,15,9,32,49,-17,33
Sonderjyske,3015,7,8,6,10,28,29,-1,30
Lyngby,3015,8,4,9,11,28,45,-17,21
Randers FC,3015,9,5,6,13,24,41,-17,21
AGF Aarhus,3015,10,5,6,11,17,36,-19,21
Silkeborg IF,3015,11,5,3,14,25,45,-20,18
Brondby,3016,1,21,7,2,78,35,43,70
FC Midtjylla,3016,2,20,5,5,67,40,27,65
FC Nords,3016,3,14,6,10,78,54,24,48
Copenhagen,3016,4,13,7,10,57,45,12,46
AaB,3016,5,7,13,10,38,47,-9,34
Sonderjyske,3016,6,8,6,10,28,29,-1,30
AC Horsens,3016,7,5,14,11,30,53,-23,29
Randers FC,3016,8,6,6,12,24,39,-15,24
Silkeborg IF,3016,9,5,4,13,27,46,-19,19
AGF Aarhus,3016,10,4,7,11,18,38,-20,19
Lyngby,3016,11,3,9,12,26,45,-19,18
Brondby,3017,1,22,6,2,76,34,42,72
FC Midtjylla,3017,2,18,6,6,64,43,21,60
FC Nords,3017,3,15,6,9,78,55,23,51
Copenhagen,3017,4,14,6,10,60,46,14,48
AaB,3017,5,6,14,10,36,43,-7,32
Sonderjyske,3017,6,8,6,10,28,29,-1,30
AC Horsens,3017,7,5,14,11,36,55,-19,29
Randers FC,3017,8,5,7,12,25,41,-16,22
AGF Aarhus,3017,9,5,6,11,19,38,-19,21
Lyngby,3017,10,3,10,11,28,46,-18,19
Silkeborg IF,3017,11,5,3,14,27,47,-20,18
FC Midtjylla,3018,1,20,5,5,64,39,25,65
Brondby,3018,2,19,6,5,67,35,32,63
FC Nords,3018,3,15,7,8,72,49,23,52
Copenhagen,3018,4,15,4,11,59,42,17,49
AC Horsens,3018,5,8,13,9,38,50,-12,37
Sonderjyske,3018,6,8,6,10,28,29,-1,30
AaB,3018,7,6,11,13,36,47,-11,29
Randers FC,3018,8,5,7,12,24,40,-16,22
AGF Aarhus,3018,9,5,6,11,17,36,-19,21
Lyngby,3018,10,3,10,11,27,45,-18,19
Silkeborg IF,3018,11,5,3,14,25,45,-20,18
Brondby,3019,1,21,5,4,72,34,38,68
FC Midtjylla,3019,2,19,5,6,63,40,23,62
FC Nords,3019,3,15,6,9,74,50,24,51
Copenhagen,3019,4,13,6,11,56,44,12,45
AaB,3019,5,8,12,10,36,42,-6,36
AC Horsens,3019,6,6,14,10,37,54,-17,32
Sonderjyske,3019,7,8,6,10,28,29,-1,30
Lyngby,3019,8,4,9,11,28,45,-17,21
Randers FC,3019,9,5,6,13,24,41,-17,21
Silkeborg IF,3019,10,5,4,13,27,46,-19,19
AGF Aarhus,3019,11,4,7,11,18,38,-20,19
Brondby,3020,1,20,6,4,66,30,36,66
FC Midtjylla,3020,2,20,5,5,69,39,30,65
FC Nords,3020,3,15,6,9,76,50,26,51
Copenhagen,3020,4,12,5,13,55,56,-1,41
AaB,3020,5,8,12,10,41,42,-1,36
AC Horsens,3020,6,8,12,10,39,55,-16,36
Sonderjyske,3020,7,8,6,10,28,29,-1,30
Randers FC,3020,8,6,6,12,25,39,-14,24
Silkeborg IF,3020,9,6,3,13,28,44,-16,21
Lyngby,3020,10,3,9,12,26,46,-20,18
AGF Aarhus,3020,11,4,6,12,16,39,-23,18
FC Midtjylla,3021,1,21,5,4,65,37,28,68
Brondby,3021,2,18,6,6,69,39,30,60
FC Nords,3021,3,15,8,7,79,51,28,53
Copenhagen,3021,4,13,4,13,56,50,6,43
AC Horsens,3021,5,8,12,10,41,51,-10,36
AaB,3021,6,7,13,10,38,46,-8,34
Sonderjyske,3021,7,8,6,10,28,29,-1,30
Lyngby,3021,8,4,9,11,29,44,-15,21
Randers FC,3021,9,5,6,13,23,42,-19,21
Silkeborg IF,3021,10,5,4,13,25,44,-19,19
AGF Aarhus,3021,11,4,7,11,16,36,-20,19
Brondby,3022,1,21,7,2,69,28,41,70
FC Midtjylla,3022,2,17,5,8,58,41,17,56
FC Nords,3022,3,15,7,8,72,46,26,52
Copenhagen,3022,4,14,6,10,55,41,14,48
AaB,3022,5,9,12,9,37,38,-1,39
Sonderjyske,3022,6,8,6,10,28,29,-1,30
AC Horsens,3022,7,5,13,12,31,54,-23,28
Randers FC,3022,8,6,6,12,25,40,-15,24
Silkeborg IF,3022,9,6,3,13,27,45,-18,21
Lyngby,3022,10,3,9,12,27,46,-19,18
AGF Aarhus,3022,11,4,6,12,17,38,-21,18
Brondby,3023,1,21,7,2,72,32,40,70
FC Midtjylla,3023,2,20,5,5,67,40,27,65
FC Nords,3023,3,12,7,11,67,53,14,43
Copenhagen,3023,4,12,6,12,57,48,9,42
AaB,3023,5,8,13,9,39,40,-1,37
AC Horsens,3023,6,8,12,10,36,51,-15,36
Sonderjyske,3023,7,8,6,10,28,29,-1,30
Randers FC,3023,8,6,6,12,25,39,-14,24
AGF Aarhus,3023,9,5,6,11,19,37,-18,21
Lyngby,3023,10,3,9,12,26,46,-20,18
Silkeborg IF,3023,11,5,3,14,26,47,-21,18
Brondby,3024,1,18,7,5,67,36,31,61
FC Midtjylla,3024,2,19,4,7,68,45,23,61
FC Nords,3024,3,15,7,8,73,47,26,52
Copenhagen,3024,4,14,6,10,59,44,15,48
AaB,3024,5,9,13,8,42,43,-1,40
AC Horsens,3024,6,6,13,11,35,55,-20,31
Sonderjyske,3024,7,8,6,10,28,29,-1,30
Randers FC,3024,8,5,7,12,24,40,-16,22
Lyngby,3024,9,3,10,11,27,45,-18,19
Silkeborg IF,3024,10,5,4,13,27,46,-19,19
AGF Aarhus,3024,11,4,7,11,18,38,-20,19
FC Midtjylla,3025,1,22,4,4,70,36,34,70
Brondby,3025,2,20,7,3,69,31,38,67
FC Nords,3025,3,13,7,10,72,54,18,46
Copenhagen,3025,4,12,7,11,57,47,10,43
AC Horsens,3025,5,7,13,10,33,51,-18,34
AaB,3025,6,7,12,11,37,45,-8,33
Sonderjyske,3025,7,8,6,10,28,29,-1,30
Lyngby,3025,8,4,9,11,27,44,-17,21
Randers FC,3025,9,5,6,13,23,40,-17,21
AGF Aarhus,3025,10,5,6,11,17,36,-19,21
Silkeborg IF,3025,11,5,3,14,25,45,-20,18
Brondby,3026,1,22,6,2,77,32,45,72
FC Midtjylla,3026,2,20,4,6,67,38,29,64
FC Nords,3026,3,14,8,8,73,52,21,50
Copenhagen,3026,4,12,8,10,56,45,11,44
AaB,3026,5,6,13,11,34,46,-12,31
AC Horsens,3026,6,6,13,11,36,56,-20,31
Sonderjyske,3026,7,8,6,10,28,29,-1,30
Lyngby,3026,8,4,9,11,30,45,-15,21
Randers FC,3026,9,5,6,13,24,43,-19,21
Silkeborg IF,3026,10,5,4,13,26,45,-19,19
AGF Aarhus,3026,11,4,7,11,17,37,-20,19
Brondby,3027,1,22,5,3,76,33,43,71
FC Midtjylla,3027,2,19,4,7,68,44,24,61
FC Nords,3027,3,14,7,9,74,53,21,49
Copenhagen,3027,4,14,5,11,60,47,13,47
AC Horsens,3027,5,7,14,9,39,53,-14,35
AaB,3027,6,6,13,11,36,49,-13,31
Sonderjyske,3027,7,8,6,10,28,29,-1,30
Randers FC,3027,8,6,6,12,24,39,-15,24
Silkeborg IF,3027,9,6,3,13,27,45,-18,21
Lyngby,3027,10,3,9,12,26,45,-19,18
AGF Aarhus,3027,11,4,6,12,17,38,-21,18
Brondby,3028,1,21,6,3,73,33,40,69
FC Midtjylla,3028,2,21,4,5,68,35,33,67
FC Nords,3028,3,14,7,9,74,57,17,49
Copenhagen,3028,4,13,6,11,56,46,10,45
AaB,3028,5,8,11,11,36,43,-7,35
Sonderjyske,3028,6,8,6,10,28,29,-1,30
AC Horsens,3028,7,5,14,11,33,52,-19,29
Lyngby,3028,8,4,9,11,29,45,-16,21
Randers FC,3028,9,5,6,13,24,42,-18,21
AGF Aarhus,3028,10,5,6,11,18,37,-19,21
Silkeborg IF,3028,11,5,3,14,26,46,-20,18
Brondby,3029,1,22,6,2,77,34,43,72
FC Midtjylla,3029,2,19,5,6,68,45,23,62
FC Nords,3029,3,15,6,9,73,49,24,51
Copenhagen,3029,4,14,4,12,59,45,14,46
AC Horsens,3029,5,7,12,11,34,57,-23,33
AaB,3029,6,7,11,12,33,40,-7,32
Sonderjyske,3029,7,8,6,10,28,29,-1,30
Lyngby,3029,8,4,9,11,27,44,-17,21
Randers FC,3029,9,5,6,13,23,40,-17,21
Silkeborg IF,3029,10,6,3,13,26,44,-18,21
AGF Aarhus,3029,11,4,6,12,16,37,-21,18
Brondby,3030,1,20,7,3,71,32,39,67
FC Midtjylla,3030,2,20,4,6,67,42,25,64
FC Nords,3030,3,15,7,8,72,51,21,52
Copenhagen,3030,4,14,5,11,55,42,13,47
AaB,3030,5,8,11,11,36,40,-4,35
Sonderjyske,3030,6,8,6,10,28,29,-1,30
AC Horsens,3030,7,6,12,12,31,51,-20,30
Lyngby,3030,8,4,9,11,27,44,-17,21
Silkeborg IF,3030,8,6,3,13,27,44,-17,21
Randers FC,3030,10,5,6,13,23,40,-17,21
AGF Aarhus,3030,11,4,6,12,16,38,-22,18
Brondby,3031,1,20,6,4,71,37,34,66
FC Midtjylla,3031,2,18,5,7,64,40,24,59
FC Nords,3031,3,15,7,8,73,50,23,52
Copenhagen,3031,4,14,6,10,61,43,18,48
AaB,3031,5,8,12,10,40,47,-7,36
AC Horsens,3031,6,7,12,11,35,53,-18,33
Sonderjyske,3031,7,8,6,10,28,29,-1,30
Randers FC,3031,8,5,7,12,26,42,-16,22
Lyngby,3031,9,3,10,11,29,47,-18,19
Silkeborg IF,3031,10,5,4,13,27,46,-19,19
AGF Aarhus,3031,11,4,7,11,18,38,-20,19
Brondby,3032,1,21,5,4,72,35,37,68
FC Midtjylla,3032,2,20,4,6,67,40,27,64
FC Nords,3032,3,16,6,8,78,47,31,54
Copenhagen,3032,4,15,4,11,58,45,13,49
AaB,3032,5,7,11,12,35,45,-10,32
Sonderjyske,3032,6,8,6,10,28,29,-1,30
AC Horsens,3032,7,6,12,12,32,56,-24,30
Lyngby,3032,8,4,9,11,29,46,-17,21
Randers FC,3032,9,5,6,13,25,42,-17,21
Silkeborg IF,3032,10,6,3,13,26,44,-18,21
AGF Aarhus,3032,11,4,6,12,16,37,-21,18
Brondby,3033,1,21,6,3,73,34,39,69
FC Midtjylla,3033,2,20,5,5,67,38,29,65
FC Nords,3033,3,14,8,8,76,52,24,50
Copenhagen,3033,4,13,7,10,58,44,14,46
AaB,3033,5,7,12,11,34,44,-10,33
Sonderjyske,3033,6,8,6,10,28,29,-1,30
AC Horsens,3033,7,6,12,12,33,55,-22,30
Randers FC,3033,8,5,7,12,25,41,-16,22
AGF Aarhus,3033,9,5,6,11,18,37,-19,21
Lyngby,3033,10,3,10,11,28,46,-18,19
Silkeborg IF,3033,11,5,3,14,26,46,-20,18
Brondby,3034,1,20,7,3,67,32,35,67
FC Midtjylla,3034,2,20,5,5,63,34,29,65
FC Nords,3034,3,14,8,8,71,51,20,50
Copenhagen,3034,4,14,5,11,55,42,13,47
AaB,3034,5,7,12,11,35,41,-6,33
Sonderjyske,3034,6,8,6,10,28,29,-1,30
AC Horsens,3034,7,5,15,10,33,50,-17,30
Randers FC,3034,8,6,6,12,24,39,-15,24
Silkeborg IF,3034,9,6,3,13,27,44,-17,21
Lyngby,3034,10,3,9,12,26,45,-19,18
AGF Aarhus,3034,11,4,6,12,16,38,-22,18
Brondby,3035,1,21,6,3,70,31,39,69
FC Midtjylla,3035,2,19,4,7,62,38,24,61
Copenhagen,3035,3,15,5,10,57,45,12,50
FC Nords,3035,4,14,7,9,74,52,22,49
AaB,3035,5,8,12,10,40,43,-3,36
Sonderjyske,3035,6,8,6,10,28,29,-1,30
AC Horsens,3035,7,6,12,12,34,54,-20,30
Randers FC,3035,8,6,6,12,24,39,-15,24
AGF Aarhus,3035,9,5,6,11,18,36,-18,21
Lyngby,3035,10,3,9,12,26,45,-19,18
Silkeborg IF,3035,11,5,3,14,25,46,-21,18
Brondby,3036,1,21,7,2,72,30,42,70
FC Midtjylla,3036,2,18,6,6,63,40,23,60
Copenhagen,3036,3,14,7,9,55,40,15,49
FC Nords,3036,4,13,9,8,74,52,22,48
AC Horsens,3036,5,6,15,9,37,53,-16,33
Sonderjyske,3036,6,8,6,10,28,29,-1,30
AaB,3036,7,6,12,12,35,47,-12,30
Randers FC,3036,8,5,7,12,23,39,-16,22
Lyngby,3036,9,3,10,11,26,44,-18,19
Silkeborg IF,3036,10,5,4,13,25,44,-19,19
AGF Aarhus,3036,11,4,7,11,16,36,-20,19
Brondby,3037,1,21,6,3,73,34,39,69
FC Midtjylla,3037,2,19,4,7,65,43,22,61
FC Nords,3037,3,13,7,10,69,51,18,46
Copenhagen,3037,4,14,4,12,57,45,12,46
AaB,3037,5,10,11,9,41,41,0,41
AC Horsens,3037,6,7,12,11,36,53,-17,33
Sonderjyske,3037,7,8,6,10,28,29,-1,30
Randers FC,3037,8,5,7,12,23,39,-16,22
Silkeborg IF,3037,9,6,3,13,27,44,-17,21
Lyngby,3037,10,3,10,11,26,44,-18,19
AGF Aarhus,3037,11,4,6,12,16,38,-22,18
Brondby,3038,1,20,5,5,70,34,36,65
FC Midtjylla,3038,2,19,6,5,62,36,26,63
FC Nords,3038,3,16,6,8,78,48,30,54
Copenhagen,3038,4,14,5,11,61,53,8,47
AaB,3038,5,9,12,9,39,38,1,39
Sonderjyske,3038,6,8,6,10,28,29,-1,30
AC Horsens,3038,7,5,12,13,29,56,-27,27
Lyngby,3038,8,4,9,11,28,45,-17,21
Randers FC,3038,9,5,6,13,24,41,-17,21
Silkeborg IF,3038,10,5,4,13,25,44,-19,19
AGF Aarhus,3038,11,4,7,11,16,36,-20,19
FC Midtjylla,3039,1,20,5,5,66,38,28,65
Brondby,3039,2,19,6,5,66,35,31,63
Copenhagen,3039,3,14,7,9,58,40,18,49
FC Nords,3039,4,13,8,9,71,51,20,47
AaB,3039,5,7,13,10,34,39,-5,34
AC Horsens,3039,6,7,13,10,34,52,-18,34
Sonderjyske,3039,7,8,6,10,28,29,-1,30
Randers FC,3039,8,5,7,12,25,41,-16,22
Silkeborg IF,3039,9,6,3,13,28,46,-18,21
Lyngby,3039,10,3,10,11,28,46,-18,19
AGF Aarhus,3039,11,4,6,12,18,39,-21,18
Brondby,3040,1,20,7,3,72,32,40,67
FC Midtjylla,3040,2,20,5,5,65,37,28,65
FC Nords,3040,3,14,7,9,75,58,17,49
Copenhagen,3040,4,13,7,10,57,45,12,46
AaB,3040,5,8,11,11,39,43,-4,35
Sonderjyske,3040,6,8,6,10,28,29,-1,30
AC Horsens,3040,7,5,15,10,34,53,-19,30
Silkeborg IF,3040,8,6,3,13,29,44,-15,21
Lyngby,3040,9,4,9,11,27,44,-17,21
Randers FC,3040,10,5,6,13,23,40,-17,21
AGF Aarhus,3040,11,4,6,12,16,40,-24,18
Brondby,3041,1,21,7,2,74,33,41,70
FC Midtjylla,3041,2,19,5,6,65,39,26,62
FC Nords,3041,3,14,8,8,76,56,20,50
Copenhagen,3041,4,13,6,11,56,44,12,45
AaB,3041,5,8,11,11,38,45,-7,35
Sonderjyske,3041,6,8,6,10,28,29,-1,30
AC Horsens,3041,7,5,15,10,36,54,-18,30
Lyngby,3041,8,4,9,11,29,45,-16,21
AGF Aarhus,3041,9,5,6,11,20,37,-17,21
Randers FC,3041,10,5,6,13,24,42,-18,21
Silkeborg IF,3041,11,5,3,14,26,48,-22,18
Brondby,3042,1,20,6,4,71,35,36,66
FC Midtjylla,3042,2,20,4,6,63,38,25,64
Copenhagen,3042,3,15,4,11,59,46,13,49
FC Nords,3042,4,13,7,10,77,56,21,46
AaB,3042,5,9,11,10,38,40,-2,38
AC Horsens,3042,6,7,12,11,35,54,-19,33
Sonderjyske,3042,7,8,6,10,28,29,-1,30
Randers FC,3042,8,6,6,12,26,39,-13,24
AGF Aarhus,3042,9,5,6,11,19,37,-18,21
Lyngby,3042,10,3,9,12,26,47,-21,18
Silkeborg IF,3042,10,5,3,14,26,47,-21,18
Brondby,3043,1,21,7,2,75,28,47,70
FC Midtjylla,3043,2,21,4,5,68,37,31,67
FC Nords,3043,3,13,7,10,69,55,14,46
Copenhagen,3043,4,13,5,12,52,45,7,44
AaB,3043,5,8,12,10,39,46,-7,36
Sonderjyske,3043,6,8,6,10,28,29,-1,30
AC Horsens,3043,7,5,15,10,32,50,-18,30
Randers FC,3043,8,5,7,12,23,39,-16,22
AGF Aarhus,3043,9,5,6,11,18,37,-19,21
Lyngby,3043,10,3,10,11,26,44,-18,19
Silkeborg IF,3043,11,5,3,14,26,46,-20,18
Brondby,3044,1,20,7,3,71,36,35,67
FC Midtjylla,3044,2,18,7,5,67,39,28,61
FC Nords,3044,3,14,8,8,72,50,22,50
Copenhagen,3044,4,13,5,12,56,48,8,44
AC Horsens,3044,5,8,12,10,40,54,-14,36
AaB,3044,6,7,13,10,38,43,-5,34
Sonderjyske,3044,7,8,6,10,28,29,-1,30
Randers FC,3044,8,6,6,12,25,39,-14,24
AGF Aarhus,3044,9,5,6,11,17,36,-19,21
Lyngby,3044,10,3,9,12,26,46,-20,18
Silkeborg IF,3044,11,5,3,14,25,45,-20,18
Brondby,3045,1,20,7,3,70,34,36,67
FC Midtjylla,3045,2,19,4,7,62,38,24,61
Copenhagen,3045,3,14,7,9,62,44,18,49
FC Nords,3045,4,13,7,10,69,53,16,46
AaB,3045,5,8,13,9,37,41,-4,37
AC Horsens,3045,6,6,14,10,35,51,-16,32
Sonderjyske,3045,7,8,6,10,28,29,-1,30
Lyngby,3045,8,4,9,11,27,44,-17,21
Randers FC,3045,9,5,6,13,23,40,-17,21
AGF Aarhus,3045,10,5,6,11,19,37,-18,21
Silkeborg IF,3045,11,5,3,14,26,47,-21,18
Brondby,3046,1,21,6,3,74,32,42,69
FC Midtjylla,3046,2,18,4,8,63,47,16,58
FC Nords,3046,3,13,7,10,70,52,18,46
Copenhagen,3046,4,14,4,12,58,43,15,46
AC Horsens,3046,5,9,12,9,41,51,-10,39
AaB,3046,6,9,11,10,38,45,-7,38
Sonderjyske,3046,7,8,6,10,28,29,-1,30
Lyngby,3046,8,4,9,11,29,44,-15,21
Randers FC,3046,9,5,6,13,23,42,-19,21
Silkeborg IF,3046,10,5,4,13,25,44,-19,19
AGF Aarhus,3046,11,4,7,11,16,36,-20,19
Brondby,3047,1,21,7,2,70,31,39,70
FC Midtjylla,3047,2,18,5,7,66,44,22,59
FC Nords,3047,3,15,6,9,79,53,26,51
Copenhagen,3047,4,14,4,12,61,48,13,46
AaB,3047,5,8,13,9,34,40,-6,37
AC Horsens,3047,6,6,13,11,35,55,-20,31
Sonderjyske,3047,7,8,6,10,28,29,-1,30
Lyngby,3047,8,4,9,11,27,44,-17,21
Randers FC,3047,9,5,6,13,23,40,-17,21
AGF Aarhus,3047,10,5,6,11,20,37,-17,21
Silkeborg IF,3047,11,5,3,14,26,48,-22,18
Brondby,3048,1,21,6,3,69,32,37,69
FC Midtjylla,3048,2,20,5,5,69,42,27,65
Copenhagen,3048,3,15,6,9,64,43,21,51
FC Nords,3048,4,13,6,11,73,58,15,45
AaB,3048,5,7,12,11,39,43,-4,33
AC Horsens,3048,6,6,13,11,35,57,-22,31
Sonderjyske,3048,7,8,6,10,28,29,-1,30
Randers FC,3048,8,5,7,12,24,40,-16,22
Silkeborg IF,3048,9,6,3,13,27,45,-18,21
Lyngby,3048,10,3,10,11,27,45,-18,19
AGF Aarhus,3048,11,4,6,12,17,38,-21,18
Brondby,3049,1,21,6,3,72,32,40,69
FC Midtjylla,3049,2,20,6,4,67,36,31,66
FC Nords,3049,3,14,7,9,78,54,24,49
Copenhagen,3049,4,14,5,11,59,43,16,47
AaB,3049,5,7,12,11,35,48,-13,33
Sonderjyske,3049,6,8,6,10,28,29,-1,30
AC Horsens,3049,7,6,12,12,33,57,-24,30
Silkeborg IF,3049,8,6,3,13,30,44,-14,21
Lyngby,3049,9,4,9,11,29,44,-15,21
Randers FC,3049,10,5,6,13,23,42,-19,21
AGF Aarhus,3049,11,4,6,12,16,41,-25,18
Brondby,3050,1,20,5,5,68,38,30,65
FC Midtjylla,3050,2,19,5,6,64,41,23,62
FC Nords,3050,3,15,7,8,71,46,25,52
Copenhagen,3050,4,15,4,11,63,43,20,49
AaB,3050,5,8,13,9,37,41,-4,37
Sonderjyske,3050,6,8,6,10,28,29,-1,30
AC Horsens,3050,7,5,14,11,33,53,-20,29
Silkeborg IF,3050,8,6,3,13,29,45,-16,21
Lyngby,3050,9,4,9,11,28,44,-16,21
Randers FC,3050,10,5,6,13,23,41,-18,21
AGF Aarhus,3050,11,4,6,12,17,40,-23,18
Brondby,3051,1,23,5,2,75,29,46,74
FC Midtjylla,3051,2,18,5,7,67,48,19,59
FC Nords,3051,3,14,8,8,76,51,25,50
Copenhagen,3051,4,14,5,11,63,46,17,47
AaB,3051,5,7,13,10,38,49,-11,34
Sonderjyske,3051,6,8,6,10,28,29,-1,30
AC Horsens,3051,7,5,14,11,34,56,-22,29
Lyngby,3051,8,4,9,11,28,45,-17,21
Silkeborg IF,3051,9,6,3,13,27,44,-17,21
Randers FC,3051,10,5,6,13,24,41,-17,21
AGF Aarhus,3051,11,4,6,12,16,38,-22,18
