team,n,rank,w,d,l,gf,ga,gd,pts
Anzhi,2512,11,2,6,12,14,40,-26,12
Loko Moscow,2513,1,13,5,2,35,11,24,44
Spart Moscow,2513,2,11,5,4,40,26,14,38
CSKA Moscow,2513,3,11,3,6,27,19,8,36
Zenit,2513,4,8,8,4,23,16,7,32
Terek Grozny,2513,5,9,5,6,26,23,3,32
Krasnodar,2513,6,8,5,7,28,28,0,29
FK Rubin,2513,7,6,6,8,24,18,6,24
Din Moscow,2513,8,5,6,9,18,25,-7,21
Rostov,2513,9,4,6,10,10,18,-8,18
Amkar,2513,10,4,4,12,9,29,-20,16
Anzhi,2513,11,2,5,13,15,42,-27,11
Loko Moscow,2514,1,11,6,3,29,14,15,39
Zenit,2514,2,9,8,3,25,13,12,35
Spart Moscow,2514,3,10,5,5,38,28,10,35
CSKA Moscow,2514,4,10,4,6,27,20,7,34
Krasnodar,2514,5,8,5,7,27,26,1,29
Terek Grozny,2514,6,7,5,8,20,27,-7,26
Din Moscow,2514,7,6,6,8,20,24,-4,24
FK Rubin,2514,8,6,5,9,23,18,5,23
Amkar,2514,9,6,4,10,13,22,-9,22
Rostov,2514,10,4,6,10,10,19,-9,18
Anzhi,2514,11,3,6,11,18,39,-21,15
Loko Moscow,2515,1,12,5,3,32,15,17,41
Spart Moscow,2515,2,10,5,5,41,29,12,35
CSKA Moscow,2515,3,10,5,5,27,19,8,35
Zenit,2515,4,8,9,3,26,16,10,33
Krasnodar,2515,5,8,4,8,29,28,1,28
FK Rubin,2515,6,7,5,8,27,20,7,26
Terek Grozny,2515,7,7,5,8,20,26,-6,26
Din Moscow,2515,8,6,6,8,19,24,-5,24
Amkar,2515,9,5,4,11,11,27,-16,19
Rostov,2515,10,4,6,10,12,20,-8,18
Anzhi,2515,11,3,6,11,18,38,-20,15
Loko Moscow,2516,1,12,5,3,31,15,16,41
CSKA Moscow,2516,2,12,3,5,30,17,13,39
Spart Moscow,2516,3,10,6,4,38,26,12,36
Krasnodar,2516,4,10,4,6,33,26,7,34
Zenit,2516,5,7,8,5,21,16,5,29
Terek Grozny,2516,6,7,5,8,20,25,-5,26
Din Moscow,2516,7,5,7,8,18,24,-6,22
FK Rubin,2516,8,5,6,9,23,20,3,21
Amkar,2516,9,5,5,10,12,23,-11,20
Rostov,2516,10,4,6,10,10,19,-9,18
Anzhi,2516,11,3,5,12,15,40,-25,14
Loko Moscow,2517,1,12,5,3,31,13,18,41
CSKA Moscow,2517,2,11,3,6,28,20,8,36
Spart Moscow,2517,3,10,5,5,40,28,12,35
Krasnodar,2517,4,10,4,6,32,25,7,34
Zenit,2517,5,7,8,5,22,17,5,29
Terek Grozny,2517,6,7,6,7,20,27,-7,27
Din Moscow,2517,7,6,6,8,21,26,-5,24
FK Rubin,2517,8,6,5,9,26,22,4,23
Amkar,2517,9,5,4,11,14,26,-12,19
Rostov,2517,10,4,6,10,11,19,-8,18
Anzhi,2517,11,3,6,11,16,38,-22,15
Loko Moscow,2518,1,12,6,2,31,12,19,42
Spart Moscow,2518,2,10,6,4,38,27,11,36
CSKA Moscow,2518,3,10,3,7,25,21,4,33
Zenit,2518,4,8,8,4,23,15,8,32
Krasnodar,2518,5,9,5,6,28,24,4,32
Terek Grozny,2518,6,7,5,8,21,27,-6,26
Din Moscow,2518,7,6,7,7,19,22,-3,25
FK Rubin,2518,8,5,5,10,21,19,2,20
Amkar,2518,9,5,4,11,13,25,-12,19
Rostov,2518,10,4,6,10,10,18,-8,18
Anzhi,2518,11,4,5,11,19,38,-19,17
Loko Moscow,2519,1,11,6,3,31,15,16,39
CSKA Moscow,2519,2,11,4,5,28,17,11,37
Spart Moscow,2519,3,9,7,4,37,26,11,34
Krasnodar,2519,4,10,4,6,31,25,6,34
Zenit,2519,5,7,10,3,22,14,8,31
Terek Grozny,2519,6,8,5,7,23,25,-2,29
Din Moscow,2519,7,5,8,7,18,22,-4,23
FK Rubin,2519,8,5,6,9,22,19,3,21
Rostov,2519,9,4,7,9,11,18,-7,19
Amkar,2519,10,4,4,12,9,26,-17,16
Anzhi,2519,11,3,5,12,17,42,-25,14
Loko Moscow,2520,1,11,6,3,31,14,17,39
CSKA Moscow,2520,2,11,3,6,28,18,10,36
Spart Moscow,2520,3,10,5,5,41,30,11,35
Zenit,2520,4,9,8,3,24,14,10,35
Krasnodar,2520,5,9,5,6,29,25,4,32
Terek Grozny,2520,6,8,5,7,21,23,-2,29
FK Rubin,2520,7,6,5,9,23,19,4,23
Din Moscow,2520,8,5,6,9,20,27,-7,21
Amkar,2520,9,5,4,11,12,25,-13,19
Rostov,2520,10,4,6,10,10,19,-9,18
Anzhi,2520,11,3,5,12,15,40,-25,14
Loko Moscow,2521,1,12,6,2,33,13,20,42
CSKA Moscow,2521,2,11,3,6,29,20,9,36
Spart Moscow,2521,3,9,6,5,37,26,11,33
Zenit,2521,4,8,8,4,22,15,7,32
Krasnodar,2521,5,8,6,6,29,26,3,30
Terek Grozny,2521,6,8,6,6,23,24,-1,30
FK Rubin,2521,7,6,6,8,22,17,5,24
Rostov,2521,8,5,6,9,11,17,-6,21
Din Moscow,2521,9,5,6,9,17,26,-9,21
Amkar,2521,10,4,6,10,9,22,-13,18
Anzhi,2521,11,2,5,13,18,44,-26,11
Loko Moscow,2522,1,12,5,3,33,15,18,41
CSKA Moscow,2522,2,11,4,5,28,18,10,37
Krasnodar,2522,3,10,4,6,36,27,9,34
Spart Moscow,2522,4,9,6,5,37,29,8,33
Zenit,2522,5,7,9,4,22,16,6,30
Terek Grozny,2522,6,7,6,7,20,24,-4,27
Din Moscow,2522,7,6,7,7,19,22,-3,25
FK Rubin,2522,8,5,6,9,23,23,0,21
Rostov,2522,9,4,7,9,11,18,-7,19
Amkar,2522,10,4,5,11,11,25,-14,17
Anzhi,2522,11,3,5,12,16,39,-23,14
Loko Moscow,2523,1,13,5,2,33,11,22,44
CSKA Moscow,2523,2,11,3,6,28,21,7,36
Spart Moscow,2523,3,10,5,5,37,27,10,35
Zenit,2523,4,8,8,4,24,17,7,32
Krasnodar,2523,5,9,4,7,28,25,3,31
Terek Grozny,2523,6,8,6,6,25,24,1,30
Din Moscow,2523,7,6,6,8,20,24,-4,24
Rostov,2523,8,5,6,9,11,17,-6,21
FK Rubin,2523,9,5,5,10,21,20,1,20
Amkar,2523,10,4,4,12,9,26,-17,16
Anzhi,2523,11,2,6,12,17,41,-24,12
CSKA Moscow,2524,1,12,3,5,29,18,11,39
Loko Moscow,2524,2,11,5,4,30,16,14,38
Krasnodar,2524,3,10,4,6,33,26,7,34
Zenit,2524,4,8,8,4,22,15,7,32
Spart Moscow,2524,5,8,7,5,38,31,7,31
Terek Grozny,2524,6,7,7,6,22,24,-2,28
Din Moscow,2524,7,7,6,7,21,22,-1,27
FK Rubin,2524,8,5,5,10,22,21,1,20
Rostov,2524,9,4,7,9,12,19,-7,19
Amkar,2524,10,4,6,10,12,25,-13,18
Anzhi,2524,11,2,6,12,16,40,-24,12
Loko Moscow,2525,1,13,5,2,33,11,22,44
CSKA Moscow,2525,2,12,3,5,28,17,11,39
Spart Moscow,2525,3,10,5,5,40,28,12,35
Terek Grozny,2525,4,8,6,6,23,24,-1,30
Zenit,2525,5,7,8,5,21,18,3,29
Krasnodar,2525,6,8,4,8,27,27,0,28
FK Rubin,2525,7,7,5,8,25,18,7,26
Rostov,2525,8,5,6,9,12,17,-5,21
Din Moscow,2525,9,5,6,9,18,28,-10,21
Amkar,2525,10,4,4,12,10,25,-15,16
Anzhi,2525,11,2,6,12,16,40,-24,12
Loko Moscow,2526,1,12,6,2,31,12,19,42
CSKA Moscow,2526,2,12,3,5,28,18,10,39
Spart Moscow,2526,3,11,5,4,44,26,18,38
Terek Grozny,2526,4,9,5,6,23,23,0,32
Zenit,2526,5,7,8,5,21,15,6,29
Krasnodar,2526,6,8,5,7,29,27,2,29
Din Moscow,2526,7,6,6,8,20,26,-6,24
FK Rubin,2526,8,6,5,9,23,20,3,23
Rostov,2526,9,4,6,10,10,20,-10,18
Amkar,2526,10,4,4,12,9,26,-17,16
Anzhi,2526,11,2,5,13,16,41,-25,11
Loko Moscow,2527,1,11,6,3,32,16,16,39
CSKA Moscow,2527,2,12,3,5,29,17,12,39
Spart Moscow,2527,3,9,7,4,35,25,10,34
Krasnodar,2527,4,10,4,6,31,25,6,34
Terek Grozny,2527,5,9,5,6,24,22,2,32
Zenit,2527,6,7,9,4,23,17,6,30
FK Rubin,2527,7,6,5,9,23,19,4,23
Din Moscow,2527,8,5,7,8,18,23,-5,22
Rostov,2527,9,4,6,10,10,19,-9,18
Amkar,2527,10,4,5,11,9,23,-14,17
Anzhi,2527,11,2,5,13,14,42,-28,11
Loko Moscow,2528,1,11,5,4,30,18,12,38
CSKA Moscow,2528,2,11,3,6,27,18,9,36
Zenit,2528,3,9,8,3,26,14,12,35
Spart Moscow,2528,4,9,6,5,37,29,8,33
Krasnodar,2528,5,9,4,7,31,26,5,31
Terek Grozny,2528,6,7,7,6,21,23,-2,28
FK Rubin,2528,7,7,5,8,26,19,7,26
Din Moscow,2528,8,6,6,8,20,25,-5,24
Rostov,2528,9,4,6,10,11,19,-8,18
Amkar,2528,10,4,6,10,10,23,-13,18
Anzhi,2528,11,2,6,12,15,40,-25,12
Loko Moscow,2529,1,11,5,4,29,15,14,38
CSKA Moscow,2529,2,11,4,5,28,19,9,37
Spart Moscow,2529,3,10,6,4,44,28,16,36
Zenit,2529,4,8,9,3,24,14,10,33
Krasnodar,2529,5,9,5,6,30,25,5,32
Terek Grozny,2529,6,8,6,6,24,25,-1,30
FK Rubin,2529,7,6,6,8,23,18,5,24
Din Moscow,2529,8,5,7,8,19,24,-5,22
Rostov,2529,9,4,6,10,10,20,-10,18
Amkar,2529,10,4,4,12,11,30,-19,16
Anzhi,2529,11,2,6,12,17,41,-24,12
Loko Moscow,2530,1,12,5,3,32,14,18,41
CSKA Moscow,2530,2,10,4,6,26,19,7,34
Spart Moscow,2530,3,9,6,5,36,28,8,33
Zenit,2530,4,8,8,4,23,16,7,32
Krasnodar,2530,5,9,5,6,32,27,5,32
Din Moscow,2530,6,7,6,7,22,23,-1,27
Terek Grozny,2530,7,7,5,8,20,26,-6,26
FK Rubin,2530,8,5,6,9,24,21,3,21
Rostov,2530,9,4,7,9,10,17,-7,19
Amkar,2530,10,5,4,11,11,24,-13,19
Anzhi,2530,11,3,6,11,16,37,-21,15
Loko Moscow,2531,1,11,6,3,30,14,16,39
Zenit,2531,2,8,9,3,24,14,10,33
CSKA Moscow,2531,3,10,3,7,25,20,5,33
Spart Moscow,2531,4,9,5,6,41,30,11,32
Krasnodar,2531,5,9,4,7,30,26,4,31
Terek Grozny,2531,6,8,5,7,22,24,-2,29
FK Rubin,2531,7,7,5,8,25,18,7,26
Amkar,2531,8,6,4,10,15,26,-11,22
Rostov,2531,9,5,6,9,11,17,-6,21
Din Moscow,2531,10,5,6,9,17,28,-11,21
Anzhi,2531,11,3,5,12,15,38,-23,14
Loko Moscow,2532,1,12,6,2,31,12,19,42
Spart Moscow,2532,2,10,6,4,38,27,11,36
CSKA Moscow,2532,3,11,3,6,28,20,8,36
Zenit,2532,4,8,8,4,25,17,8,32
Krasnodar,2532,5,9,5,6,30,25,5,32
Terek Grozny,2532,6,9,5,6,24,24,0,32
Din Moscow,2532,7,6,6,8,18,23,-5,24
FK Rubin,2532,8,5,5,10,22,21,1,20
Rostov,2532,9,4,7,9,11,18,-7,19
Amkar,2532,10,4,4,12,11,26,-15,16
Anzhi,2532,11,2,5,13,15,40,-25,11
Loko Moscow,2533,1,12,5,3,31,12,19,41
Zenit,2533,2,9,8,3,24,13,11,35
CSKA Moscow,2533,3,10,3,7,25,21,4,33
Krasnodar,2533,4,9,4,7,29,27,2,31
Spart Moscow,2533,5,8,6,6,36,32,4,30
Terek Grozny,2533,6,8,6,6,22,23,-1,30
FK Rubin,2533,7,6,5,9,24,20,4,23
Din Moscow,2533,8,5,7,8,20,25,-5,22
Rostov,2533,9,5,6,9,11,17,-6,21
Amkar,2533,10,5,5,10,14,24,-10,20
Anzhi,2533,11,3,5,12,16,38,-22,14
Loko Moscow,2534,1,11,5,4,30,16,14,38
CSKA Moscow,2534,2,10,5,5,27,19,8,35
Spart Moscow,2534,3,9,7,4,37,27,10,34
Krasnodar,2534,4,10,4,6,33,25,8,34
Zenit,2534,5,8,9,3,22,13,9,33
Terek Grozny,2534,6,7,6,7,21,24,-3,27
Din Moscow,2534,7,6,7,7,21,24,-3,25
FK Rubin,2534,8,5,5,10,22,21,1,20
Rostov,2534,9,4,6,10,10,19,-9,18
Amkar,2534,10,4,6,10,9,22,-13,18
Anzhi,2534,11,3,6,11,18,40,-22,15
Loko Moscow,2535,1,13,5,2,34,11,23,44
CSKA Moscow,2535,2,11,4,5,27,18,9,37
Spart Moscow,2535,3,10,6,4,39,27,12,36
Krasnodar,2535,4,9,4,7,31,27,4,31
Terek Grozny,2535,5,8,6,6,24,24,0,30
Zenit,2535,6,7,8,5,21,17,4,29
Din Moscow,2535,7,6,6,8,20,23,-3,24
FK Rubin,2535,8,5,5,10,23,24,-1,20
Rostov,2535,9,4,6,10,12,22,-10,18
Amkar,2535,10,4,5,11,10,25,-15,17
Anzhi,2535,11,2,7,11,16,39,-23,13
Loko Moscow,2536,1,11,7,2,30,12,18,40
CSKA Moscow,2536,2,12,3,5,31,19,12,39
Spart Moscow,2536,3,9,7,4,36,27,9,34
Krasnodar,2536,4,9,5,6,29,25,4,32
Zenit,2536,5,7,9,4,23,16,7,30
Terek Grozny,2536,6,7,7,6,22,24,-2,28
Din Moscow,2536,7,6,7,7,20,22,-2,25
FK Rubin,2536,8,5,5,10,21,20,1,20
Rostov,2536,9,4,6,10,10,18,-8,18
Amkar,2536,10,4,6,10,11,24,-13,18
Anzhi,2536,11,2,6,12,15,41,-26,12
Loko Moscow,2537,1,11,7,2,31,13,18,40
CSKA Moscow,2537,2,12,3,5,31,19,12,39
Spart Moscow,2537,3,9,6,5,36,27,9,33
Krasnodar,2537,4,9,5,6,29,25,4,32
Zenit,2537,5,7,9,4,24,18,6,30
Terek Grozny,2537,6,8,5,7,22,25,-3,29
Din Moscow,2537,7,5,7,8,17,23,-6,22
FK Rubin,2537,8,5,6,9,21,18,3,21
Rostov,2537,9,4,7,9,11,18,-7,19
Amkar,2537,10,5,4,11,11,24,-13,19
Anzhi,2537,11,3,5,12,16,39,-23,14
Loko Moscow,2538,1,13,5,2,34,14,20,44
CSKA Moscow,2538,2,10,3,7,25,22,3,33
Zenit,2538,3,8,8,4,27,16,11,32
Spart Moscow,2538,4,8,6,6,36,31,5,30
Krasnodar,2538,5,8,4,8,29,29,0,28
Terek Grozny,2538,6,7,7,6,22,24,-2,28
Din Moscow,2538,7,6,7,7,20,22,-2,25
FK Rubin,2538,8,6,6,8,25,19,6,24
Amkar,2538,9,5,5,10,12,24,-12,20
Rostov,2538,10,4,7,9,12,19,-7,19
Anzhi,2538,11,3,6,11,16,38,-22,15
Loko Moscow,2539,1,12,5,3,32,13,19,41
CSKA Moscow,2539,2,11,4,5,29,18,11,37
Spart Moscow,2539,3,10,5,5,40,30,10,35
Zenit,2539,4,8,9,3,23,14,9,33
Krasnodar,2539,5,8,4,8,28,29,-1,28
Terek Grozny,2539,6,7,6,7,21,25,-4,27
Din Moscow,2539,7,6,6,8,20,25,-5,24
FK Rubin,2539,8,6,5,9,24,20,4,23
Amkar,2539,9,5,5,10,13,23,-10,20
Rostov,2539,10,4,6,10,11,20,-9,18
Anzhi,2539,11,3,5,12,17,41,-24,14
Loko Moscow,2540,1,11,5,4,30,15,15,38
CSKA Moscow,2540,2,11,4,5,29,17,12,37
Krasnodar,2540,3,10,4,6,29,24,5,34
Zenit,2540,4,8,9,3,24,14,10,33
Spart Moscow,2540,5,8,7,5,35,29,6,31
Terek Grozny,2540,6,7,5,8,21,26,-5,26
Din Moscow,2540,7,6,6,8,19,23,-4,24
FK Rubin,2540,8,6,5,9,23,18,5,23
Amkar,2540,9,5,5,10,12,23,-11,20
Rostov,2540,10,4,7,9,11,18,-7,19
Anzhi,2540,11,3,5,12,16,42,-26,14
Loko Moscow,2541,1,12,5,3,34,17,17,41
CSKA Moscow,2541,2,11,3,6,28,20,8,36
Krasnodar,2541,3,9,4,7,32,28,4,31
Zenit,2541,4,7,8,5,23,18,5,29
Spart Moscow,2541,5,8,5,7,34,31,3,29
Terek Grozny,2541,6,7,5,8,21,27,-6,26
Din Moscow,2541,7,6,7,7,20,22,-2,25
FK Rubin,2541,8,6,6,8,24,18,6,24
Amkar,2541,9,6,4,10,15,24,-9,22
Rostov,2541,10,5,6,9,11,17,-6,21
Anzhi,2541,11,4,5,11,18,38,-20,17
Loko Moscow,2542,1,11,7,2,30,12,18,40
CSKA Moscow,2542,2,11,4,5,29,20,9,37
Zenit,2542,3,7,10,3,23,15,8,31
Spart Moscow,2542,4,8,6,6,35,30,5,30
Terek Grozny,2542,5,8,6,6,21,22,-1,30
Krasnodar,2542,6,8,5,7,27,25,2,29
FK Rubin,2542,7,7,5,8,26,19,7,26
Din Moscow,2542,8,5,7,8,21,27,-6,22
Rostov,2542,9,5,6,9,11,17,-6,21
Amkar,2542,10,5,4,11,11,23,-12,19
Anzhi,2542,11,2,6,12,16,40,-24,12
Loko Moscow,2543,1,11,6,3,32,15,17,39
Spart Moscow,2543,2,10,6,4,39,28,11,36
Zenit,2543,3,9,8,3,25,14,11,35
CSKA Moscow,2543,4,10,3,7,26,21,5,33
Krasnodar,2543,5,9,5,6,30,26,4,32
Terek Grozny,2543,6,8,5,7,24,24,0,29
Din Moscow,2543,7,6,6,8,21,24,-3,24
FK Rubin,2543,8,5,5,10,21,21,0,20
Rostov,2543,9,4,7,9,11,18,-7,19
Anzhi,2543,10,4,5,11,18,39,-21,17
Amkar,2543,11,4,4,12,10,27,-17,16
Loko Moscow,2544,1,11,6,3,30,14,16,39
CSKA Moscow,2544,2,11,4,5,27,17,10,37
Spart Moscow,2544,3,9,7,4,36,27,9,34
Krasnodar,2544,4,9,5,6,31,26,5,32
Terek Grozny,2544,5,9,5,6,23,23,0,32
Zenit,2544,6,7,10,3,22,14,8,31
FK Rubin,2544,7,6,6,8,25,20,5,24
Din Moscow,2544,8,5,7,8,18,23,-5,22
Rostov,2544,9,4,6,10,12,20,-8,18
Amkar,2544,10,4,5,11,9,23,-14,17
Anzhi,2544,11,2,5,13,15,41,-26,11
Loko Moscow,2545,1,13,5,2,34,12,22,44
CSKA Moscow,2545,2,12,3,5,28,17,11,39
Spart Moscow,2545,3,11,5,4,43,28,15,38
Terek Grozny,2545,4,8,6,6,23,23,0,30
Zenit,2545,5,7,8,5,22,18,4,29
Krasnodar,2545,6,8,4,8,28,27,1,28
Din Moscow,2545,7,6,6,8,19,25,-6,24
FK Rubin,2545,8,6,5,9,23,20,3,23
Rostov,2545,9,4,6,10,11,19,-8,18
Amkar,2545,10,4,5,11,11,26,-15,17
Anzhi,2545,11,2,5,13,15,42,-27,11
Loko Moscow,2546,1,13,5,2,34,13,21,44
CSKA Moscow,2546,2,11,3,6,26,20,6,36
Spart Moscow,2546,3,10,5,5,41,27,14,35
Zenit,2546,4,8,8,4,25,16,9,32
Krasnodar,2546,5,9,4,7,29,26,3,31
Terek Grozny,2546,6,7,6,7,22,25,-3,27
Din Moscow,2546,7,6,6,8,20,26,-6,24
FK Rubin,2546,8,5,5,10,22,20,2,20
Amkar,2546,9,5,5,10,10,22,-12,20
Rostov,2546,10,4,6,10,10,21,-11,18
Anzhi,2546,11,3,5,12,17,40,-23,14
Loko Moscow,2547,1,11,7,2,31,13,18,40
CSKA Moscow,2547,2,11,4,5,28,18,10,37
Spart Moscow,2547,3,9,7,4,38,27,11,34
Zenit,2547,4,7,10,3,23,15,8,31
Krasnodar,2547,5,8,6,6,29,26,3,30
Terek Grozny,2547,6,8,6,6,22,23,-1,30
FK Rubin,2547,7,6,6,8,23,18,5,24
Din Moscow,2547,8,5,7,8,19,24,-5,22
Rostov,2547,9,4,7,9,10,17,-7,19
Amkar,2547,10,4,5,11,10,26,-16,17
Anzhi,2547,11,2,5,13,14,40,-26,11
Loko Moscow,2548,1,12,5,3,35,17,18,41
CSKA Moscow,2548,2,11,3,6,32,19,13,36
Spart Moscow,2548,3,10,5,5,38,29,9,35
Zenit,2548,4,8,8,4,25,18,7,32
Krasnodar,2548,5,9,5,6,31,26,5,32
Terek Grozny,2548,6,8,5,7,22,24,-2,29
Din Moscow,2548,7,6,6,8,20,24,-4,24
Amkar,2548,8,6,4,10,12,22,-10,22
FK Rubin,2548,9,5,6,9,21,19,2,21
Rostov,2548,10,4,6,10,11,19,-8,18
Anzhi,2548,11,2,5,13,15,45,-30,11
Loko Moscow,2549,1,13,5,2,33,13,20,44
CSKA Moscow,2549,2,12,3,5,31,18,13,39
Spart Moscow,2549,3,9,7,4,38,27,11,34
Krasnodar,2549,4,9,4,7,31,27,4,31
Terek Grozny,2549,5,8,6,6,24,24,0,30
Zenit,2549,6,7,8,5,23,20,3,29
Din Moscow,2549,7,5,7,8,19,26,-7,22
FK Rubin,2549,8,5,6,9,24,22,2,21
Rostov,2549,9,4,7,9,11,18,-7,19
Amkar,2549,10,4,6,10,11,24,-13,18
Anzhi,2549,11,2,5,13,15,41,-26,11
Loko Moscow,2550,1,12,6,2,30,11,19,42
Spart Moscow,2550,2,10,6,4,39,26,13,36
CSKA Moscow,2550,3,10,4,6,26,19,7,34
Zenit,2550,4,8,8,4,22,14,8,32
Krasnodar,2550,5,9,5,6,28,24,4,32
Terek Grozny,2550,6,8,6,6,23,24,-1,30
FK Rubin,2550,7,6,5,9,22,18,4,23
Din Moscow,2550,8,5,6,9,17,26,-9,21
Rostov,2550,9,4,6,10,10,18,-8,18
Amkar,2550,10,4,5,11,10,24,-14,17
Anzhi,2550,11,2,7,11,17,40,-23,13
CSKA Moscow,2551,1,12,3,5,31,19,12,39
Loko Moscow,2551,2,11,5,4,29,14,15,38
Spart Moscow,2551,3,9,7,4,35,26,9,34
Zenit,2551,4,8,8,4,25,16,9,32
Krasnodar,2551,5,9,4,7,29,27,2,31
Terek Grozny,2551,6,8,6,6,23,23,0,30
FK Rubin,2551,7,6,6,8,25,19,6,24
Din Moscow,2551,8,5,7,8,19,24,-5,22
Rostov,2551,9,4,7,9,10,17,-7,19
Amkar,2551,10,4,6,10,10,23,-13,18
Anzhi,2551,11,2,5,13,14,42,-28,11
Loko Moscow,2552,1,11,6,3,33,16,17,39
CSKA Moscow,2552,2,11,3,6,27,19,8,36
Krasnodar,2552,3,10,4,6,32,27,5,34
Spart Moscow,2552,4,8,7,5,36,29,7,31
Zenit,2552,5,7,9,4,23,16,7,30
Terek Grozny,2552,6,8,6,6,23,22,1,30
FK Rubin,2552,7,6,5,9,25,20,5,23
Din Moscow,2552,8,5,7,8,20,26,-6,22
Rostov,2552,9,5,6,9,12,18,-6,21
Amkar,2552,10,4,6,10,9,22,-13,18
Anzhi,2552,11,3,5,12,16,41,-25,14
Loko Moscow,2553,1,11,5,4,31,16,15,38
CSKA Moscow,2553,2,11,3,6,30,21,9,36
Zenit,2553,3,9,8,3,24,14,10,35
Spart Moscow,2553,4,9,7,4,38,28,10,34
Krasnodar,2553,5,9,4,7,31,28,3,31
Terek Grozny,2553,6,7,6,7,20,23,-3,27
Din Moscow,2553,7,6,6,8,21,25,-4,24
FK Rubin,2553,8,6,5,9,23,19,4,23
Amkar,2553,9,5,5,10,11,23,-12,20
Rostov,2553,10,4,7,9,10,17,-7,19
Anzhi,2553,11,2,6,12,16,41,-25,12
Loko Moscow,2554,1,12,5,3,31,13,18,41
CSKA Moscow,2554,2,11,3,6,30,19,11,36
Zenit,2554,3,8,8,4,23,15,8,32
Krasnodar,2554,4,9,5,6,30,26,4,32
Terek Grozny,2554,5,9,5,6,23,22,1,32
Spart Moscow,2554,6,8,5,7,33,28,5,29
FK Rubin,2554,7,6,6,8,25,19,6,24
Din Moscow,2554,8,6,6,8,18,23,-5,24
Rostov,2554,9,5,6,9,11,17,-6,21
Amkar,2554,10,5,4,11,10,23,-13,19
Anzhi,2554,11,2,5,13,15,44,-29,11
Loko Moscow,2555,1,12,6,2,33,14,19,42
CSKA Moscow,2555,2,11,4,5,28,18,10,37
Spart Moscow,2555,3,9,6,5,36,28,8,33
Krasnodar,2555,4,9,5,6,33,28,5,32
Terek Grozny,2555,5,8,6,6,23,23,0,30
Zenit,2555,6,7,8,5,22,17,5,29
Din Moscow,2555,7,6,7,7,20,23,-3,25
FK Rubin,2555,8,5,5,10,23,22,1,20
Amkar,2555,9,5,5,10,10,22,-12,20
Rostov,2555,10,4,6,10,10,18,-8,18
Anzhi,2555,11,2,6,12,16,41,-25,12
Loko Moscow,2556,1,13,5,2,32,11,21,44
CSKA Moscow,2556,2,12,3,5,29,17,12,39
Spart Moscow,2556,3,9,7,4,39,28,11,34
Krasnodar,2556,4,9,4,7,28,25,3,31
Zenit,2556,5,7,8,5,21,17,4,29
Terek Grozny,2556,6,8,5,7,25,24,1,29
Din Moscow,2556,7,6,6,8,20,26,-6,24
FK Rubin,2556,8,5,5,10,22,20,2,20
Amkar,2556,9,5,5,10,11,23,-12,20
Rostov,2556,10,4,7,9,12,19,-7,19
Anzhi,2556,11,2,5,13,14,43,-29,11
Loko Moscow,2557,1,12,6,2,32,12,20,42
CSKA Moscow,2557,2,11,3,6,30,22,8,36
Zenit,2557,3,8,8,4,23,16,7,32
Spart Moscow,2557,4,8,7,5,35,28,7,31
Krasnodar,2557,5,8,5,7,29,27,2,29
FK Rubin,2557,6,7,5,8,25,18,7,26
Terek Grozny,2557,7,7,5,8,21,27,-6,26
Din Moscow,2557,8,5,7,8,17,23,-6,22
Rostov,2557,9,5,6,9,12,18,-6,21
Amkar,2557,10,5,5,10,13,24,-11,20
Anzhi,2557,11,3,5,12,19,41,-22,14
Loko Moscow,2558,1,12,6,2,32,12,20,42
Spart Moscow,2558,2,9,7,4,36,27,9,34
Zenit,2558,3,8,9,3,23,14,9,33
CSKA Moscow,2558,4,10,3,7,27,22,5,33
Krasnodar,2558,5,9,4,7,28,26,2,31
Terek Grozny,2558,6,8,5,7,23,24,-1,29
FK Rubin,2558,7,6,5,9,22,18,4,23
Din Moscow,2558,8,5,7,8,19,24,-5,22
Rostov,2558,9,4,6,10,10,18,-8,18
Amkar,2558,10,4,5,11,9,24,-15,17
Anzhi,2558,11,4,5,11,20,40,-20,17
Loko Moscow,2559,1,12,6,2,33,14,19,42
CSKA Moscow,2559,2,11,4,5,28,18,10,37
Spart Moscow,2559,3,8,7,5,34,27,7,31
Zenit,2559,4,7,8,5,21,16,5,29
Krasnodar,2559,5,8,5,7,31,29,2,29
Terek Grozny,2559,6,7,6,7,21,24,-3,27
FK Rubin,2559,7,7,5,8,26,19,7,26
Din Moscow,2559,8,5,7,8,18,24,-6,22
Rostov,2559,9,5,6,9,11,17,-6,21
Amkar,2559,10,5,5,10,11,23,-12,20
Anzhi,2559,11,2,7,11,16,39,-23,13
Loko Moscow,2560,1,13,5,2,36,12,24,44
CSKA Moscow,2560,2,10,5,5,27,19,8,35
Spart Moscow,2560,3,8,7,5,36,29,7,31
Zenit,2560,4,7,9,4,21,16,5,30
Terek Grozny,2560,5,8,5,7,21,23,-2,29
Krasnodar,2560,6,8,4,8,29,34,-5,28
Din Moscow,2560,7,6,7,7,20,23,-3,25
FK Rubin,2560,8,6,6,8,28,19,9,24
Rostov,2560,9,4,7,9,11,18,-7,19
Amkar,2560,10,4,5,11,10,24,-14,17
Anzhi,2560,11,3,6,11,17,39,-22,15
Loko Moscow,2561,1,12,6,2,32,11,21,42
CSKA Moscow,2561,2,10,4,6,26,21,5,34
Spart Moscow,2561,3,8,8,4,36,28,8,32
