team,n,rank,w,d,l,gf,ga,gd,pts
Sydney FC,2407,1,20,5,3,65,23,42,65
N'castle Jet,2407,2,16,5,7,59,38,21,53
Melbourne C,2407,3,14,4,11,44,35,9,46
Melbourne V,2407,4,13,6,10,46,39,7,45
Adelaide Utd,2407,5,11,6,11,37,40,-3,39
Brisbane,2407,6,10,5,13,33,42,-9,35
Western Sydn,2407,7,8,9,10,38,47,-9,33
Perth Glory,2407,8,10,2,15,37,50,-13,32
Wellington P,2407,9,5,6,16,31,55,-24,21
CC Mariners,2407,10,4,8,15,28,49,-21,20
Sydney FC,2408,1,21,4,3,65,22,43,67
N'castle Jet,2408,2,15,6,7,58,38,20,51
Melbourne C,2408,3,14,5,10,44,34,10,47
Melbourne V,2408,4,13,5,11,45,39,6,44
Adelaide Utd,2408,5,11,6,11,37,40,-3,39
Brisbane,2408,6,10,5,13,33,42,-9,35
Western Sydn,2408,7,8,9,10,38,47,-9,33
Perth Glory,2408,8,10,2,15,37,50,-13,32
Wellington P,2408,9,5,6,16,31,55,-24,21
CC Mariners,2408,10,4,8,15,28,49,-21,20
Sydney FC,2409,1,20,4,4,65,25,40,64
N'castle Jet,2409,2,15,6,7,60,40,20,51
Melbourne C,2409,3,14,5,10,46,36,10,47
Melbourne V,2409,4,14,5,10,48,39,9,47
Adelaide Utd,2409,5,11,6,11,37,40,-3,39
Brisbane,2409,6,10,5,13,33,42,-9,35
Western Sydn,2409,7,8,9,10,38,47,-9,33
Perth Glory,2409,8,10,2,15,37,50,-13,32
Wellington P,2409,9,5,6,16,31,55,-24,21
CC Mariners,2409,10,4,8,15,28,49,-21,20
Sydney FC,2410,1,21,4,3,66,22,44,67
N'castle Jet,2410,2,15,5,8,57,38,19,50
Melbourne C,2410,3,15,4,10,44,33,11,49
Melbourne V,2410,4,13,5,11,45,40,5,44
Adelaide Utd,2410,5,11,6,11,37,40,-3,39
Brisbane,2410,6,10,5,13,33,42,-9,35
Western Sydn,2410,7,8,9,10,38,47,-9,33
Perth Glory,2410,8,10,2,15,37,50,-13,32
Wellington P,2410,9,5,6,16,31,55,-24,21
CC Mariners,2410,10,4,8,15,28,49,-21,20
Sydney FC,2411,1,20,5,3,65,23,42,65
N'castle Jet,2411,2,15,6,7,59,39,20,51
Melbourne C,2411,3,14,5,10,45,35,10,47
Melbourne V,2411,4,13,6,10,46,39,7,45
Adelaide Utd,2411,5,11,6,11,37,40,-3,39
Brisbane,2411,6,10,5,13,33,42,-9,35
Western Sydn,2411,7,8,9,10,38,47,-9,33
Perth Glory,2411,8,10,2,15,37,50,-13,32
Wellington P,2411,9,5,6,16,31,55,-24,21
CC Mariners,2411,10,4,8,15,28,49,-21,20
Sydney FC,2412,1,20,5,3,65,23,42,65
N'castle Jet,2412,2,15,5,8,57,38,19,50
Melbourne C,2412,3,15,4,10,44,33,11,49
Melbourne V,2412,4,13,6,10,46,39,7,45
Adelaide Utd,2412,5,11,6,11,37,40,-3,39
Brisbane,2412,6,10,5,13,33,42,-9,35
Western Sydn,2412,7,8,9,10,38,47,-9,33
Perth Glory,2412,8,10,2,15,37,50,-13,32
Wellington P,2412,9,5,6,16,31,55,-24,21
CC Mariners,2412,10,4,8,15,28,49,-21,20
Sydney FC,2413,1,20,5,3,64,22,42,65
N'castle Jet,2413,2,15,6,7,60,40,20,51
Melbourne C,2413,3,14,5,10,46,36,10,47
Melbourne V,2413,4,13,6,10,45,38,7,45
Adelaide Utd,2413,5,11,6,11,37,40,-3,39
Brisbane,2413,6,10,5,13,33,42,-9,35
Western Sydn,2413,7,8,9,10,38,47,-9,33
Perth Glory,2413,8,10,2,15,37,50,-13,32
Wellington P,2413,9,5,6,16,31,55,-24,21
CC Mariners,2413,10,4,8,15,28,49,-21,20
Sydney FC,2414,1,20,5,3,65,23,42,65
N'castle Jet,2414,2,15,6,7,60,40,20,51
Melbourne C,2414,3,14,5,10,46,36,10,47
Melbourne V,2414,4,13,6,10,46,39,7,45
Adelaide Utd,2414,5,11,6,11,37,40,-3,39
Brisbane,2414,6,10,5,13,33,42,-9,35
Western Sydn,2414,7,8,9,10,38,47,-9,33
Perth Glory,2414,8,10,2,15,37,50,-13,32
Wellington P,2414,9,5,6,16,31,55,-24,21
CC Mariners,2414,10,4,8,15,28,49,-21,20
Sydney FC,2415,1,21,4,3,66,22,44,67
N'castle Jet,2415,2,15,6,7,57,37,20,51
Melbourne C,2415,3,14,5,10,43,33,10,47
Melbourne V,2415,4,13,5,11,45,40,5,44
Adelaide Utd,2415,5,11,6,11,37,40,-3,39
Brisbane,2415,6,10,5,13,33,42,-9,35
Western Sydn,2415,7,8,9,10,38,47,-9,33
Perth Glory,2415,8,10,2,15,37,50,-13,32
Wellington P,2415,9,5,6,16,31,55,-24,21
CC Mariners,2415,10,4,8,15,28,49,-21,20
Sydney FC,2416,1,20,5,3,64,22,42,65
N'castle Jet,2416,2,15,6,7,58,38,20,51
Melbourne C,2416,3,14,5,10,44,34,10,47
Melbourne V,2416,4,13,6,10,45,38,7,45
Adelaide Utd,2416,5,11,6,11,37,40,-3,39
Brisbane,2416,6,10,5,13,33,42,-9,35
Western Sydn,2416,7,8,9,10,38,47,-9,33
Perth Glory,2416,8,10,2,15,37,50,-13,32
Wellington P,2416,9,5,6,16,31,55,-24,21
CC Mariners,2416,10,4,8,15,28,49,-21,20
Sydney FC,2417,1,21,4,3,67,22,45,67
N'castle Jet,2417,2,15,5,8,57,38,19,50
Melbourne C,2417,3,15,4,10,44,33,11,49
Melbourne V,2417,4,13,5,11,45,41,4,44
Adelaide Utd,2417,5,11,6,11,37,40,-3,39
Brisbane,2417,6,10,5,13,33,42,-9,35
Western Sydn,2417,7,8,9,10,38,47,-9,33
Perth Glory,2417,8,10,2,15,37,50,-13,32
Wellington P,2417,9,5,6,16,31,55,-24,21
CC Mariners,2417,10,4,8,15,28,49,-21,20
Sydney FC,2418,1,21,4,3,68,24,44,67
N'castle Jet,2418,2,16,5,7,58,37,21,53
Melbourne C,2418,3,14,4,11,43,34,9,46
Melbourne V,2418,4,13,5,11,47,42,5,44
Adelaide Utd,2418,5,11,6,11,37,40,-3,39
Brisbane,2418,6,10,5,13,33,42,-9,35
Western Sydn,2418,7,8,9,10,38,47,-9,33
Perth Glory,2418,8,10,2,15,37,50,-13,32
Wellington P,2418,9,5,6,16,31,55,-24,21
CC Mariners,2418,10,4,8,15,28,49,-21,20
Sydney FC,2419,1,21,4,3,67,23,44,67
N'castle Jet,2419,2,16,5,7,60,37,23,53
Melbourne C,2419,3,14,4,11,43,36,7,46
Melbourne V,2419,4,13,5,11,46,41,5,44
Adelaide Utd,2419,5,11,6,11,37,40,-3,39
Brisbane,2419,6,10,5,13,33,42,-9,35
Western Sydn,2419,7,8,9,10,38,47,-9,33
Perth Glory,2419,8,10,2,15,37,50,-13,32
Wellington P,2419,9,5,6,16,31,55,-24,21
CC Mariners,2419,10,4,8,15,28,49,-21,20
Sydney FC,2420,1,21,4,3,66,22,44,67
N'castle Jet,2420,2,16,5,7,60,37,23,53
Melbourne C,2420,3,14,4,11,43,36,7,46
Melbourne V,2420,4,13,5,11,45,40,5,44
Adelaide Utd,2420,5,11,6,11,37,40,-3,39
Brisbane,2420,6,10,5,13,33,42,-9,35
Western Sydn,2420,7,8,9,10,38,47,-9,33
Perth Glory,2420,8,10,2,15,37,50,-13,32
Wellington P,2420,9,5,6,16,31,55,-24,21
CC Mariners,2420,10,4,8,15,28,49,-21,20
Sydney FC,2421,1,21,4,3,65,22,43,67
N'castle Jet,2421,2,15,6,7,59,39,20,51
Melbourne C,2421,3,14,5,10,45,35,10,47
Melbourne V,2421,4,13,5,11,45,39,6,44
Adelaide Utd,2421,5,11,6,11,37,40,-3,39
Brisbane,2421,6,10,5,13,33,42,-9,35
Western Sydn,2421,7,8,9,10,38,47,-9,33
Perth Glory,2421,8,10,2,15,37,50,-13,32
Wellington P,2421,9,5,6,16,31,55,-24,21
CC Mariners,2421,10,4,8,15,28,49,-21,20
Sydney FC,2422,1,21,4,3,65,22,43,67
N'castle Jet,2422,2,15,6,7,60,40,20,51
Melbourne C,2422,3,14,5,10,46,36,10,47
Melbourne V,2422,4,13,5,11,45,39,6,44
Adelaide Utd,2422,5,11,6,11,37,40,-3,39
Brisbane,2422,6,10,5,13,33,42,-9,35
Western Sydn,2422,7,8,9,10,38,47,-9,33
Perth Glory,2422,8,10,2,15,37,50,-13,32
Wellington P,2422,9,5,6,16,31,55,-24,21
CC Mariners,2422,10,4,8,15,28,49,-21,20
Sydney FC,2423,1,20,5,3,64,22,42,65
N'castle Jet,2423,2,16,5,7,58,37,21,53
Melbourne C,2423,3,14,4,11,43,34,9,46
Melbourne V,2423,4,13,6,10,45,38,7,45
Adelaide Utd,2423,5,11,6,11,37,40,-3,39
Brisbane,2423,6,10,5,13,33,42,-9,35
Western Sydn,2423,7,8,9,10,38,47,-9,33
Perth Glory,2423,8,10,2,15,37,50,-13,32
Wellington P,2423,9,5,6,16,31,55,-24,21
CC Mariners,2423,10,4,8,15,28,49,-21,20
Sydney FC,2424,1,20,5,3,66,24,42,65
N'castle Jet,2424,2,16,5,7,59,37,22,53
Melbourne C,2424,3,14,4,11,43,35,8,46
Melbourne V,2424,4,13,6,10,47,40,7,45
Adelaide Utd,2424,5,11,6,11,37,40,-3,39
Brisbane,2424,6,10,5,13,33,42,-9,35
Western Sydn,2424,7,8,9,10,38,47,-9,33
Perth Glory,2424,8,10,2,15,37,50,-13,32
Wellington P,2424,9,5,6,16,31,55,-24,21
CC Mariners,2424,10,4,8,15,28,49,-21,20
Sydney FC,2425,1,21,4,3,67,23,44,67
N'castle Jet,2425,2,15,5,8,57,40,17,50
Melbourne C,2425,3,15,4,10,46,33,13,49
Melbourne V,2425,4,13,5,11,46,41,5,44
Adelaide Utd,2425,5,11,6,11,37,40,-3,39
Brisbane,2425,6,10,5,13,33,42,-9,35
Western Sydn,2425,7,8,9,10,38,47,-9,33
Perth Glory,2425,8,10,2,15,37,50,-13,32
Wellington P,2425,9,5,6,16,31,55,-24,21
CC Mariners,2425,10,4,8,15,28,49,-21,20
Sydney FC,2426,1,21,4,3,67,23,44,67
N'castle Jet,2426,2,15,6,7,60,40,20,51
Melbourne C,2426,3,14,5,10,46,36,10,47
Melbourne V,2426,4,13,5,11,46,41,5,44
Adelaide Utd,2426,5,11,6,11,37,40,-3,39
Brisbane,2426,6,10,5,13,33,42,-9,35
Western Sydn,2426,7,8,9,10,38,47,-9,33
Perth Glory,2426,8,10,2,15,37,50,-13,32
Wellington P,2426,9,5,6,16,31,55,-24,21
CC Mariners,2426,10,4,8,15,28,49,-21,20
Sydney FC,2427,1,20,4,4,64,23,41,64
N'castle Jet,2427,2,15,5,8,57,38,19,50
Melbourne C,2427,3,15,4,10,44,33,11,49
Melbourne V,2427,4,14,5,10,46,38,8,47
Adelaide Utd,2427,5,11,6,11,37,40,-3,39
Brisbane,2427,6,10,5,13,33,42,-9,35
Western Sydn,2427,7,8,9,10,38,47,-9,33
Perth Glory,2427,8,10,2,15,37,50,-13,32
Wellington P,2427,9,5,6,16,31,55,-24,21
CC Mariners,2427,10,4,8,15,28,49,-21,20
Sydney FC,2428,1,20,4,4,64,25,39,64
N'castle Jet,2428,2,16,5,7,61,38,23,53
Melbourne V,2428,3,14,5,10,48,38,10,47
Melbourne C,2428,4,14,4,11,44,37,7,46
Adelaide Utd,2428,5,11,6,11,37,40,-3,39
Brisbane,2428,6,10,5,13,33,42,-9,35
Western Sydn,2428,7,8,9,10,38,47,-9,33
Perth Glory,2428,8,10,2,15,37,50,-13,32
Wellington P,2428,9,5,6,16,31,55,-24,21
CC Mariners,2428,10,4,8,15,28,49,-21,20
Sydney FC,2429,1,20,5,3,66,24,42,65
N'castle Jet,2429,2,15,5,8,58,40,18,50
Melbourne C,2429,3,15,4,10,46,34,12,49
Melbourne V,2429,4,13,6,10,47,40,7,45
Adelaide Utd,2429,5,11,6,11,37,40,-3,39
Brisbane,2429,6,10,5,13,33,42,-9,35
Western Sydn,2429,7,8,9,10,38,47,-9,33
Perth Glory,2429,8,10,2,15,37,50,-13,32
Wellington P,2429,9,5,6,16,31,55,-24,21
CC Mariners,2429,10,4,8,15,28,49,-21,20
Sydney FC,2430,1,21,4,3,68,24,44,67
N'castle Jet,2430,2,16,5,7,59,37,22,53
Melbourne C,2430,3,14,4,11,43,35,8,46
Melbourne V,2430,4,13,5,11,47,42,5,44
Adelaide Utd,2430,5,11,6,11,37,40,-3,39
Brisbane,2430,6,10,5,13,33,42,-9,35
Western Sydn,2430,7,8,9,10,38,47,-9,33
Perth Glory,2430,8,10,2,15,37,50,-13,32
Wellington P,2430,9,5,6,16,31,55,-24,21
CC Mariners,2430,10,4,8,15,28,49,-21,20
Sydney FC,2431,1,21,4,3,67,24,43,67
N'castle Jet,2431,2,16,5,7,60,37,23,53
Melbourne C,2431,3,14,4,11,43,36,7,46
Melbourne V,2431,4,13,5,11,47,41,6,44
Adelaide Utd,2431,5,11,6,11,37,40,-3,39
Brisbane,2431,6,10,5,13,33,42,-9,35
Western Sydn,2431,7,8,9,10,38,47,-9,33
Perth Glory,2431,8,10,2,15,37,50,-13,32
Wellington P,2431,9,5,6,16,31,55,-24,21
CC Mariners,2431,10,4,8,15,28,49,-21,20
Sydney FC,2432,1,20,4,4,66,25,41,64
N'castle Jet,2432,2,16,5,7,59,37,22,53
Melbourne V,2432,3,14,5,10,48,40,8,47
Melbourne C,2432,4,14,4,11,43,35,8,46
Adelaide Utd,2432,5,11,6,11,37,40,-3,39
Brisbane,2432,6,10,5,13,33,42,-9,35
Western Sydn,2432,7,8,9,10,38,47,-9,33
Perth Glory,2432,8,10,2,15,37,50,-13,32
Wellington P,2432,9,5,6,16,31,55,-24,21
CC Mariners,2432,10,4,8,15,28,49,-21,20
Sydney FC,2433,1,21,4,3,66,23,43,67
N'castle Jet,2433,2,16,5,7,59,38,21,53
Melbourne C,2433,3,14,4,11,44,35,9,46
Melbourne V,2433,4,13,5,11,46,40,6,44
Adelaide Utd,2433,5,11,6,11,37,40,-3,39
Brisbane,2433,6,10,5,13,33,42,-9,35
Western Sydn,2433,7,8,9,10,38,47,-9,33
Perth Glory,2433,8,10,2,15,37,50,-13,32
Wellington P,2433,9,5,6,16,31,55,-24,21
CC Mariners,2433,10,4,8,15,28,49,-21,20
Sydney FC,2434,1,20,4,4,66,25,41,64
N'castle Jet,2434,2,15,6,7,58,38,20,51
Melbourne C,2434,3,14,5,10,44,34,10,47
Melbourne V,2434,4,14,5,10,48,40,8,47
Adelaide Utd,2434,5,11,6,11,37,40,-3,39
Brisbane,2434,6,10,5,13,33,42,-9,35
Western Sydn,2434,7,8,9,10,38,47,-9,33
Perth Glory,2434,8,10,2,15,37,50,-13,32
Wellington P,2434,9,5,6,16,31,55,-24,21
CC Mariners,2434,10,4,8,15,28,49,-21,20
Sydney FC,2435,1,21,4,3,69,24,45,67
N'castle Jet,2435,2,15,6,7,57,37,20,51
Melbourne C,2435,3,14,5,10,43,33,10,47
Melbourne V,2435,4,13,5,11,47,43,4,44
Adelaide Utd,2435,5,11,6,11,37,40,-3,39
Brisbane,2435,6,10,5,13,33,42,-9,35
Western Sydn,2435,7,8,9,10,38,47,-9,33
Perth Glory,2435,8,10,2,15,37,50,-13,32
Wellington P,2435,9,5,6,16,31,55,-24,21
CC Mariners,2435,10,4,8,15,28,49,-21,20
Sydney FC,2436,1,21,4,3,65,22,43,67
N'castle Jet,2436,2,16,5,7,59,37,22,53
Melbourne C,2436,3,14,4,11,43,35,8,46
Melbourne V,2436,4,13,5,11,45,39,6,44
Adelaide Utd,2436,5,11,6,11,37,40,-3,39
Brisbane,2436,6,10,5,13,33,42,-9,35
Western Sydn,2436,7,8,9,10,38,47,-9,33
Perth Glory,2436,8,10,2,15,37,50,-13,32
Wellington P,2436,9,5,6,16,31,55,-24,21
CC Mariners,2436,10,4,8,15,28,49,-21,20
Sydney FC,2437,1,21,4,3,67,24,43,67
N'castle Jet,2437,2,16,5,7,60,38,22,53
Melbourne C,2437,3,14,4,11,44,36,8,46
Melbourne V,2437,4,13,5,11,47,41,6,44
Adelaide Utd,2437,5,11,6,11,37,40,-3,39
Brisbane,2437,6,10,5,13,33,42,-9,35
Western Sydn,2437,7,8,9,10,38,47,-9,33
Perth Glory,2437,8,10,2,15,37,50,-13,32
Wellington P,2437,9,5,6,16,31,55,-24,21
CC Mariners,2437,10,4,8,15,28,49,-21,20
Sydney FC,2438,1,20,5,3,66,24,42,65
N'castle Jet,2438,2,16,5,7,59,38,21,53
Melbourne C,2438,3,14,4,11,44,35,9,46
Melbourne V,2438,4,13,6,10,47,40,7,45
Adelaide Utd,2438,5,11,6,11,37,40,-3,39
Brisbane,2438,6,10,5,13,33,42,-9,35
Western Sydn,2438,7,8,9,10,38,47,-9,33
Perth Glory,2438,8,10,2,15,37,50,-13,32
Wellington P,2438,9,5,6,16,31,55,-24,21
CC Mariners,2438,10,4,8,15,28,49,-21,20
Sydney FC,2439,1,21,4,3,65,22,43,67
N'castle Jet,2439,2,15,5,8,57,40,17,50
Melbourne C,2439,3,15,4,10,46,33,13,49
Melbourne V,2439,4,13,5,11,45,39,6,44
Adelaide Utd,2439,5,11,6,11,37,40,-3,39
Brisbane,2439,6,10,5,13,33,42,-9,35
Western Sydn,2439,7,8,9,10,38,47,-9,33
Perth Glory,2439,8,10,2,15,37,50,-13,32
Wellington P,2439,9,5,6,16,31,55,-24,21
CC Mariners,2439,10,4,8,15,28,49,-21,20
Sydney FC,2440,1,21,4,3,67,23,44,67
N'castle Jet,2440,2,16,5,7,61,38,23,53
Melbourne C,2440,3,14,4,11,44,37,7,46
Melbourne V,2440,4,13,5,11,46,41,5,44
Adelaide Utd,2440,5,11,6,11,37,40,-3,39
Brisbane,2440,6,10,5,13,33,42,-9,35
Western Sydn,2440,7,8,9,10,38,47,-9,33
Perth Glory,2440,8,10,2,15,37,50,-13,32
Wellington P,2440,9,5,6,16,31,55,-24,21
CC Mariners,2440,10,4,8,15,28,49,-21,20
Sydney FC,2441,1,21,4,3,69,23,46,67
N'castle Jet,2441,2,15,5,8,59,40,19,50
Melbourne C,2441,3,15,4,10,46,35,11,49
Melbourne V,2441,4,13,5,11,46,43,3,44
Adelaide Utd,2441,5,11,6,11,37,40,-3,39
Brisbane,2441,6,10,5,13,33,42,-9,35
Western Sydn,2441,7,8,9,10,38,47,-9,33
Perth Glory,2441,8,10,2,15,37,50,-13,32
Wellington P,2441,9,5,6,16,31,55,-24,21
CC Mariners,2441,10,4,8,15,28,49,-21,20
Sydney FC,2442,1,21,4,3,67,24,43,67
N'castle Jet,2442,2,15,5,8,58,39,19,50
Melbourne C,2442,3,15,4,10,45,34,11,49
Melbourne V,2442,4,13,5,11,47,41,6,44
Adelaide Utd,2442,5,11,6,11,37,40,-3,39
Brisbane,2442,6,10,5,13,33,42,-9,35
Western Sydn,2442,7,8,9,10,38,47,-9,33
Perth Glory,2442,8,10,2,15,37,50,-13,32
Wellington P,2442,9,5,6,16,31,55,-24,21
CC Mariners,2442,10,4,8,15,28,49,-21,20
Sydney FC,2443,1,21,4,3,66,23,43,67
N'castle Jet,2443,2,15,5,8,57,41,16,50
Melbourne C,2443,3,15,4,10,47,33,14,49
Melbourne V,2443,4,13,5,11,46,40,6,44
Adelaide Utd,2443,5,11,6,11,37,40,-3,39
Brisbane,2443,6,10,5,13,33,42,-9,35
Western Sydn,2443,7,8,9,10,38,47,-9,33
Perth Glory,2443,8,10,2,15,37,50,-13,32
Wellington P,2443,9,5,6,16,31,55,-24,21
CC Mariners,2443,10,4,8,15,28,49,-21,20
Sydney FC,2444,1,21,4,3,68,22,46,67
N'castle Jet,2444,2,15,5,8,57,40,17,50
Melbourne C,2444,3,15,4,10,46,33,13,49
Melbourne V,2444,4,13,5,11,45,42,3,44
Adelaide Utd,2444,5,11,6,11,37,40,-3,39
Brisbane,2444,6,10,5,13,33,42,-9,35
Western Sydn,2444,7,8,9,10,38,47,-9,33
Perth Glory,2444,8,10,2,15,37,50,-13,32
Wellington P,2444,9,5,6,16,31,55,-24,21
CC Mariners,2444,10,4,8,15,28,49,-21,20
Sydney FC,2445,1,20,5,3,64,22,42,65
N'castle Jet,2445,2,16,5,7,58,37,21,53
Melbourne C,2445,3,14,4,11,43,34,9,46
Melbourne V,2445,4,13,6,10,45,38,7,45
Adelaide Utd,2445,5,11,6,11,37,40,-3,39
Brisbane,2445,6,10,5,13,33,42,-9,35
Western Sydn,2445,7,8,9,10,38,47,-9,33
Perth Glory,2445,8,10,2,15,37,50,-13,32
Wellington P,2445,9,5,6,16,31,55,-24,21
CC Mariners,2445,10,4,8,15,28,49,-21,20
Sydney FC,2446,1,21,4,3,67,22,45,67
N'castle Jet,2446,2,16,5,7,61,37,24,53
Melbourne C,2446,3,14,4,11,43,37,6,46
Melbourne V,2446,4,13,5,11,45,41,4,44
Adelaide Utd,2446,5,11,6,11,37,40,-3,39
Brisbane,2446,6,10,5,13,33,42,-9,35
Western Sydn,2446,7,8,9,10,38,47,-9,33
Perth Glory,2446,8,10,2,15,37,50,-13,32
Wellington P,2446,9,5,6,16,31,55,-24,21
CC Mariners,2446,10,4,8,15,28,49,-21,20
Sydney FC,2447,1,21,4,3,66,22,44,67
N'castle Jet,2447,2,15,6,7,57,37,20,51
Melbourne C,2447,3,14,5,10,43,33,10,47
Melbourne V,2447,4,13,5,11,45,40,5,44
Adelaide Utd,2447,5,11,6,11,37,40,-3,39
Brisbane,2447,6,10,5,13,33,42,-9,35
Western Sydn,2447,7,8,9,10,38,47,-9,33
Perth Glory,2447,8,10,2,15,37,50,-13,32
Wellington P,2447,9,5,6,16,31,55,-24,21
CC Mariners,2447,10,4,8,15,28,49,-21,20
Sydney FC,2448,1,21,4,3,66,22,44,67
N'castle Jet,2448,2,16,5,7,59,38,21,53
Melbourne C,2448,3,14,4,11,44,35,9,46
Melbourne V,2448,4,13,5,11,45,40,5,44
Adelaide Utd,2448,5,11,6,11,37,40,-3,39
Brisbane,2448,6,10,5,13,33,42,-9,35
Western Sydn,2448,7,8,9,10,38,47,-9,33
Perth Glory,2448,8,10,2,15,37,50,-13,32
Wellington P,2448,9,5,6,16,31,55,-24,21
CC Mariners,2448,10,4,8,15,28,49,-21,20
Sydney FC,2449,1,21,4,3,66,23,43,67
N'castle Jet,2449,2,16,5,7,58,37,21,53
Melbourne C,2449,3,14,4,11,43,34,9,46
Melbourne V,2449,4,13,5,11,46,40,6,44
Adelaide Utd,2449,5,11,6,11,37,40,-3,39
Brisbane,2449,6,10,5,13,33,42,-9,35
Western Sydn,2449,7,8,9,10,38,47,-9,33
Perth Glory,2449,8,10,2,15,37,50,-13,32
Wellington P,2449,9,5,6,16,31,55,-24,21
CC Mariners,2449,10,4,8,15,28,49,-21,20
Sydney FC,2450,1,20,4,4,65,25,40,64
N'castle Jet,2450,2,15,5,8,59,40,19,50
Melbourne C,2450,3,15,4,10,46,35,11,49
Melbourne V,2450,4,14,5,10,48,39,9,47
Adelaide Utd,2450,5,11,6,11,37,40,-3,39
Brisbane,2450,6,10,5,13,33,42,-9,35
Western Sydn,2450,7,8,9,10,38,47,-9,33
Perth Glory,2450,8,10,2,15,37,50,-13,32
Wellington P,2450,9,5,6,16,31,55,-24,21
CC Mariners,2450,10,4,8,15,28,49,-21,20
Sydney FC,2451,1,20,4,4,64,24,40,64
N'castle Jet,2451,2,15,6,7,57,37,20,51
Melbourne C,2451,3,14,5,10,43,33,10,47
Melbourne V,2451,4,14,5,10,47,38,9,47
Adelaide Utd,2451,5,11,6,11,37,40,-3,39
Brisbane,2451,6,10,5,13,33,42,-9,35
Western Sydn,2451,7,8,9,10,38,47,-9,33
Perth Glory,2451,8,10,2,15,37,50,-13,32
Wellington P,2451,9,5,6,16,31,55,-24,21
CC Mariners,2451,10,4,8,15,28,49,-21,20
Sydney FC,2452,1,20,4,4,66,25,41,64
N'castle Jet,2452,2,16,5,7,59,37,22,53
Melbourne V,2452,3,14,5,10,48,40,8,47
Melbourne C,2452,4,14,4,11,43,35,8,46
Adelaide Utd,2452,5,11,6,11,37,40,-3,39
Brisbane,2452,6,10,5,13,33,42,-9,35
Western Sydn,2452,7,8,9,10,38,47,-9,33
Perth Glory,2452,8,10,2,15,37,50,-13,32
Wellington P,2452,9,5,6,16,31,55,-24,21
CC Mariners,2452,10,4,8,15,28,49,-21,20
Sydney FC,2453,1,20,5,3,66,24,42,65
N'castle Jet,2453,2,15,6,7,60,40,20,51
Melbourne C,2453,3,14,5,10,46,36,10,47
Melbourne V,2453,4,13,6,10,47,40,7,45
Adelaide Utd,2453,5,11,6,11,37,40,-3,39
Brisbane,2453,6,10,5,13,33,42,-9,35
Western Sydn,2453,7,8,9,10,38,47,-9,33
Perth Glory,2453,8,10,2,15,37,50,-13,32
Wellington P,2453,9,5,6,16,31,55,-24,21
CC Mariners,2453,10,4,8,15,28,49,-21,20
Sydney FC,2454,1,21,4,3,69,24,45,67
N'castle Jet,2454,2,15,6,7,60,40,20,51
Melbourne C,2454,3,14,5,10,46,36,10,47
Melbourne V,2454,4,13,5,11,47,43,4,44
Adelaide Utd,2454,5,11,6,11,37,40,-3,39
Brisbane,2454,6,10,5,13,33,42,-9,35
Western Sydn,2454,7,8,9,10,38,47,-9,33
Perth Glory,2454,8,10,2,15,37,50,-13,32
Wellington P,2454,9,5,6,16,31,55,-24,21
CC Mariners,2454,10,4,8,15,28,49,-21,20
Sydney FC,2455,1,20,5,3,68,26,42,65
N'castle Jet,2455,2,15,5,8,57,38,19,50
Melbourne C,2455,3,15,4,10,44,33,11,49
Melbourne V,2455,4,13,6,10,49,42,7,45
Adelaide Utd,2455,5,11,6,11,37,40,-3,39
Brisbane,2455,6,10,5,13,33,42,-9,35
Western Sydn,2455,7,8,9,10,38,47,-9,33
Perth Glory,2455,8,10,2,15,37,50,-13,32
Wellington P,2455,9,5,6,16,31,55,-24,21
CC Mariners,2455,10,4,8,15,28,49,-21,20
Sydney FC,2456,1,21,4,3,67,24,43,67
N'castle Jet,2456,2,16,5,7,59,37,22,53
Melbourne C,2456,3,14,4,11,43,35,8,46
Melbourne V,2456,4,13,5,11,47,41,6,44
Adelaide Utd,2456,5,11,6,11,37,40,-3,39
Brisbane,2456,6,10,5,13,33,42,-9,35
Western Sydn,2456,7,8,9,10,38,47,-9,33
Perth Glory,2456,8,10,2,15,37,50,-13,32
Wellington P,2456,9,5,6,16,31,55,-24,21
CC Mariners,2456,10,4,8,15,28,49,-21,20
Sydney FC,2457,1,21,4,3,69,25,44,67
N'castle Jet,2457,2,15,6,7,58,38,20,51
Melbourne C,2457,3,14,5,10,44,34,10,47
Melbourne V,2457,4,13,5,11,48,43,5,44
Adelaide Utd,2457,5,11,6,11,37,40,-3,39
Brisbane,2457,6,10,5,13,33,42,-9,35
Western Sydn,2457,7,8,9,10,38,47,-9,33
Perth Glory,2457,8,10,2,15,37,50,-13,32
Wellington P,2457,9,5,6,16,31,55,-24,21
CC Mariners,2457,10,4,8,15,28,49,-21,20
Sydney FC,2458,1,20,4,4,64,24,40,64
N'castle Jet,2458,2,16,5,7,59,38,21,53
Melbourne V,2458,3,14,5,10,47,38,9,47
Melbourne C,2458,4,14,4,11,44,35,9,46
Adelaide Utd,2458,5,11,6,11,37,40,-3,39
Brisbane,2458,6,10,5,13,33,42,-9,35
Western Sydn,2458,7,8,9,10,38,47,-9,33
Perth Glory,2458,8,10,2,15,37,50,-13,32
Wellington P,2458,9,5,6,16,31,55,-24,21
CC Mariners,2458,10,4,8,15,28,49,-21,20
Sydney FC,2459,1,20,5,3,64,22,42,65
N'castle Jet,2459,2,16,5,7,60,38,22,53
Melbourne C,2459,3,14,4,11,44,36,8,46
